subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data,column_name,url_front,url_back,comments
58746116,T34,[['8.6']],1,1,8.6,NA,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746116,T38,[['4']],1,1,4,NA,7th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746116,T39,[['10.0-11.5']],1,1,10.0-11.5,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746116,T40,[['10.8']],1,1,10.8,NA,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746116,T44,[['3']],1,1,3,NA,8th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746116,T45,[['13.5-16.5']],1,1,13.5-16.5,NA,8th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746116,T46,[['14.6']],1,1,14.6,NA,8th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Sand_GROW_001.jpeg,
58746121,T9,[['8.8']],1,1,8.8,NA,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Leidy_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Leidy_GROW_031.jpeg,
58746132,T27,[['12.6']],1,1,12.6,NA,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Clear_GROW_024.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Clear_GROW_023.jpeg,
58746169,T3,"[['9.5-10.1', '9.5-10.1', '9.5-10.1""', ""9.5-10.1''""], ['inch', '', '', '']]",4,1.5,9.5-10.1 inch,9.5-10.1,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Straits_GROW_052.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Straits_GROW_051.jpeg,
58746169,T4,"[['9.8', '9.8', '9.8""', ""9.8''""], ['inch', '', '', ''], ['(.6', '', '', '(.6#)'], ['pounds)', '', '', '']]",4,1.25,9.8 inch (.6 pounds),9.8,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Straits_GROW_052.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Straits_GROW_051.jpeg,
58746200,T15,"[['13.4', '...']]",2,1,13.4,NA,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Minerva_GROW_036.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Minerva_GROW_035.jpeg,
58746200,T21,"[['15.0', '...']]",2,1,15,NA,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Minerva_GROW_036.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Minerva_GROW_035.jpeg,
58746220,T3,"[['8.8""-10.5""']]",1,1,"8.8""-10.5""",NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_LittleBoot_GROW_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_LittleBoot_GROW_003.jpeg,
58746220,T4,"[['9.325""']]",1,1,"9.325""",NA,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_LittleBoot_GROW_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_LittleBoot_GROW_003.jpeg,
58746246,T4,"[['15.9', '15.9', '15.9'], ['', '(37.5', ''], ['', 'oz)', '']]",3,1.666666667,15.9 (37.5 oz),15.9,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Herman_GROW_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Herman_GROW_003.jpeg,
58746246,T10,"[['18.0', '18.0', '18.0'], ['', '(52', ''], ['', 'oz)', '']]",3,1.666666667,18.0 (52 oz),18,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Herman_GROW_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Herman_GROW_003.jpeg,
58746266,T4,"[['2.4', '2.4', '', '2.4'], ['', '(0.7', '2.4(0.7oz)', ''], ['', 'oz)', '', '']]",4,1.666666667,2.4 (0.7 oz),2.4,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Grassy_GROW_044.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Grassy_GROW_043.jpeg,
58746266,T10,"[['11.9', '11.9', '', '11.9'], ['', '(14.2', '11.9(14.2oz', ''], ['', 'oz)', '', '']]",4,1.666666667,11.9 (14.2 oz),11.9,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Grassy_GROW_044.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Grassy_GROW_043.jpeg,
58746275,T9,"[['9.7', '...']]",2,1,9.7,NA,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_East_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_East_GROW_031.jpeg,
58746312,T4,"[['3.6', '3.6', '3.6'], ['', '', '(0.3'], ['', '', 'oz)']]",3,1.666666667,3.6 (0.3 oz),3.6,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Clear_GROW_050.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Clear_GROW_049.jpeg,
58746312,T10,"[['6.2', '6.2', '6.2'], ['', '', '(2'], ['', '', 'oz)']]",3,1.666666667,6.2 (2 oz),6.2,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Clear_GROW_050.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Clear_GROW_049.jpeg,
58746312,T16,"[['12.5', '12.5', '12.5'], ['', '', '(12'], ['', '', 'oz)']]",3,1.666666667,12.5 (12 oz),12.5,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Clear_GROW_050.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Clear_GROW_049.jpeg,
58746315,T3,[['6.0']],1,1,6,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Byers_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Byers_GROW_013.jpeg,
58746315,T21,[['13.4']],1,1,13.4,NA,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Byers_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Byers_GROW_013.jpeg,
58746326,T4,"[['255mm', '255', '255', ''], ['', '(10.0)', '', '255(10.0)']]",4,1.5,255 (10.0),255,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_096.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_095.jpeg,mm
58746353,T15,[['14.7']],1,1,14.7,NA,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_132.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_131.jpeg,
58746353,T21,[['16.1']],1,1,16.1,NA,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_132.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_131.jpeg,
58746353,T27,[['16.9']],1,1,16.9,NA,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_132.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_131.jpeg,
58746353,T33,[['19.6']],1,1,19.6,NA,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_132.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_131.jpeg,
58746357,T8,"[['5', '---']]",2,1,5,NA,Second row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_006.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_005.jpeg,
58746357,T9,"[['7.5-10.2', '---']]",2,1,7.5-10.2,NA,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_006.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_005.jpeg,
58746357,T10,"[['9.2', '---']]",2,1,9.2,NA,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_006.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_005.jpeg,
58746357,T52,"[['18.6', '18.5']]",2,1,18.6,18.6,9th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_006.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Roscommon_Houghton_GROW_005.jpeg,
58746387,T14,"[['see', '13.2-14.3'], ['talk', ''], ['board', ''], ['note', '']]",2,1,see talk board note,13.2-14.3,Third row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Nettie_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Nettie_GROW_015.jpeg,
58746456,T9,[['10.2']],1,1,10.2,NA,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_252.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_251.jpeg,
58746474,T4,[['11.3']],1,1,11.3,NA,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_036.jpeg,
58746474,T10,[['10.2']],1,1,10.2,NA,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_036.jpeg,
58746474,T40,[['17.1']],1,1,17.1,NA,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Ottawa_Macatawa_GROW_036.jpeg,
58746541,T3,"[['13.8', '...']]",2,1,13.8,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_066.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_065.jpeg,
58746541,T21,"[['18.5', '...']]",2,1,18.5,NA,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_066.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_065.jpeg,
58746610,T3,"[['2.9', '...']]",2,1,2.9,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_120.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_119.jpeg,
58746610,T27,"[['14.9', '...']]",2,1,14.9,NA,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_120.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_119.jpeg,
58746610,T33,"[['15.7', '...']]",2,1,15.7,NA,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_120.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_119.jpeg,
58746610,T39,"[['19.0', '...']]",2,1,19,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_120.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_119.jpeg,
58746613,T14,[['3']],1,1,3,NA,Third row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746613,T15,[['6.3-11.7']],1,1,6.3-11.7,NA,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746613,T16,[['9.2']],1,1,9.2,NA,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746613,T20,[['1']],1,1,1,NA,Fourth row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746613,T21,[['14.2']],1,1,14.2,NA,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746613,T22,[['14.2']],1,1,14.2,NA,Fourth row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58753932,T3,"[['8.1', '...']]",2,1,8.1,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Thumb_056_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Thumb_056_GROW_0002.jpg,
58753932,T21,"[['15.5', '...']]",2,1,15.5,NA,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Thumb_056_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Thumb_056_GROW_0002.jpg,
58754029,T21,"[['36.0-39.0cm', '36.0-39.0', '36.0-39']]",3,1,36.0-39.0cm,36.0-39.0,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_105.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_106.jpg,
58754030,T3,[['11.1']],1,1,11.1,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_091.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_092.jpg,
58754130,T9,[['13.5']],1,1,13.5,NA,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Beebe_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Beebe_GROW_018.jpg,
58754130,T15,[['15.2']],1,1,15.2,NA,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Beebe_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Beebe_GROW_018.jpg,
58754136,T3,"[['9.7', '...']]",2,1,9.7,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Bertha_GROW_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Bertha_GROW_078.jpg,
58754190,T4,[['8.5']],1,1,8.5,NA,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_034.jpg,
58754190,T22,[['15.4']],1,1,15.4,NA,Fourth row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_034.jpg,
58754222,T3,"[['13.7', '...']]",2,1,13.7,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Nester_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Nester_GROW_011.jpg,
58754257,T39,"[['18.6', '-']]",2,1,18.6,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Windover_GROW_170.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Windover_GROW_171.jpg,
58754257,T40,"[['18.6', '-']]",2,1,18.6,NA,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Windover_GROW_170.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Windover_GROW_171.jpg,
58754268,T3,"[['4.0', '...']]",2,1,4,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_021.jpg,
58754268,T33,"[['17.7', '...']]",2,1,17.7,NA,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_021.jpg,
58754268,T39,"[['18.3', '...']]",2,1,18.3,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_021.jpg,
58754268,T45,"[['18.4', '...']]",2,1,18.4,NA,8th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_021.jpg,
58754268,T51,"[['18.6', '...']]",2,1,18.6,NA,9th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clinton_Park_GROW_021.jpg,
58754287,T26,[['1']],1,1,1,1,5th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_014.jpg,
58754287,T27,[['15.3']],1,1,15.3,15.3,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_014.jpg,
