subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.user_ids
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T10,Second row Mean Length [Text],"[['8.8', '8.8']]",2,2,8.8,"[1484814, 1312868]"
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T14,Third row Number of Fish [Text],"[['8', '8']]",2,2,8,"[1484814, 1312868]"
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T15,Third row Length Range [Text],"[['10.5-12.9', '10.5-12.9']]",2,2,10.5-12.9,"[1484814, 1312868]"
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T16,Third row Mean Length [Text],"[['11.6', '11.6']]",2,2,11.6,"[1484814, 1312868]"
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T20,Fourth row Number of Fish [Text],"[['1', '1']]",2,2,1,"[1484814, 1312868]"
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T21,Fourth row Length Range [Text],"[['17.5', '17.5']]",2,2,17.5,"[1484814, 1312868]"
82941752,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Roscommon_StHelens_GROW_8.jpeg,,19099,T22,Fourth row Mean Length [Text],"[['17.5', '17.5']]",2,2,17.5,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T2,First row Number of Fish [Text],"[['6', '6']]",2,2,6,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T3,First row Length Range [Text],"[['6.8-8.0', '6.8-8.0']]",2,2,6.8-8.0,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T4,First row Mean Length [Text],"[['7.7', '7.7']]",2,2,7.7,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T8,Second row Number of Fish [Text],"[['5', '5']]",2,2,5,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T9,Second row Length Range [Text],"[['8.1-9.6', '8.1-9.6']]",2,2,8.1-9.6,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T10,Second row Mean Length [Text],"[['9.1', '9.1']]",2,2,9.1,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T14,Third row Number of Fish [Text],"[['6', '6']]",2,2,6,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T15,Third row Length Range [Text],"[['10.4-11.2', '10.4-11.2']]",2,2,10.4-11.2,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T16,Third row Mean Length [Text],"[['10.8', '10.8']]",2,2,10.8,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T20,Fourth row Number of Fish [Text],"[['2', '2']]",2,2,2,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T21,Fourth row Length Range [Text],"[['11.8-12.7', '11.8-12.7']]",2,2,11.8-12.7,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T22,Fourth row Mean Length [Text],"[['12.3', '12.3']]",2,2,12.3,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T26,5th row Number of Fish [Text],"[['1', '1']]",2,2,1,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T27,5th row Length Range [Text],"[['14.5', '14.5']]",2,2,14.5,"[1484814, 1312868]"
82941753,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,,19099,T28,5th row Mean Length [Text],"[['14.5', '14.5']]",2,2,14.5,"[1484814, 1312868]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T2,First row Number of Fish [Text],"[['3', '3', '3', '3']]",4,4,3,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T3,First row Length Range [Text],"[['11.1-11.6', '11.1-11.6', '11.1-11.6', '11.1-11.6']]",4,4,11.1-11.6,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T4,First row Mean Length [Text],"[['11.3', '11.3', '11.3', '11.3']]",4,4,11.3,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T8,Second row Number of Fish [Text],"[['8', '8', '8', '8']]",4,4,8,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T9,Second row Length Range [Text],"[['12.2-14.8', '12.2-14.8', '12.2-14.8', '12.2-14.8']]",4,4,12.2-14.8,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T10,Second row Mean Length [Text],"[['14', '14', '14', '14']]",4,4,14,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T14,Third row Number of Fish [Text],"[['9', '9', '9', '9']]",4,4,9,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T15,Third row Length Range [Text],"[['13.1-16.0', '13.1-16.0', '13.1-16.0', '13.1-16.0']]",4,4,13.1-16.0,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T16,Third row Mean Length [Text],"[['15.1', '15.1', '15.1', '15.1']]",4,4,15.1,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T20,Fourth row Number of Fish [Text],"[['11', '11', '11', '11']]",4,4,11,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T21,Fourth row Length Range [Text],"[['15.8-17.4', '15.8-17.4', '15.8-17.4', '15.8-17.4']]",4,4,15.8-17.4,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T22,Fourth row Mean Length [Text],"[['16.6', '16.6', '16.6', '16.6']]",4,4,16.6,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T26,5th row Number of Fish [Text],"[['2', '2', '2', '2']]",4,4,2,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T27,5th row Length Range [Text],"[['17.6-18.2', '17.6-18.2', '17.6-18.2', '17.6-18.2']]",4,4,17.6-18.2,"[1484814, 1312868, 2155858, 2546358]"
82941848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_Big_GROW_5.jpeg,19099,T28,5th row Mean Length [Text],"[['17.9', '17.9', '17.9', '17.9']]",4,4,17.9,"[1484814, 1312868, 2155858, 2546358]"
82941849,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_6.jpeg,19099,T2,First row Number of Fish [Text],"[['35', '35', '35']]",3,3,35,"[1312868, 1484814, 1691537]"
82941849,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_6.jpeg,19099,T3,First row Length Range [Text],"[['3.3', '3.3-9.5', '3.3-9.5'], ['9.5', '', '']]",3,1.5,3.3-9.5,"[1312868, 1484814, 1691537]"
82941849,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_6.jpeg,19099,T4,First row Mean Length [Text],"[['7.2', '7.2', '7.2']]",3,3,7.2,"[1312868, 1484814, 1691537]"
82941849,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_6.jpeg,19099,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3,3,1,"[1312868, 1484814, 1691537]"
82941849,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_6.jpeg,19099,T9,Second row Length Range [Text],"[['16.6', '16.6', '16.6']]",3,3,16.6,"[1312868, 1484814, 1691537]"
82941849,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_LittleBear_GROW_6.jpeg,19099,T10,Second row Mean Length [Text],"[['16.6', '16.6', '16.6']]",3,3,16.6,"[1312868, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T2,First row Number of Fish [Text],"[['2', '2', '2']]",3,3,2,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T3,First row Length Range [Text],"[['9.6-10', '9.6-10', '9.6-10']]",3,3,9.6-10,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T4,First row Mean Length [Text],"[['9.8', '9.8', '9.8']]",3,3,9.8,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T8,Second row Number of Fish [Text],"[['2', '2', '2']]",3,3,2,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T9,Second row Length Range [Text],"[['10.1-10.5', '10.1-10.5', '10.1-10.5']]",3,3,10.1-10.5,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T10,Second row Mean Length [Text],"[['10.3', '10.3', '10.3']]",3,3,10.3,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T14,Third row Number of Fish [Text],"[['1', '1', '1']]",3,3,1,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T15,Third row Length Range [Text],"[['14.4', '14.4', '14.4']]",3,3,14.4,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T16,Third row Mean Length [Text],"[['14.4', '14.4', '14.4']]",3,3,14.4,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T20,Fourth row Number of Fish [Text],"[['1', '1', '1']]",3,3,1,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T21,Fourth row Length Range [Text],"[['17.2', '17.2', '17.2']]",3,3,17.2,"[2155858, 1484814, 1691537]"
82941850,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Otsego_TwentySeven_GROW_3.jpeg,19099,T22,Fourth row Mean Length [Text],"[['17.2', '17.2', '17.2']]",3,3,17.2,"[2155858, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T2,First row Number of Fish [Text],"[['2', '2', '2']]",3,3,2,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T3,First row Length Range [Text],"[['11.8-11.9', '11.8-11.9', '11.8-11.9']]",3,3,11.8-11.9,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T4,First row Mean Length [Text],"[['11.9', '11.9', '11.9']]",3,3,11.9,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T8,Second row Number of Fish [Text],"[['3', '3', '3']]",3,3,3,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T9,Second row Length Range [Text],"[['10.0-16.5', '10.0-16.5', '10.0-16.5']]",3,3,10.0-16.5,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T10,Second row Mean Length [Text],"[['13.4', '13.4', '13.4']]",3,3,13.4,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T14,Third row Number of Fish [Text],"[['4', '4', '4']]",3,3,4,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T15,Third row Length Range [Text],"[['16.0-18.0', '16.0-18.0', '16.0-18.0']]",3,3,16.0-18.0,"[1312868, 1484814, 1691537]"
82941851,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/Ottawa_Crockery_GROW_033.jpeg,19099,T16,Third row Mean Length [Text],"[['17.3', '17.3', '17.3']]",3,3,17.3,"[1312868, 1484814, 1691537]"
82941852,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_9.jpeg,19099,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3,3,1,"[1312868, 2155858, 1484814]"
