subject_id,workflow_id,task,reducer,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids,data.aggregation_version
58642622,20391,T51,text_reducer,,,,,,,3.6.0
58642622,20391,T52,text_reducer,,,,,,,3.6.0
58642622,20391,T56,text_reducer,,,,,,,3.6.0
58642622,20391,T57,text_reducer,,,,,,,3.6.0
58642622,20391,T58,text_reducer,,,,,,,3.6.0
58642622,20391,T62,text_reducer,,,,,,,3.6.0
58642622,20391,T63,text_reducer,,,,,,,3.6.0
58642622,20391,T64,text_reducer,,,,,,,3.6.0
58642622,20391,T68,text_reducer,,,,,,,3.6.0
58642622,20391,T69,text_reducer,,,,,,,3.6.0
58642622,20391,T70,text_reducer,,,,,,,3.6.0
58642622,20391,T74,text_reducer,,,,,,,3.6.0
58642622,20391,T75,text_reducer,,,,,,,3.6.0
58642622,20391,T76,text_reducer,,,,,,,3.6.0
58642622,20391,T80,text_reducer,,,,,,,3.6.0
58642622,20391,T81,text_reducer,,,,,,,3.6.0
58642622,20391,T82,text_reducer,,,,,,,3.6.0
58642622,20391,T86,text_reducer,,,,,,,3.6.0
58642622,20391,T87,text_reducer,,,,,,,3.6.0
58642622,20391,T88,text_reducer,,,,,,,3.6.0
58642622,20391,T92,text_reducer,,,,,,,3.6.0
58642622,20391,T93,text_reducer,,,,,,,3.6.0
58642622,20391,T94,text_reducer,,,,,,,3.6.0
58642622,20391,T98,text_reducer,,,,,,,3.6.0
58642622,20391,T99,text_reducer,,,,,,,3.6.0
58642622,20391,T100,text_reducer,,,,,,,3.6.0
58642622,20391,T104,text_reducer,,,,,,,3.6.0
58642622,20391,T105,text_reducer,,,,,,,3.6.0
58642622,20391,T106,text_reducer,,,,,,,3.6.0
58642622,20391,T110,text_reducer,,,,,,,3.6.0
58642622,20391,T111,text_reducer,,,,,,,3.6.0
58642622,20391,T112,text_reducer,,,,,,,3.6.0
58642622,20391,T116,text_reducer,,,,,,,3.6.0
58642622,20391,T117,text_reducer,,,,,,,3.6.0
58642622,20391,T118,text_reducer,,,,,,,3.6.0
58642622,20391,T122,text_reducer,,,,,,,3.6.0
58642622,20391,T123,text_reducer,,,,,,,3.6.0
58642622,20391,T124,text_reducer,,,,,,,3.6.0
58642700,20391,T2,text_reducer,"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T3,text_reducer,"[['24.1-24.8', '24.1-24.8', '24.1-24.8']]",3.0,3.0,24.1-24.8,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T4,text_reducer,"[['24.5', '24.5', '24.5']]",3.0,3.0,24.5,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T8,text_reducer,"[['9', '9', '9']]",3.0,3.0,9,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T9,text_reducer,"[['23.2-28.5', '23.2-28.5', '23.2-28.5']]",3.0,3.0,23.2-28.5,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T10,text_reducer,"[['25.0', '25.0', '25.0']]",3.0,3.0,25.0,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T14,text_reducer,"[['35', '35', '35']]",3.0,3.0,35,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T15,text_reducer,"[['23.0-33.7', '23.0-33.7', '23.0-33.7']]",3.0,3.0,23.0-33.7,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T16,text_reducer,"[['26.9', '26.9', '26.9']]",3.0,3.0,26.9,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T20,text_reducer,"[['9', '9', '9']]",3.0,3.0,9,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T21,text_reducer,"[['27.9-29.4', '27.9-29.4', '27.9-29.4']]",3.0,3.0,27.9-29.4,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T22,text_reducer,"[['27.8', '27.8', '27.8']]",3.0,3.0,27.8,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T26,text_reducer,"[['7', '7', '7']]",3.0,3.0,7,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T27,text_reducer,"[['27.3-31.3', '27.3-31.3', '27.3-31.3']]",3.0,3.0,27.3-31.3,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T28,text_reducer,"[['29.0', '29.0', '29.0']]",3.0,3.0,29.0,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T32,text_reducer,"[['6', '6', '6']]",3.0,3.0,6,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T33,text_reducer,"[['30.0-32.4', '30.0-32.4', '30.0-32.4']]",3.0,3.0,30.0-32.4,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T34,text_reducer,"[['31.0', '31.0', '31.0']]",3.0,3.0,31.0,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T38,text_reducer,"[['9', '9', '9']]",3.0,3.0,9,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T39,text_reducer,"[['29.1-32.4', '29.1-32.4', '29.1-32.4']]",3.0,3.0,29.1-32.4,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T40,text_reducer,"[['30.4', '30.4', '30.4']]",3.0,3.0,30.4,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T44,text_reducer,"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T45,text_reducer,"[['34.0', '34.0', '34.0']]",3.0,3.0,34.0,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T46,text_reducer,"[['34.0', '34.0', '34.0']]",3.0,3.0,34.0,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T50,text_reducer,"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T51,text_reducer,"[['34.3-35.2', '34.3-35.2', '34.3-35.2']]",3.0,3.0,34.3-35.2,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T52,text_reducer,"[['34.8', '34.8', '34.8']]",3.0,3.0,34.8,"[False, False, False]","[2017299, 1325481, 2271829]",3.6.0
58642700,20391,T56,text_reducer,,,,,,,3.6.0
58642700,20391,T57,text_reducer,,,,,,,3.6.0
58642700,20391,T58,text_reducer,,,,,,,3.6.0
58642700,20391,T62,text_reducer,,,,,,,3.6.0
58642700,20391,T63,text_reducer,,,,,,,3.6.0
58642700,20391,T64,text_reducer,,,,,,,3.6.0
58642700,20391,T68,text_reducer,,,,,,,3.6.0
58642700,20391,T69,text_reducer,,,,,,,3.6.0
58642700,20391,T70,text_reducer,,,,,,,3.6.0
58642700,20391,T74,text_reducer,,,,,,,3.6.0
58642700,20391,T75,text_reducer,,,,,,,3.6.0
58642700,20391,T76,text_reducer,,,,,,,3.6.0
58642700,20391,T80,text_reducer,,,,,,,3.6.0
58642700,20391,T81,text_reducer,,,,,,,3.6.0
58642700,20391,T82,text_reducer,,,,,,,3.6.0
58642700,20391,T86,text_reducer,,,,,,,3.6.0
58642700,20391,T87,text_reducer,,,,,,,3.6.0
58642700,20391,T88,text_reducer,,,,,,,3.6.0
58642700,20391,T92,text_reducer,,,,,,,3.6.0
58642700,20391,T93,text_reducer,,,,,,,3.6.0
58642700,20391,T94,text_reducer,,,,,,,3.6.0
58642700,20391,T98,text_reducer,,,,,,,3.6.0
58642700,20391,T99,text_reducer,,,,,,,3.6.0
58642700,20391,T100,text_reducer,,,,,,,3.6.0
58642700,20391,T104,text_reducer,,,,,,,3.6.0
58642700,20391,T105,text_reducer,,,,,,,3.6.0
58642700,20391,T106,text_reducer,,,,,,,3.6.0
58642700,20391,T110,text_reducer,,,,,,,3.6.0
58642700,20391,T111,text_reducer,,,,,,,3.6.0
58642700,20391,T112,text_reducer,,,,,,,3.6.0
58642700,20391,T116,text_reducer,,,,,,,3.6.0
58642700,20391,T117,text_reducer,,,,,,,3.6.0
58642700,20391,T118,text_reducer,,,,,,,3.6.0
58642700,20391,T122,text_reducer,,,,,,,3.6.0
58642700,20391,T123,text_reducer,,,,,,,3.6.0
58642700,20391,T124,text_reducer,,,,,,,3.6.0
58642786,20391,T2,text_reducer,"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58642786,20391,T3,text_reducer,"[['7.9', '7.9', '7.9']]",3.0,3.0,7.9,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58642786,20391,T4,text_reducer,"[['7.9', '7.9', '7.9']]",3.0,3.0,7.9,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58642786,20391,T8,text_reducer,,,,,,,3.6.0
58642786,20391,T9,text_reducer,,,,,,,3.6.0
58642786,20391,T10,text_reducer,,,,,,,3.6.0
58642786,20391,T14,text_reducer,,,,,,,3.6.0
58642786,20391,T15,text_reducer,,,,,,,3.6.0
58642786,20391,T16,text_reducer,,,,,,,3.6.0
58642786,20391,T20,text_reducer,,,,,,,3.6.0
58642786,20391,T21,text_reducer,,,,,,,3.6.0
58642786,20391,T22,text_reducer,,,,,,,3.6.0
58642786,20391,T26,text_reducer,,,,,,,3.6.0
58642786,20391,T27,text_reducer,,,,,,,3.6.0
58642786,20391,T28,text_reducer,,,,,,,3.6.0
58642786,20391,T32,text_reducer,,,,,,,3.6.0
58642786,20391,T33,text_reducer,,,,,,,3.6.0
58642786,20391,T34,text_reducer,,,,,,,3.6.0
58642786,20391,T38,text_reducer,,,,,,,3.6.0
58642786,20391,T39,text_reducer,,,,,,,3.6.0
58642786,20391,T40,text_reducer,,,,,,,3.6.0
58642786,20391,T44,text_reducer,,,,,,,3.6.0
58642786,20391,T45,text_reducer,,,,,,,3.6.0
58642786,20391,T46,text_reducer,,,,,,,3.6.0
58642786,20391,T50,text_reducer,,,,,,,3.6.0
58642786,20391,T51,text_reducer,,,,,,,3.6.0
58642786,20391,T52,text_reducer,,,,,,,3.6.0
58642786,20391,T56,text_reducer,,,,,,,3.6.0
58642786,20391,T57,text_reducer,,,,,,,3.6.0
58642786,20391,T58,text_reducer,,,,,,,3.6.0
58642786,20391,T62,text_reducer,,,,,,,3.6.0
58642786,20391,T63,text_reducer,,,,,,,3.6.0
58642786,20391,T64,text_reducer,,,,,,,3.6.0
58642786,20391,T68,text_reducer,,,,,,,3.6.0
58642786,20391,T69,text_reducer,,,,,,,3.6.0
58642786,20391,T70,text_reducer,,,,,,,3.6.0
58642786,20391,T74,text_reducer,,,,,,,3.6.0
58642786,20391,T75,text_reducer,,,,,,,3.6.0
58642786,20391,T76,text_reducer,,,,,,,3.6.0
58642786,20391,T80,text_reducer,,,,,,,3.6.0
58642786,20391,T81,text_reducer,,,,,,,3.6.0
58642786,20391,T82,text_reducer,,,,,,,3.6.0
58642786,20391,T86,text_reducer,,,,,,,3.6.0
58642786,20391,T87,text_reducer,,,,,,,3.6.0
58642786,20391,T88,text_reducer,,,,,,,3.6.0
58642786,20391,T92,text_reducer,,,,,,,3.6.0
58642786,20391,T93,text_reducer,,,,,,,3.6.0
58642786,20391,T94,text_reducer,,,,,,,3.6.0
58642786,20391,T98,text_reducer,,,,,,,3.6.0
58642786,20391,T99,text_reducer,,,,,,,3.6.0
58642786,20391,T100,text_reducer,,,,,,,3.6.0
58642786,20391,T104,text_reducer,,,,,,,3.6.0
58642786,20391,T105,text_reducer,,,,,,,3.6.0
58642786,20391,T106,text_reducer,,,,,,,3.6.0
58642786,20391,T110,text_reducer,,,,,,,3.6.0
58642786,20391,T111,text_reducer,,,,,,,3.6.0
58642786,20391,T112,text_reducer,,,,,,,3.6.0
58642786,20391,T116,text_reducer,,,,,,,3.6.0
58642786,20391,T117,text_reducer,,,,,,,3.6.0
58642786,20391,T118,text_reducer,,,,,,,3.6.0
58642786,20391,T122,text_reducer,,,,,,,3.6.0
58642786,20391,T123,text_reducer,,,,,,,3.6.0
58642786,20391,T124,text_reducer,,,,,,,3.6.0
58746362,20391,T2,text_reducer,"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T3,text_reducer,"[['30.3-32.0', '30.3-32.0', '30.3-32.0']]",3.0,3.0,30.3-32.0,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T4,text_reducer,"[['31.1', '31.1', '31.1']]",3.0,3.0,31.1,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T8,text_reducer,"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T9,text_reducer,"[['33.4', '33.4', '33.4']]",3.0,3.0,33.4,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T10,text_reducer,"[['33.4', '33.4', '33.4']]",3.0,3.0,33.4,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T14,text_reducer,"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T15,text_reducer,"[['36.5', '36.5', '36.5']]",3.0,3.0,36.5,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T16,text_reducer,"[['36.5', '36.5', '36.5']]",3.0,3.0,36.5,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T20,text_reducer,"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T21,text_reducer,"[['37.9-38.5', '37.9-38.5', '37.9-38.5']]",3.0,3.0,37.9-38.5,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T22,text_reducer,"[['38.2', '38.2', '38.2']]",3.0,3.0,38.2,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58746362,20391,T26,text_reducer,,,,,,,3.6.0
58746362,20391,T27,text_reducer,,,,,,,3.6.0
58746362,20391,T28,text_reducer,,,,,,,3.6.0
58746362,20391,T32,text_reducer,,,,,,,3.6.0
58746362,20391,T33,text_reducer,,,,,,,3.6.0
58746362,20391,T34,text_reducer,,,,,,,3.6.0
58746362,20391,T38,text_reducer,,,,,,,3.6.0
58746362,20391,T39,text_reducer,,,,,,,3.6.0
58746362,20391,T40,text_reducer,,,,,,,3.6.0
58746362,20391,T44,text_reducer,,,,,,,3.6.0
58746362,20391,T45,text_reducer,,,,,,,3.6.0
58746362,20391,T46,text_reducer,,,,,,,3.6.0
58746362,20391,T50,text_reducer,,,,,,,3.6.0
58746362,20391,T51,text_reducer,,,,,,,3.6.0
58746362,20391,T52,text_reducer,,,,,,,3.6.0
58746362,20391,T56,text_reducer,,,,,,,3.6.0
58746362,20391,T57,text_reducer,,,,,,,3.6.0
58746362,20391,T58,text_reducer,,,,,,,3.6.0
58746362,20391,T62,text_reducer,,,,,,,3.6.0
58746362,20391,T63,text_reducer,,,,,,,3.6.0
58746362,20391,T64,text_reducer,,,,,,,3.6.0
58746362,20391,T68,text_reducer,,,,,,,3.6.0
58746362,20391,T69,text_reducer,,,,,,,3.6.0
58746362,20391,T70,text_reducer,,,,,,,3.6.0
58746362,20391,T74,text_reducer,,,,,,,3.6.0
58746362,20391,T75,text_reducer,,,,,,,3.6.0
58746362,20391,T76,text_reducer,,,,,,,3.6.0
58746362,20391,T80,text_reducer,,,,,,,3.6.0
58746362,20391,T81,text_reducer,,,,,,,3.6.0
58746362,20391,T82,text_reducer,,,,,,,3.6.0
58746362,20391,T86,text_reducer,,,,,,,3.6.0
58746362,20391,T87,text_reducer,,,,,,,3.6.0
58746362,20391,T88,text_reducer,,,,,,,3.6.0
58746362,20391,T92,text_reducer,,,,,,,3.6.0
58746362,20391,T93,text_reducer,,,,,,,3.6.0
58746362,20391,T94,text_reducer,,,,,,,3.6.0
58746362,20391,T98,text_reducer,,,,,,,3.6.0
58746362,20391,T99,text_reducer,,,,,,,3.6.0
58746362,20391,T100,text_reducer,,,,,,,3.6.0
58746362,20391,T104,text_reducer,,,,,,,3.6.0
58746362,20391,T105,text_reducer,,,,,,,3.6.0
58746362,20391,T106,text_reducer,,,,,,,3.6.0
58746362,20391,T110,text_reducer,,,,,,,3.6.0
58746362,20391,T111,text_reducer,,,,,,,3.6.0
58746362,20391,T112,text_reducer,,,,,,,3.6.0
58746362,20391,T116,text_reducer,,,,,,,3.6.0
58746362,20391,T117,text_reducer,,,,,,,3.6.0
58746362,20391,T118,text_reducer,,,,,,,3.6.0
58746362,20391,T122,text_reducer,,,,,,,3.6.0
58746362,20391,T123,text_reducer,,,,,,,3.6.0
58746362,20391,T124,text_reducer,,,,,,,3.6.0
58746474,20391,T2,text_reducer,"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58746474,20391,T3,text_reducer,"[['29.9', '29.9', '29.9']]",3.0,3.0,29.9,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58746474,20391,T4,text_reducer,,,,,,,3.6.0
58746474,20391,T8,text_reducer,"[['2', '2', '2']]",3.0,3.0,2,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58746474,20391,T9,text_reducer,"[['27.4-28.8', '27.4-28.8', '27.4-28.8']]",3.0,3.0,27.4-28.8,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58746474,20391,T10,text_reducer,"[['28.1', '28.1', '28.1']]",3.0,3.0,28.1,"[False, False, False]","[1484814, 2017299, 1325481]",3.6.0
58746474,20391,T14,text_reducer,,,,,,,3.6.0
58746474,20391,T15,text_reducer,,,,,,,3.6.0
58746474,20391,T16,text_reducer,,,,,,,3.6.0
58746474,20391,T20,text_reducer,,,,,,,3.6.0
58746474,20391,T21,text_reducer,,,,,,,3.6.0
58746474,20391,T22,text_reducer,,,,,,,3.6.0
58746474,20391,T26,text_reducer,,,,,,,3.6.0
58746474,20391,T27,text_reducer,,,,,,,3.6.0
58746474,20391,T28,text_reducer,,,,,,,3.6.0
58746474,20391,T32,text_reducer,,,,,,,3.6.0
58746474,20391,T33,text_reducer,,,,,,,3.6.0
58746474,20391,T34,text_reducer,,,,,,,3.6.0
58746474,20391,T38,text_reducer,,,,,,,3.6.0
58746474,20391,T39,text_reducer,,,,,,,3.6.0
58746474,20391,T40,text_reducer,,,,,,,3.6.0
58746474,20391,T44,text_reducer,,,,,,,3.6.0
58746474,20391,T45,text_reducer,,,,,,,3.6.0
58746474,20391,T46,text_reducer,,,,,,,3.6.0
58746474,20391,T50,text_reducer,,,,,,,3.6.0
58746474,20391,T51,text_reducer,,,,,,,3.6.0
58746474,20391,T52,text_reducer,,,,,,,3.6.0
58746474,20391,T56,text_reducer,,,,,,,3.6.0
58746474,20391,T57,text_reducer,,,,,,,3.6.0
58746474,20391,T58,text_reducer,,,,,,,3.6.0
58746474,20391,T62,text_reducer,,,,,,,3.6.0
58746474,20391,T63,text_reducer,,,,,,,3.6.0
58746474,20391,T64,text_reducer,,,,,,,3.6.0
58746474,20391,T68,text_reducer,,,,,,,3.6.0
58746474,20391,T69,text_reducer,,,,,,,3.6.0
58746474,20391,T70,text_reducer,,,,,,,3.6.0
58746474,20391,T74,text_reducer,,,,,,,3.6.0
58746474,20391,T75,text_reducer,,,,,,,3.6.0
58746474,20391,T76,text_reducer,,,,,,,3.6.0
58746474,20391,T80,text_reducer,,,,,,,3.6.0
58746474,20391,T81,text_reducer,,,,,,,3.6.0
58746474,20391,T82,text_reducer,,,,,,,3.6.0
58746474,20391,T86,text_reducer,,,,,,,3.6.0
58746474,20391,T87,text_reducer,,,,,,,3.6.0
58746474,20391,T88,text_reducer,,,,,,,3.6.0
58746474,20391,T92,text_reducer,,,,,,,3.6.0
58746474,20391,T93,text_reducer,,,,,,,3.6.0
58746474,20391,T94,text_reducer,,,,,,,3.6.0
58746474,20391,T98,text_reducer,,,,,,,3.6.0
58746474,20391,T99,text_reducer,,,,,,,3.6.0
58746474,20391,T100,text_reducer,,,,,,,3.6.0
58746474,20391,T104,text_reducer,,,,,,,3.6.0
58746474,20391,T105,text_reducer,,,,,,,3.6.0
58746474,20391,T106,text_reducer,,,,,,,3.6.0
58746474,20391,T110,text_reducer,,,,,,,3.6.0
58746474,20391,T111,text_reducer,,,,,,,3.6.0
58746474,20391,T112,text_reducer,,,,,,,3.6.0
58746474,20391,T116,text_reducer,,,,,,,3.6.0
58746474,20391,T117,text_reducer,,,,,,,3.6.0
58746474,20391,T118,text_reducer,,,,,,,3.6.0
58746474,20391,T122,text_reducer,,,,,,,3.6.0
58746474,20391,T123,text_reducer,,,,,,,3.6.0
58746474,20391,T124,text_reducer,,,,,,,3.6.0
58753890,20391,T2,text_reducer,"[['18', '18', '18']]",3.0,3.0,18,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T3,text_reducer,"[['6.3-10.0', '6.3-10.0', '6.3-10.0']]",3.0,3.0,6.3-10.0,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T4,text_reducer,"[['7.8', '7.8', '7.8']]",3.0,3.0,7.8,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T8,text_reducer,"[['25', '25', '25']]",3.0,3.0,25,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T9,text_reducer,"[['13.4-19.9', '13.4-19.9', '13.4-19.9']]",3.0,3.0,13.4-19.9,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T10,text_reducer,"[['17.4', '17.4', '17.4']]",3.0,3.0,17.4,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T14,text_reducer,"[['1', '1', '1']]",3.0,3.0,1,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T15,text_reducer,"[['26.0', '26.0', '26.0']]",3.0,3.0,26.0,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T16,text_reducer,"[['26.0', '26.0', '26.0']]",3.0,3.0,26.0,"[False, False, False]","[1325481, 1484814, 2017299]",3.6.0
58753890,20391,T20,text_reducer,,,,,,,3.6.0
58753890,20391,T21,text_reducer,,,,,,,3.6.0
58753890,20391,T22,text_reducer,,,,,,,3.6.0
58753890,20391,T26,text_reducer,,,,,,,3.6.0
58753890,20391,T27,text_reducer,,,,,,,3.6.0
58753890,20391,T28,text_reducer,,,,,,,3.6.0
58753890,20391,T32,text_reducer,,,,,,,3.6.0
58753890,20391,T33,text_reducer,,,,,,,3.6.0
58753890,20391,T34,text_reducer,,,,,,,3.6.0
58753890,20391,T38,text_reducer,,,,,,,3.6.0
58753890,20391,T39,text_reducer,,,,,,,3.6.0
58753890,20391,T40,text_reducer,,,,,,,3.6.0
58753890,20391,T44,text_reducer,,,,,,,3.6.0
58753890,20391,T45,text_reducer,,,,,,,3.6.0
58753890,20391,T46,text_reducer,,,,,,,3.6.0
58753890,20391,T50,text_reducer,,,,,,,3.6.0
58753890,20391,T51,text_reducer,,,,,,,3.6.0
58753890,20391,T52,text_reducer,,,,,,,3.6.0
58753890,20391,T56,text_reducer,,,,,,,3.6.0
58753890,20391,T57,text_reducer,,,,,,,3.6.0
58753890,20391,T58,text_reducer,,,,,,,3.6.0
58753890,20391,T62,text_reducer,,,,,,,3.6.0
58753890,20391,T63,text_reducer,,,,,,,3.6.0
58753890,20391,T64,text_reducer,,,,,,,3.6.0
58753890,20391,T68,text_reducer,,,,,,,3.6.0
58753890,20391,T69,text_reducer,,,,,,,3.6.0
58753890,20391,T70,text_reducer,,,,,,,3.6.0
58753890,20391,T74,text_reducer,,,,,,,3.6.0
58753890,20391,T75,text_reducer,,,,,,,3.6.0
58753890,20391,T76,text_reducer,,,,,,,3.6.0
58753890,20391,T80,text_reducer,,,,,,,3.6.0
58753890,20391,T81,text_reducer,,,,,,,3.6.0
58753890,20391,T82,text_reducer,,,,,,,3.6.0
58753890,20391,T86,text_reducer,,,,,,,3.6.0
58753890,20391,T87,text_reducer,,,,,,,3.6.0
58753890,20391,T88,text_reducer,,,,,,,3.6.0
58753890,20391,T92,text_reducer,,,,,,,3.6.0
58753890,20391,T93,text_reducer,,,,,,,3.6.0
58753890,20391,T94,text_reducer,,,,,,,3.6.0
58753890,20391,T98,text_reducer,,,,,,,3.6.0
58753890,20391,T99,text_reducer,,,,,,,3.6.0
58753890,20391,T100,text_reducer,,,,,,,3.6.0
58753890,20391,T104,text_reducer,,,,,,,3.6.0
58753890,20391,T105,text_reducer,,,,,,,3.6.0
58753890,20391,T106,text_reducer,,,,,,,3.6.0
58753890,20391,T110,text_reducer,,,,,,,3.6.0
