subject_id,workflow_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.user_ids
82939726,17772,T39,[['0.6-9.0']],1,1,0.6-9.0,[1691537]
82939726,17772,T40,[['8.46']],1,1,8.46,[1691537]
82939726,17772,T44,[['15']],1,1,15,[1691537]
82939726,17772,T45,[['0.6-9.1']],1,1,0.6-9.1,[1691537]
82939726,17772,T46,[['8.43']],1,1,8.43,[1691537]
82939726,17772,T50,[['6']],1,1,6,[1691537]
82939726,17772,T51,[['0.2-8.9']],1,1,0.2-8.9,[1691537]
82939726,17772,T52,[['8.37']],1,1,8.37,[1691537]
82939726,17772,T56,[['1']],1,1,1,[1691537]
82939726,17772,T58,[['7.91']],1,1,7.91,[1691537]
82939727,17772,T2,[['58']],1,1,58,[1061480]
82939727,17772,T3,[['1.4-3.5']],1,1,1.4-3.5,[1061480]
82939727,17772,T4,[['2.24']],1,1,2.24,[1061480]
82939727,17772,T8,[['2']],1,1,2,[1061480]
82939727,17772,T9,[['5.4-6.2']],1,1,5.4-6.2,[1061480]
82939727,17772,T10,[['5.79']],1,1,5.79,[1061480]
82939727,17772,T14,[['3']],1,1,3,[1061480]
82939727,17772,T15,[['5.3-6.7']],1,1,5.3-6.7,[1061480]
82939727,17772,T16,[['6.10']],1,1,6.1,[1061480]
82939727,17772,T20,[['9']],1,1,9,[1061480]
82939727,17772,T21,[['6.6-7.0']],1,1,6.6-7.0,[1061480]
82939727,17772,T22,[['6.77']],1,1,6.77,[1061480]
82939727,17772,T26,[['10']],1,1,10,[1061480]
82939727,17772,T27,[['7.2-8.1']],1,1,7.2-8.1,[1061480]
82939727,17772,T28,[['7.60']],1,1,7.6,[1061480]
82939727,17772,T32,[['15']],1,1,15,[1061480]
82939727,17772,T33,[['7.2-8.3']],1,1,7.2-8.3,[1061480]
82939727,17772,T34,[['7.60']],1,1,7.6,[1061480]
82939727,17772,T38,[['30']],1,1,30,[1061480]
82939727,17772,T39,[['7.4-8.9']],1,1,7.4-8.9,[1061480]
82939727,17772,T40,[['8.11']],1,1,8.11,[1061480]
82939727,17772,T44,[['2']],1,1,2,[1061480]
82939727,17772,T45,[['8.0-8.4']],1,1,8.0-8.4,[1061480]
82939727,17772,T46,[['8.19']],1,1,8.19,[1061480]
82939727,17772,T50,[['3']],1,1,3,[1061480]
82939727,17772,T51,[['8.7-8.7']],1,1,8.7-8.7,[1061480]
82939727,17772,T52,[['8.70']],1,1,8.7,[1061480]
82939728,17772,T2,[['29']],1,1,29,[1061480]
82939728,17772,T3,[['1.4-2.5']],1,1,1.4-2.5,[1061480]
82939728,17772,T4,[['1.80']],1,1,1.8,[1061480]
82939728,17772,T8,[['130']],1,1,130,[1061480]
82939728,17772,T9,[['2.5-6.6']],1,1,2.5-6.6,[1061480]
82939728,17772,T10,[['4.16']],1,1,4.16,[1061480]
82939728,17772,T14,[['25']],1,1,25,[1061480]
82939728,17772,T15,[['4.0-7.4']],1,1,4.0-7.4,[1061480]
82939728,17772,T16,[['6.67']],1,1,6.67,[1061480]
82939728,17772,T20,[['14']],1,1,14,[1061480]
82939728,17772,T21,[['6.0-7.9']],1,1,6.0-7.9,[1061480]
82939728,17772,T22,[['7.35']],1,1,7.35,[1061480]
82939728,17772,T26,[['3']],1,1,3,[1061480]
82939728,17772,T27,[['7.7-8.1']],1,1,7.7-8.1,[1061480]
82939728,17772,T28,[['7.91']],1,1,7.91,[1061480]
82939728,17772,T32,[['8']],1,1,8,[1061480]
82939728,17772,T33,[['7.6-9.0']],1,1,7.6-9.0,[1061480]
82939728,17772,T34,[['8.01']],1,1,8.01,[1061480]
82939728,17772,T38,[['15']],1,1,15,[1061480]
82939728,17772,T39,[['7.7-9.0']],1,1,7.7-9.0,[1061480]
82939728,17772,T40,[['8.46']],1,1,8.46,[1061480]
82939728,17772,T44,[['15']],1,1,15,[1061480]
82939728,17772,T45,[['7.8-9.1']],1,1,7.8-9.1,[1061480]
82939728,17772,T46,[['8.43']],1,1,8.43,[1061480]
82939728,17772,T50,[['6']],1,1,6,[1061480]
82939728,17772,T51,[['8.0-8.9']],1,1,8.0-8.9,[1061480]
82939728,17772,T52,[['8.37']],1,1,8.37,[1061480]
82939728,17772,T56,[['1']],1,1,1,[1061480]
82939728,17772,T58,[['7.91']],1,1,7.91,[1061480]
82939729,17772,T2,[['6']],1,1,6,[1484814]
82939729,17772,T3,[['4.4-5.8']],1,1,4.4-5.8,[1484814]
82939729,17772,T4,[['4.8']],1,1,4.8,[1484814]
82939729,17772,T8,[['5']],1,1,5,[1484814]
82939729,17772,T9,[['4.6-5.4']],1,1,4.6-5.4,[1484814]
82939729,17772,T10,[['5.1']],1,1,5.1,[1484814]
82939729,17772,T14,[['19']],1,1,19,[1484814]
82939729,17772,T15,[['5.4-7.5']],1,1,5.4-7.5,[1484814]
82939729,17772,T16,[['6.1']],1,1,6.1,[1484814]
82939729,17772,T20,[['23']],1,1,23,[1484814]
82939729,17772,T21,[['5.4-7.5']],1,1,5.4-7.5,[1484814]
82939729,17772,T22,[['6.3']],1,1,6.3,[1484814]
82939729,17772,T26,[['2']],1,1,2,[1484814]
82939729,17772,T27,[['6.1-6.8']],1,1,6.1-6.8,[1484814]
82939729,17772,T28,[['6.5']],1,1,6.5,[1484814]
82939730,17772,T2,[['35']],1,1,35,[1484814]
82939730,17772,T3,[['1.4-2.8']],1,1,1.4-2.8,[1484814]
82939730,17772,T4,[['2.27']],1,1,2.27,[1484814]
82939730,17772,T8,[['18']],1,1,18,[1484814]
82939730,17772,T9,[['3.3-4.4']],1,1,3.3-4.4,[1484814]
82939730,17772,T10,[['4.07']],1,1,4.07,[1484814]
82939730,17772,T14,[['16']],1,1,16,[1484814]
82939730,17772,T15,[['4.5-5.7']],1,1,4.5-5.7,[1484814]
82939730,17772,T16,[['5.22']],1,1,5.22,[1484814]
82939730,17772,T20,[['43']],1,1,43,[1484814]
82939730,17772,T21,[['4.8-6.8']],1,1,4.8-6.8,[1484814]
82939730,17772,T22,[['6.04']],1,1,6.04,[1484814]
82939730,17772,T26,[['15']],1,1,15,[1484814]
82939730,17772,T27,[['5.9-7.2']],1,1,5.9-7.2,[1484814]
82939730,17772,T28,[['6.84']],1,1,6.84,[1484814]
82939730,17772,T32,[['0']],1,1,0,[1484814]
82939730,17772,T38,[['2']],1,1,2,[1484814]
82939730,17772,T39,[['7.0-7.1']],1,1,7.0-7.1,[1484814]
82939730,17772,T40,[['7.05']],1,1,7.05,[1484814]
82939731,17772,T2,[['52']],1,1,52,[1061480]
82939731,17772,T3,[['1.2-2.7']],1,1,1.2-2.7,[1061480]
82939731,17772,T4,[['2.07']],1,1,2.07,[1061480]
82939731,17772,T8,[['46']],1,1,46,[1061480]
82939731,17772,T9,[['3.0-4.4']],1,1,3.0-4.4,[1061480]
82939731,17772,T10,[['3.74']],1,1,3.74,[1061480]
82939731,17772,T14,[['16']],1,1,16,[1061480]
82939731,17772,T15,[['3.2-5.8']],1,1,3.2-5.8,[1061480]
82939731,17772,T16,[['4.63']],1,1,4.63,[1061480]
82939731,17772,T20,[['7']],1,1,7,[1061480]
82939731,17772,T21,[['5.3-6.7']],1,1,5.3-6.7,[1061480]
82939731,17772,T22,[['5.90']],1,1,5.9,[1061480]
82939731,17772,T26,[['47']],1,1,47,[1061480]
82939731,17772,T27,[['6.2-7.5']],1,1,6.2-7.5,[1061480]
82939731,17772,T28,[['6.91']],1,1,6.91,[1061480]
82939731,17772,T32,[['12']],1,1,12,[1061480]
82939731,17772,T33,[['5.5-7.5']],1,1,5.5-7.5,[1061480]
82939731,17772,T34,[['6.70']],1,1,6.7,[1061480]
82939732,17772,T2,[['4']],1,1,4,[1484814]
82939732,17772,T3,[['1.7-2.2']],1,1,1.7-2.2,[1484814]
82939732,17772,T4,[['1.88']],1,1,1.88,[1484814]
82939732,17772,T8,[['55']],1,1,55,[1484814]
82939732,17772,T9,[['2.4-3.9']],1,1,2.4-3.9,[1484814]
82939732,17772,T10,[['3.24']],1,1,3.24,[1484814]
82939732,17772,T14,[['95']],1,1,95,[1484814]
82939732,17772,T15,[['3.7-5.7']],1,1,3.7-5.7,[1484814]
82939732,17772,T16,[['4.84']],1,1,4.84,[1484814]
82939732,17772,T20,[['23']],1,1,23,[1484814]
82939732,17772,T21,[['4.9-6.9']],1,1,4.9-6.9,[1484814]
82939732,17772,T22,[['5.90']],1,1,5.9,[1484814]
82939732,17772,T26,[['62']],1,1,62,[1484814]
82939732,17772,T27,[['5.9-7.5']],1,1,5.9-7.5,[1484814]
82939732,17772,T28,[['6.63']],1,1,6.63,[1484814]
82939732,17772,T32,[['19']],1,1,19,[1484814]
82939732,17772,T33,[['6.2-7.4']],1,1,6.2-7.4,[1484814]
82939732,17772,T34,[['6.91']],1,1,6.91,[1484814]
82939732,17772,T38,[['1']],1,1,1,[1484814]
82939732,17772,T39,[['6.3-6.3']],1,1,6.3-6.3,[1484814]
82939732,17772,T40,[['6.30']],1,1,6.3,[1484814]
82941750,17772,T2,[['13']],1,1,13,[1061480]
82941750,17772,T3,[['5.2-6.8']],1,1,5.2-6.8,[1061480]
82941750,17772,T4,[['6.2']],1,1,6.2,[1061480]
82941750,17772,T8,[['6']],1,1,6,[1061480]
82941750,17772,T9,[['6.8-8.0']],1,1,6.8-8.0,[1061480]
82941750,17772,T10,[['7.4']],1,1,7.4,[1061480]
82941750,17772,T14,[['15']],1,1,15,[1061480]
82941750,17772,T15,[['6.8-9.0']],1,1,6.8-9.0,[1061480]
82941750,17772,T16,[['7.9']],1,1,7.9,[1061480]
82941750,17772,T20,[['11']],1,1,11,[1061480]
82941750,17772,T21,[['7.4-9.0']],1,1,7.4-9.0,[1061480]
82941750,17772,T22,[['8.3']],1,1,8.3,[1061480]
82941750,17772,T26,[['4']],1,1,4,[1061480]
82941750,17772,T27,[['8.8-9.2']],1,1,8.8-9.2,[1061480]
82941750,17772,T28,[['9']],1,1,9,[1061480]
82941750,17772,T32,[['3']],1,1,3,[1061480]
82941750,17772,T33,[['9.3-9.4']],1,1,9.3-9.4,[1061480]
82941750,17772,T34,[['9.4']],1,1,9.4,[1061480]
82941750,17772,T38,[['4']],1,1,4,[1061480]
82941750,17772,T39,[['9.6-10.1']],1,1,9.6-10.1,[1061480]
82941750,17772,T40,[['9.9']],1,1,9.9,[1061480]
82941850,17772,T2,"[['1', '1']]",2,2,1,"[1061480, 1691537]"
82941850,17772,T3,"[['3', '3']]",2,2,3,"[1061480, 1691537]"
82941850,17772,T4,"[['3', '3']]",2,2,3,"[1061480, 1691537]"
82941850,17772,T8,"[['3', '3']]",2,2,3,"[1061480, 1691537]"
82941850,17772,T9,"[['3.9-4.4', '3.9-4.4']]",2,2,3.9-4.4,"[1061480, 1691537]"
82941850,17772,T10,"[['4.1', '4.1']]",2,2,4.1,"[1061480, 1691537]"
82941850,17772,T14,"[['1', '1']]",2,2,1,"[1061480, 1691537]"
82941850,17772,T15,"[['6.8', '6.8']]",2,2,6.8,"[1061480, 1691537]"
82941850,17772,T16,"[['6.8', '6.8']]",2,2,6.8,"[1061480, 1691537]"
82941850,17772,T20,"[['2', '2']]",2,2,2,"[1061480, 1691537]"
82941850,17772,T21,"[['7.3-7.4', '7.3-7.4']]",2,2,7.3-7.4,"[1061480, 1691537]"
82941850,17772,T22,"[['7.4', '7.4']]",2,2,7.4,"[1061480, 1691537]"
82941852,17772,T2,[['6']],1,1,6,[1484814]
82941852,17772,T3,[['7.3-8.5']],1,1,7.3-8.5,[1484814]
82941852,17772,T4,[['8']],1,1,8,[1484814]
82941852,17772,T8,[['1']],1,1,1,[1484814]
82941852,17772,T9,[['9.5']],1,1,9.5,[1484814]
82941852,17772,T10,[['9.5']],1,1,9.5,[1484814]
82941855,17772,T2,[['13']],1,1,13,[1484814]
82941855,17772,T3,[['5.2-6.8']],1,1,5.2-6.8,[1484814]
82941855,17772,T4,[['6.2']],1,1,6.2,[1484814]
82941855,17772,T8,[['6']],1,1,6,[1484814]
82941855,17772,T9,[['6.8-6.0']],1,1,6.8-6.0,[1484814]
82941855,17772,T10,[['7.4']],1,1,7.4,[1484814]
82941855,17772,T14,[['15']],1,1,15,[1484814]
82941855,17772,T15,[['6.8-9.0']],1,1,6.8-9.0,[1484814]
82941855,17772,T16,[['7.9']],1,1,7.9,[1484814]
82941855,17772,T20,[['11']],1,1,11,[1484814]
82941855,17772,T21,[['7.4-9.0']],1,1,7.4-9.0,[1484814]
82941855,17772,T22,[['8.3']],1,1,8.3,[1484814]
82941855,17772,T26,[['4']],1,1,4,[1484814]
82941855,17772,T27,[['8.8-9.2']],1,1,8.8-9.2,[1484814]
82941855,17772,T28,[['9']],1,1,9,[1484814]
82941855,17772,T32,[['3']],1,1,3,[1484814]
82941855,17772,T33,[['9.3-9.4']],1,1,9.3-9.4,[1484814]
82941855,17772,T34,[['9.4']],1,1,9.4,[1484814]
82941855,17772,T38,[['4']],1,1,4,[1484814]
82941855,17772,T39,[['9.6-10.1']],1,1,9.6-10.1,[1484814]
82941855,17772,T40,[['9.9']],1,1,9.9,[1484814]
82941858,17772,T2,"[['18', '18']]",2,2,18,"[1484814, 1691537]"
82941858,17772,T3,"[['3.8-5.8', '3.8-5.8']]",2,2,3.8-5.8,"[1484814, 1691537]"
82941858,17772,T4,"[['4.8', '4.8']]",2,2,4.8,"[1484814, 1691537]"
82941858,17772,T8,"[['12', '12']]",2,2,12,"[1484814, 1691537]"
82941858,17772,T9,"[['5.6-6.9', '5.6-6.9']]",2,2,5.6-6.9,"[1484814, 1691537]"
82941858,17772,T10,"[['6.3', '6.3']]",2,2,6.3,"[1484814, 1691537]"
82941858,17772,T14,"[['7', '7']]",2,2,7,"[1484814, 1691537]"
82941858,17772,T15,"[['6.7-7.8', '6.7-7.8']]",2,2,6.7-7.8,"[1484814, 1691537]"
82941858,17772,T16,"[['7.3', '7.3']]",2,2,7.3,"[1484814, 1691537]"
82941858,17772,T20,"[['10', '10']]",2,2,10,"[1484814, 1691537]"
82941858,17772,T21,"[['7.2-8.7', '7.2-8.7']]",2,2,7.2-8.7,"[1484814, 1691537]"
82941858,17772,T22,"[['7.9', '7.9']]",2,2,7.9,"[1484814, 1691537]"
82941858,17772,T26,"[['6', '6']]",2,2,6,"[1484814, 1691537]"
82941858,17772,T27,"[['8.0-9.0', '8.0-9.0']]",2,2,8.0-9.0,"[1484814, 1691537]"
82941858,17772,T28,"[['8.5', '8.5']]",2,2,8.5,"[1484814, 1691537]"
82941858,17772,T32,"[['3', '3']]",2,2,3,"[1484814, 1691537]"
82941858,17772,T33,"[['9.1-9.5', '9.1-9.5']]",2,2,9.1-9.5,"[1484814, 1691537]"
82941858,17772,T34,"[['9.2', '9.2']]",2,2,9.2,"[1484814, 1691537]"
82941858,17772,T38,"[['1', '1']]",2,2,1,"[1484814, 1691537]"
82941858,17772,T39,"[['9.6', '9.6']]",2,2,9.6,"[1484814, 1691537]"
82941858,17772,T40,"[['9.6', '9.6']]",2,2,9.6,"[1484814, 1691537]"
