"subject_id","task","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text"
58642612,"T14","[['3', '3', '3', '3']]",4,4,"3"
58642612,"T15","[['8.3-9.1', '8.3-9.1', '8.3-9.1', '8.3-9.1']]",4,4,"8.3-9.1"
58642612,"T16","[['8.8', '8.8', '8.8', '8.8']]",4,4,"8.8"
58642621,"T2","[['3', '3', '3', '3']]",4,4,"3"
58642621,"T3","[['6.0-6.5', '6.0-6.5', '6.0-6.5', '6-6.5']]",4,3,"6.0-6.5"
58642621,"T4","[['6.2', '6.2', '6.2', '6.2']]",4,4,"6.2"
58642621,"T8","[['4', '4', '4', '4']]",4,4,"4"
58642621,"T9","[['7.0-7.5', '7.0-7.5', '7.0-7.5', '7-7.5']]",4,3,"7.0-7.5"
58642621,"T10","[['7.1', '7.1', '7.1', '7.1']]",4,4,"7.1"
58642623,"T2","[['5', '5', '1', '5']]",4,3,"5"
58642623,"T3","[['5.4-5.8', '5.4-5.8', '13.0', '5.4-5.8']]",4,3,"5.4-5.8"
58642623,"T4","[['5.6', '5.6', '13.0', '5.6']]",4,3,"5.6"
58642623,"T8","[['10', '10', '10']]",3,3,"10"
58642623,"T9","[['6.1-7.2', '6.1-7.2', '6.1-7.2']]",3,3,"6.1-7.2"
58642623,"T10","[['6.5', '6.5', '6.5']]",3,3,"6.5"
58642623,"T14","[['6', '6', '6']]",3,3,"6"
58642623,"T15","[['6.5-7.5', '6.5-7.5', '6.5-7.5']]",3,3,"6.5-7.5"
58642623,"T16","[['6.9', '6.9', '6.9']]",3,3,"6.9"
58642627,"T2","[['5', '5', '5', '5']]",4,4,"5"
58642627,"T3","[['3.6-4.0', '3.6-4.0', '3.6-4.0', '3.6-4.0']]",4,4,"3.6-4.0"
58642627,"T4","[['3.7', '3.7', '3.7', '3.7']]",4,4,"3.7"
58642627,"T8","[['2', '2', '2', '2']]",4,4,"2"
58642627,"T9","[['5.1-5.8', '5.1-5.8', '5.1-5.8', '5.1-5.8']]",4,4,"5.1-5.8"
58642627,"T10","[['5.5', '5.5', '5.5', '5.5']]",4,4,"5.5"
58642641,"T2","[['10', '10', '10', '10']]",4,4,"10"
58642641,"T3","[['5.1-6.4', '5.1-6.4', '5.1-6.4', '5.1-6.4']]",4,4,"5.1-6.4"
58642641,"T4","[['6.0', '6..0', '6.0', '6.0']]",4,3,"6.0"
58642641,"T8","[['4', '4', '4', '4']]",4,4,"4"
58642641,"T9","[['6.3-7.0', '6.3-7.0', '6.3-7.0', '6.3-7.0']]",4,4,"6.3-7.0"
58642641,"T10","[['6.6', '6.6', '6.6', '6.6']]",4,4,"6.6"
58642641,"T14","[['1', '1', '1', '1']]",4,4,"1"
58642641,"T15","[['8.1', '8.1', '8.1', '.'], ['', '', '', '.'], ['', '', '', '.']]",4,1.66666666666667,"8.1 . ."
58642641,"T16","[['8.1', '8.1', '8.1', '8.1']]",4,4,"8.1"
58642642,"T2","[['10', '10', '10', '10']]",4,4,"10"
58642642,"T3","[['5.1-6.4', '5.1-6.4', '6.1-6.4', '5.1-6.4']]",4,3,"5.1-6.4"
58642642,"T4","[['6.0', '6.0', '6.0', '6.0']]",4,4,"6.0"
58642642,"T8","[['4', '4', '4', '4']]",4,4,"4"
58642642,"T9","[['6.4-7.0', '6.3-7.0', '6.3-7.0', '6.3-7.0']]",4,3,"6.3-7.0"
58642642,"T10","[['6.6', '6.6', '6.6', '6.6']]",4,4,"6.6"
58642642,"T14","[['1', '1', '1', '1']]",4,4,"1"
58642642,"T15","[['8.1', '8.1', '8.1', '8.1']]",4,4,"8.1"
58642642,"T16","[['8.1', '8.1', '8.1', '8.1']]",4,4,"8.1"
58642647,"T2","[['1', '1', '1', '1']]",4,4,"1"
58642647,"T3","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58642647,"T4","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58642648,"T2","[['6', '6', '6', '6']]",4,4,"6"
58642648,"T3","[['3.4-4.1', '3.4-4.1', '3.4-4.1', '3.4-4.1']]",4,4,"3.4-4.1"
58642648,"T4","[['3.9', '3.9', '3.9', '3.9']]",4,4,"3.9"
58642648,"T8","[['31', '31', '31', '31']]",4,4,"31"
58642648,"T9","[['4.9-7.5', '4.9-7.5', '4.9-7.5', '4.9-7.5']]",4,4,"4.9-7.5"
58642648,"T10","[['6.0', '6.0', '6.0', '6.0']]",4,4,"6.0"
58642648,"T14","[['12', '12', '12', '12']]",4,4,"12"
58642648,"T15","[['5.4-7.8', '5.4-7.8', '5.4-7.8', '5.4-7.8']]",4,4,"5.4-7.8"
58642648,"T16","[['6.9', '6.9', '6.9', '6.9']]",4,4,"6.9"
58642648,"T20","[['4', '4', '4', '4']]",4,4,"4"
58642648,"T21","[['7.7-8.0', '7.7-8.0', '7.7-8.0', '7.7-8.0']]",4,4,"7.7-8.0"
58642648,"T22","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58642648,"T26","[['5', '5', '5', '5']]",4,4,"5"
58642648,"T27","[['7.9-8.3', '7.9-8.3', '7.9-8.3', '7.9-8.3']]",4,4,"7.9-8.3"
58642648,"T28","[['8.1', '8.1', '8.1', '8.1']]",4,4,"8.1"
58642648,"T32","[['1', '1', '1', '1']]",4,4,"1"
58642648,"T33","[['9.2', '9.2', '9.2', '9.2']]",4,4,"9.2"
58642648,"T34","[['9.2', '9.2', '9.2', '9.2']]",4,4,"9.2"
58642653,"T2","[['16', '16', '16', '16']]",4,4,"16"
58642653,"T3","[['4.4-6.8', '4.4-6.8', '4.4-6.8', '4.4-6.8']]",4,4,"4.4-6.8"
58642653,"T4","[['5.5', '5.5', '5.5', '5.5']]",4,4,"5.5"
58642653,"T8","[['6', '6', '6', '6']]",4,4,"6"
58642653,"T9","[['6.5-7.3', '6.5-7.3', '6.5-7.3', '6.5-7.3']]",4,4,"6.5-7.3"
58642653,"T10","[['6.6', '6.6', '6.6', '6.6']]",4,4,"6.6"
58642653,"T14","[['3', '3', '3', '3']]",4,4,"3"
58642653,"T15","[['7.6-7.9', '7.6-7.9', '7.6-7.9', '7.6-7.9']]",4,4,"7.6-7.9"
58642653,"T16","[['7.8', '7.8', '7.8', '7.8']]",4,4,"7.8"
58642653,"T20","[['1', '1', '1', '1']]",4,4,"1"
58642653,"T21","[['8.3', '8.3', '8.3', '8.3']]",4,4,"8.3"
58642653,"T26","[['1', '1', '1', '1']]",4,4,"1"
58642653,"T27","[['9.0', '9.0', '9.0', '9.0']]",4,4,"9.0"
58642657,"T2","[['1', '1', '1']]",3,3,"1"
58642657,"T3","[['6.4', '6.4', '6.4']]",3,3,"6.4"
58642657,"T4","[['6.4', '6.4', '6.4']]",3,3,"6.4"
58642665,"T2","[['5', '5', '5', '5']]",4,4,"5"
58642665,"T3","[['6.4-7.0', '6.4-7.0', '6.4-7.0', '6.4-7.0']]",4,4,"6.4-7.0"
58642665,"T4","[['6.6', '6.6', '6.6', '6.6']]",4,4,"6.6"
58642665,"T8","[['7', '7', '7', '7']]",4,4,"7"
58642665,"T9","[['7.1-7.7', '7.1-7.7', '7.1-7.7', '7.1-7.7']]",4,4,"7.1-7.7"
58642665,"T10","[['7.4', '7.4', '7.4', '7.4']]",4,4,"7.4"
58642665,"T14","[['10', '10', '10', '10']]",4,4,"10"
58642665,"T15","[['7.8-8.7', '7.8-8.7', '7.8-8.7', '7.8-8.7']]",4,4,"7.8-8.7"
58642665,"T16","[['8.2', '8.2', '8.2', '8.2']]",4,4,"8.2"
58642672,"T2","[['7', '7', '7', '7']]",4,4,"7"
58642672,"T3","[['3.9-5.2', '3.9-5.2', '3.9-5.2', '3.9-5.2']]",4,4,"3.9-5.2"
58642672,"T4","[['4.5', '4.5', '4.5', '4.5']]",4,4,"4.5"
58642672,"T8","[['2', '2', '2', '2']]",4,4,"2"
58642672,"T9","[['5.7-5.2', '5.7-6.2', '5.7-5.2', '5.7-5.2']]",4,3,"5.7-5.2"
58642672,"T10","[['6.0', '6.0', '6.0', '6']]",4,3,"6.0"
58642672,"T14","[['6', '6', '6', '6']]",4,4,"6"
58642672,"T15","[['6.3-7.3', '6.3-7.3', '6.3-7.3', '6.3-7.3']]",4,4,"6.3-7.3"
58642672,"T16","[['6.8', '6.8', '6.8', '6.8']]",4,4,"6.8"
58642672,"T20","[['7', '7', '7', '7']]",4,4,"7"
58642672,"T21","[['6.8-8.4', '6.6-8.4', '6.6-8.4', '6.6-8.4']]",4,3,"6.6-8.4"
58642672,"T22","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58642672,"T26","[['2', '2', '2', '2']]",4,4,"2"
58642672,"T27","[['7.2-9.2', '7.2-9.2', '7.2-9.2', '7.2-9.2']]",4,4,"7.2-9.2"
58642672,"T28","[['8.2', '8.2', '8.2', '8.2']]",4,4,"8.2"
58642672,"T32","[['1', '1', '1', '1']]",4,4,"1"
58642672,"T33","[['9.8']]",1,1,"9.8"
58642672,"T34","[['9.8', '9.8', '9.8', '9.8']]",4,4,"9.8"
58642676,"T2","[['3', '3', '3', '3']]",4,4,"3"
58642676,"T3","[['4.8-6.3', '4.8-6.3', '4.8-6.3', '4.8-6.3']]",4,4,"4.8-6.3"
58642676,"T4","[['5.7', '5.7', '5.7', '5.7']]",4,4,"5.7"
58642676,"T8","[['1', '1', '1', '1']]",4,4,"1"
58642676,"T9","[['6.9', '6.9', '6.9', '6.9']]",4,4,"6.9"
58642676,"T10","[['6.9', '6.9', '6.9', '6.9']]",4,4,"6.9"
58642676,"T14","[['1', '1', '1', '1']]",4,4,"1"
58642676,"T15","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58642676,"T16","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58642678,"T2","[['1', '1', '1', '1']]",4,4,"1"
58642678,"T3","[['5.5', '5.5', '5.5', '5.5']]",4,4,"5.5"
58642678,"T4","[['5.5', '5.5', '5.5', '5.5']]",4,4,"5.5"
58642678,"T8","[['3', '3', '3', '3']]",4,4,"3"
58642678,"T9","[['6.8-6.9', '6.8-6.9', '6.8-6.9', '6.8-6.9']]",4,4,"6.8-6.9"
58642678,"T10","[['6.8', '6.8', '6.8', '6.8']]",4,4,"6.8"
58642678,"T14","[['1', '1', '1', '1']]",4,4,"1"
58642678,"T15","[['7.3', '7.3', '7.3', '7.3']]",4,4,"7.3"
58642678,"T16","[['7.3', '7.3', '7.3', '7.3']]",4,4,"7.3"
58642678,"T20","[['2', '2', '2', '2']]",4,4,"2"
58642678,"T21","[['7.5-7.7', '7.5-7.7', '7.5-7.7', '7.5-7.7']]",4,4,"7.5-7.7"
58642678,"T22","[['7.6', '7.6', '7.6', '7.6']]",4,4,"7.6"
58642678,"T26","[['3', '3', '3', '3']]",4,4,"3"
58642678,"T27","[['8.0-8.1', '8.0-8.1', '8.0-8.1', '8.0-8.1']]",4,4,"8.0-8.1"
58642678,"T28","[['8.0', '8.0', '8.0', '8.0']]",4,4,"8.0"
58642691,"T2","[['7', '7', '7', '7']]",4,4,"7"
58642691,"T3","[['3.6-4.0', '3.6-4.0', '3.6-4.0', '3.6-4.0']]",4,4,"3.6-4.0"
58642691,"T4","[['3.8', '3.8', '3.8', '3.8']]",4,4,"3.8"
58642691,"T8","[['4', '4', '4', '4']]",4,4,"4"
58642691,"T9","[['4.1-5.2', '4.1-5.2', '4.1-5.2', '4.1-5.2']]",4,4,"4.1-5.2"
58642691,"T10","[['4.5', '4.5', '4.5', '4.5']]",4,4,"4.5"
58642691,"T14","[['4', '4', '4', '4']]",4,4,"4"
58642691,"T15","[['4.6-5.7', '4.6-5.7', '4.6-5.7', '4.6-5.7']]",4,4,"4.6-5.7"
58642691,"T16","[['5.1', '5.1', '5.1', '5.1']]",4,4,"5.1"
58642691,"T20","[['1', '1', '1', '1']]",4,4,"1"
58642691,"T21","[['5.9', '5.9', '5.9', '5.9']]",4,4,"5.9"
58642691,"T22","[['5.9', '5.9', '5.9', '5.9']]",4,4,"5.9"
58642695,"T2","[['5', '5', '5', '5']]",4,4,"5"
58642695,"T3","[['110-152', '110-152', '110-152mm', '110-152']]",4,3,"110-152"
58642695,"T4","[['', '133', '133mm', '133'], ['5.2', '', '(5.2)', '']]",4,1.5,"133 5.2"
58642695,"T8","[['16', '16', '16', '16']]",4,4,"16"
58642695,"T9","[['129-165', '129-165', '129-165mm', '129-165']]",4,3,"129-165"
58642695,"T10","[['', '146', '146mm', '146'], ['5.7', '', '(5.7)', '']]",4,1.5,"146 5.7"
58642695,"T14","[['9', '9', '9']]",3,3,"9"
58642695,"T15","[['145-172', '145-172', '145-172mm']]",3,2,"145-172"
58642695,"T16","[['', '160', '160mm'], ['4.3', '', '(4.3)']]",3,1,"160 4.3"
58642695,"T20","[['6', '6', '6']]",3,3,"6"
58642695,"T21","[['163-185', '163-185', '163-185mm']]",3,2,"163-185"
58642695,"T22","[['', '169', '169mm'], ['6.7', '', '(6.7)']]",3,1,"169 6.7"
58642701,"T2","[['1', '1', '1', '1']]",4,4,"1"
58642701,"T3","[['6.4']]",1,1,"6.4"
58642701,"T4","[['6.4', '6.4', '6.4', '6.4']]",4,4,"6.4"
58642713,"T2","[['12', '12', '12', '12', '12']]",5,5,"12"
58642713,"T3","[['2.8-4.6', '2.8-4.6', '2.8-4.6', '2.8-4.6', '2.8-4.6']]",5,5,"2.8-4.6"
58642713,"T4","[['3.8', '3.8', '3.8', '3.8', '3.8']]",5,5,"3.8"
58642713,"T8","[['7', '7', '7', '7']]",4,4,"7"
58642713,"T9","[['5.1-5.7', '5.1-5.7', '5.1-5.7', '5.1-5.7']]",4,4,"5.1-5.7"
58642713,"T10","[['5.4', '5.4', '5.4', '5.4']]",4,4,"5.4"
58642713,"T14","[['8', '8', '8', '8']]",4,4,"8"
58642713,"T15","[['60.-6.6', '6.0-6.6', '6.0-6.6', '6.0-6.6']]",4,3,"6.0-6.6"
58642713,"T16","[['6.3', '6.3', '6.3', '6.3']]",4,4,"6.3"
58642713,"T20","[['5', '5', '5', '5']]",4,4,"5"
58642713,"T21","[['6.9-7.1', '6.9-7.1', '6.9-7.1', '6.9-7.1']]",4,4,"6.9-7.1"
58642713,"T22","[['7.1', '7.1', '7.1', '7.1']]",4,4,"7.1"
58642713,"T26","[['1', '1', '1', '1']]",4,4,"1"
58642713,"T27","[['7.8', '7.8', '7.8', '7.8']]",4,4,"7.8"
58642713,"T28","[['7.8', '7.8', '7.8', '7.8']]",4,4,"7.8"
58642713,"T32","[['1', '1', '1', '1']]",4,4,"1"
58642713,"T33","[['8.4', '8.4', '8.4', '8.4']]",4,4,"8.4"
58642713,"T34","[['8.4', '8.4', '8.4', '8.4']]",4,4,"8.4"
58642713,"T38","[['1', '1', '1', '1']]",4,4,"1"
58642713,"T39","[['9.2', '9.2', '9.2', '9.2']]",4,4,"9.2"
58642713,"T40","[['9.2', '9.2', '9.2', '9.2']]",4,4,"9.2"
58642723,"T2","[['5', '5', '5', '5']]",4,4,"5"
58642723,"T3","[['2.2-2.4', '2.2-2.4', '2.2-2.4', '2.2-2.4']]",4,4,"2.2-2.4"
58642723,"T4","[['2.3', '2.3', '2.3', '2.3']]",4,4,"2.3"
58642723,"T8","[['11', '11', '11', '11']]",4,4,"11"
58642723,"T9","[['2.9-4.1', '2.9-4.1', '2.9-4.1', '2.9-4.1']]",4,4,"2.9-4.1"
58642723,"T10","[['3.5', '3.5', '3.5', '3.5']]",4,4,"3.5"
58642723,"T14","[['8', '8', '8', '8']]",4,4,"8"
58642723,"T15","[['3.7-4.2', '3.7-4.2', '3.7-4.2', '3.7-4.2']]",4,4,"3.7-4.2"
58642723,"T16","[['3.9', '3.9', '3.9', '3.9']]",4,4,"3.9"
58642723,"T20","[['19', '19', '39', '19']]",4,3,"19"
58642723,"T21","[['3.9-6.1', '3.9-6.1', '4.5-7.1', '3.9-6.1']]",4,3,"3.9-6.1"
58642723,"T22","[['4.8', '4.8', '5.7', '4.8']]",4,3,"4.8"
58642723,"T26","[['39', '39', '39', '39']]",4,4,"39"
58642723,"T27","[['4.5-7.1', '4.5-7.1', '4.5-7.1', '4.5-7.1']]",4,4,"4.5-7.1"
58642723,"T28","[['5.7', '5.7', '5.7', '5.7']]",4,4,"5.7"
58642723,"T32","[['2', '2', '2', '2']]",4,4,"2"
58642723,"T33","[['6.2', '6.2', '6.2', '6.2']]",4,4,"6.2"
58642723,"T34","[['6.2', '6.2', '6.2', '6.2']]",4,4,"6.2"
58642725,"T2","[['1', '1', '1', '1']]",4,4,"1"
58642725,"T3","[['2.8', '2.8']]",2,2,"2.8"
58642725,"T4","[['2.8', '2.8', '2.8', '2.8']]",4,4,"2.8"
58642725,"T8","[['17', '17', '17', '17']]",4,4,"17"
58642725,"T9","[['3.3-5.5', '3.3-5.5', '3.5-5.5', '3.3-5.5']]",4,3,"3.3-5.5"
58642725,"T10","[['4.4', '4.4', '4.4', '4.4']]",4,4,"4.4"
58642725,"T14","[['16', '16', '16', '16']]",4,4,"16"
58642725,"T15","[['4.8-6.7', '4.8-6.7', '4.8-6.7', '4.8-6.7']]",4,4,"4.8-6.7"
58642725,"T16","[['5.6', '5.6', '5.6', '5.6']]",4,4,"5.6"
58642725,"T20","[['4', '4', '4', '4']]",4,4,"4"
58642725,"T21","[['5.8-7.5', '5.8-7.5', '5.8-7.5', '5.8-7.5']]",4,4,"5.8-7.5"
58642725,"T22","[['6.6', '6.6', '6.6', '6.6']]",4,4,"6.6"
58642725,"T26","[['3', '3', '3', '3']]",4,4,"3"
58642725,"T27","[['7.4-7.8', '7.4-7.8', '7.4-7.8', '7.4-7.8']]",4,4,"7.4-7.8"
58642725,"T28","[['7.6', '7.6', '7.6', '7.6']]",4,4,"7.6"
58642726,"T2","[['2', '2', '2', '2']]",4,4,"2"
58642726,"T3","[['6.1-6.4', '6.1-6.3', '6.1-6.3', '6.1-6.3']]",4,3,"6.1-6.3"
58642726,"T4","[['6.2', '6.2', '6.2', '6.2']]",4,4,"6.2"
58642726,"T8","[['10', '10', '10', '10']]",4,4,"10"
58642726,"T9","[['6.0-6.8', '6.0-6.8', '6.0-6.8', '6.0-6.8']]",4,4,"6.0-6.8"
58642726,"T10","[['6.4', '6.4', '6.4', '6.4']]",4,4,"6.4"
58642726,"T14","[['1', '1', '1', '1']]",4,4,"1"
58642726,"T15","[['6.4', '6.4', '6.4', '6.4']]",4,4,"6.4"
58642726,"T16","[['6.4', '6.4', '6.4', '6.4']]",4,4,"6.4"
58642726,"T20","[['1', '1', '1', '1']]",4,4,"1"
58642726,"T21","[['7.6', '7.6', '7.6', '7.6']]",4,4,"7.6"
58642726,"T22","[['7.6', '7.6', '7.6', '7.6']]",4,4,"7.6"
58642727,"T2","[['1', '1']]",2,2,"1"
58642727,"T3","[['2.8', '.'], ['', '.'], ['', '.']]",2,1,"2.8 . ."
58642727,"T4","[['2.8', '2.8']]",2,2,"2.8"
58642727,"T8","[['17', '17']]",2,2,"17"
58642727,"T9","[['3.3-5.5', '3.3-5.5']]",2,2,"3.3-5.5"
58642727,"T10","[['4.4', '4.4']]",2,2,"4.4"
58642727,"T14","[['16', '16']]",2,2,"16"
58642727,"T15","[['4.8-6.7', '4.8-6.7']]",2,2,"4.8-6.7"
58642727,"T16","[['5.6', '5.6']]",2,2,"5.6"
58642727,"T20","[['4', '4']]",2,2,"4"
58642727,"T21","[['5.8-7.5', '5.8-7.5']]",2,2,"5.8-7.5"
58642727,"T22","[['6.6', '6.6']]",2,2,"6.6"
58642727,"T26","[['3', '3']]",2,2,"3"
58642727,"T27","[['7.4-7.8', '7.4-7.8']]",2,2,"7.4-7.8"
58642727,"T28","[['7.6', '7.6']]",2,2,"7.6"
58642728,"T2","[['5', '5', '5', '5']]",4,4,"5"
58642728,"T3","[['1.7-1.9', '1.7-1.9', '1.7-1.9', '1.7-1.9']]",4,4,"1.7-1.9"
58642728,"T4","[['1.8', '1.8', '1.8', '1.8']]",4,4,"1.8"
58642728,"T8","[['14', '14', '14', '14']]",4,4,"14"
58642728,"T9","[['2.0-2.8', '2.0-2.8', '2.0-2.8', '2.0-2.8']]",4,4,"2.0-2.8"
58642728,"T10","[['2.5', '2.5', '2.5', '2.5']]",4,4,"2.5"
58642728,"T14","[['11', '11', '11', '11']]",4,4,"11"
58642728,"T15","[['3.0-3.9', '3.0-3.9', '3.0-3.9', '3.0-3.9']]",4,4,"3.0-3.9"
58642728,"T16","[['3.5', '3.5', '3.5', '3.5']]",4,4,"3.5"
58642728,"T20","[['2', '2', '2', '2']]",4,4,"2"
58642728,"T21","[['4.0-4.8', '4.0-4.8', '4.0-4.8', '4.0-4.8']]",4,4,"4.0-4.8"
58642728,"T22","[['4.4', '4.4', '4.4', '4.4']]",4,4,"4.4"
58642728,"T26","[['2', '2', '2', '2']]",4,4,"2"
58642728,"T27","[['4.7-5.3', '4.7-5.3', '4.7-5.3', '4.7-5.3']]",4,4,"4.7-5.3"
58642728,"T28","[['5.0', '5.0', '5.0', '5.0']]",4,4,"5.0"
58642729,"T2","[['2', '2', '2', '2']]",4,4,"2"
58642729,"T3","[['6.2-6.5', '6.2-6.5', '6.2-6.5', '6.2-6.5']]",4,4,"6.2-6.5"
58642729,"T4","[['6.4', '6.4', '6.4', '6.4']]",4,4,"6.4"
58642729,"T8","[['8', '8', '8', '8']]",4,4,"8"
58642729,"T9","[['6.4-7.1', '6.4-7.1', '6.4-7.1', '6.4-7.1']]",4,4,"6.4-7.1"
58642729,"T10","[['6.6', '6.6', '6.6', '6.6']]",4,4,"6.6"
58642729,"T14","[['10', '10', '10']]",3,3,"10"
58642729,"T15","[['6.6-7.5', '6.6-7.5', '6.6-7.5']]",3,3,"6.6-7.5"
58642729,"T16","[['6.8', '6.8', '6.8']]",3,3,"6.8"
58642730,"T2","[['13', '13', '13', '13']]",4,4,"13"
58642730,"T3","[['4.1-5.4', '4.1-5.4', '4.1-5.4', '4.1-5.4']]",4,4,"4.1-5.4"
58642730,"T4","[['4.7', '5.9', '4.7', '4.7']]",4,3,"4.7"
58642730,"T8","[['29', '29', '29', '29']]",4,4,"29"
58642730,"T9","[['4.7-6.2', '4.7-6.2', '4.7-6.2', '4.7-6.2']]",4,4,"4.7-6.2"
58642730,"T10","[['5.3', '5.3', '5.3', '5.3']]",4,4,"5.3"
58642730,"T14","[['18', '18', '18', '18']]",4,4,"18"
58642730,"T15","[['5.4-6.5', '5.4-6.5', '5.4-6.5', '5.4-6.5']]",4,4,"5.4-6.5"
58642730,"T16","[['6.0', '6.0', '6.0', '6.0']]",4,4,"6.0"
58642730,"T20","[['6', '6', '6', '6']]",4,4,"6"
58642730,"T21","[['5.6-7.5', '5.6-7.5', '5.6-7.5', '5.6-7.5']]",4,4,"5.6-7.5"
58642730,"T22","[['6.5', '6.5', '6.5', '6.5']]",4,4,"6.5"
58642731,"T2","[['15', '15', '15', '15']]",4,4,"15"
58642731,"T3","[['1.5-2.9', '1.5-2.9', '1.5-2.9', '1.5-2.9']]",4,4,"1.5-2.9"
58642731,"T4","[['2.1', '2.1', '2.1', '2.1']]",4,4,"2.1"
58642731,"T8","[['8', '8', '8', '8']]",4,4,"8"
58642731,"T9","[['3.0-3.5', '3.0-3.5', '3.0-3.5', '3.0-3.5']]",4,4,"3.0-3.5"
58642731,"T10","[['3.2', '3.2', '3.2', '3.2']]",4,4,"3.2"
58642731,"T14","[['5', '5', '5', '5']]",4,4,"5"
58642731,"T15","[['3.9-4.3', '3.9-4.3', '3.9-4.3', '3.9-4.3']]",4,4,"3.9-4.3"
58642731,"T16","[['4.0', '4.0', '4.0', '4.0']]",4,4,"4.0"
58642731,"T20","[['6', '6', '6', '6']]",4,4,"6"
58642731,"T21","[['4.1-4.6', '4.1-4.6', '4.1-4.6', '4.1-4.6']]",4,4,"4.1-4.6"
58642731,"T22","[['4.5', '4.5', '4.5', '4.5']]",4,4,"4.5"
58642731,"T26","[['9', '9', '9', '9']]",4,4,"9"
58642731,"T27","[['4.9-6.0', '4.9-6.0', '4.9-6.0', '4.9-6.0']]",4,4,"4.9-6.0"
58642731,"T28","[['5.3', '5.3', '5.3', '5.3']]",4,4,"5.3"
58642731,"T32","[['2', '2', '2', '2']]",4,4,"2"
58642731,"T33","[['6.0-6.1', '6.0-6.1', '6.0-6.1', '6.0-6.1']]",4,4,"6.0-6.1"
58642732,"T2","[['14', '14', '14', '14']]",4,4,"14"
58642732,"T3","[['3.3-5.9', '3.3-5.9', '3.3-5.9', '3.3-5.9']]",4,4,"3.3-5.9"
58642732,"T4","[['4.0', '.0', '4.0', '4.0']]",4,3,"4.0"
58642732,"T8","[['16', '16', '16', '16']]",4,4,"16"
58642732,"T9","[['4.1-5.5', '4.1-5.5', '4.1-5.5', '4.1-5.5']]",4,4,"4.1-5.5"
58642732,"T10","[['4.9', '4.9', '4.9', '4.9']]",4,4,"4.9"
58642732,"T14","[['14', '14', '14', '14']]",4,4,"14"
58642732,"T15","[['6.0-8.5', '6.0-8.5', '6.0-8.5', '6.0-8.5']]",4,4,"6.0-8.5"
58642732,"T16","[['7.0', '7.0', '7.0', '7.0']]",4,4,"7.0"
