_ - board_id,_ - comment_id,_ - board_title,_ - comment_body,_ - discussion_id,_ - comment_user_id,_ - discussion_title,subject_id,_ - board_description,_ - comment_focus_type,_ - comment_user_login,_ - comment_created_at
4014,2996607,Team + Zooniverse Private Board,"Thanks so much, Sam, and hope you have a great weekend, too! ",1742464,1484814,Internal Project Review,,For communication between the Zooniverse and research team members,,jmschell,2021-02-12T22:10:30.196Z
4025,3011274,Notes,Length range for age group IV lower limit unclear,1851075,1995871,Subject 52909690,52909690,General comment threads about individual subjects,Subject,johnbaish,2021-02-16T15:37:51.281Z
4014,3011296,Team + Zooniverse Private Board,"@admins

Hi there,

I have just sent your project out to our community for beta review. You can see the responses from the beta volunteers as they come in at
https://docs.google.com/spreadsheets/d/1p-v5IgHrYpbm8BoFT0uJ31tqVbRtflhGv7ekuH6Y5ec/edit?usp=sharing. Most responses will come in over the next few days. After about a week you probably won't get many more coming in. Please address the comments carefully and make all necessary changes to the project. When you're happy with it, and want final review and launch, please message Sam (with @blicksam) here.

Cheers,

Grant",1851084,107,Beta review,,For communication between the Zooniverse and research team members,,mrniaboc,2021-02-16T15:43:05.790Z
4025,3011338,Notes,There are also entries for age groups IX and X but I haven't entered these.,1851110,1995871,Subject 52909745,52909745,General comment threads about individual subjects,Subject,johnbaish,2021-02-16T15:49:15.434Z
4025,3011349,Notes,There's an age group IX as well but I haven't entered this.,1851114,1995871,Subject 52909790,52909790,General comment threads about individual subjects,Subject,johnbaish,2021-02-16T15:51:54.933Z
4025,3011433,Notes,There's an entry for age group IX but I haven't entered it,1851160,1995871,Subject 52909761,52909761,General comment threads about individual subjects,Subject,johnbaish,2021-02-16T16:07:42.055Z
4025,3011443,Notes,There are 10 fish listed in age group 0. I haven't entered them.,1851164,1995871,Subject 52909739,52909739,General comment threads about individual subjects,Subject,johnbaish,2021-02-16T16:10:12.657Z
4025,3011504,Notes,There are three fish in age group 0. I haven't added these.,1851186,1995871,Subject 52909847,52909847,General comment threads about individual subjects,Subject,johnbaish,2021-02-16T16:23:24.730Z
4014,3011522,Team + Zooniverse Private Board,Thanks @mrniaboc! Do you think we can book a slot for launch in March? I think we'll be able to make the necessary changes pretty quickly after the beta testers respond. Also tagging @blicksam in this. ,1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-02-16T16:27:42.359Z
4025,3011595,Notes,I am putting in the date of the actual observence and not the date years later when the form was complete correct?,1851234,2019759,Subject 52908879,52908879,General comment threads about individual subjects,Subject,Verizon-SueO,2021-02-16T16:45:54.684Z
4025,3011994,Notes,Same comment as above but I was not able to enter age class X.  Maybe I screwed up,1851110,1855664,Subject 52909745,52909745,General comment threads about individual subjects,Subject,berow001,2021-02-16T18:00:00.116Z
4025,3013410,Notes,I don't think the Length and Mesh are correct but transcribed as written,1852255,736098,Subject 52909266,52909266,General comment threads about individual subjects,Subject,deka43,2021-02-16T23:34:12.200Z
4025,3013954,Notes,"So what is the magic of I-VIII?  This card starts with year class 0.  Should I skip the 0 and enter year class I as the first year class of data?  
Is it possible to have columns of input so say 4 year classes of data could be entered on one page?",1852535,1855664,Subject 52909701,52909701,General comment threads about individual subjects,Subject,berow001,2021-02-17T04:14:02.984Z
4025,3014028,Notes,The mean length for age class II looks to be in error.,1852571,1855664,Subject 52909681,52909681,General comment threads about individual subjects,Subject,berow001,2021-02-17T05:08:14.155Z
4014,3014886,Team + Zooniverse Private Board,"@jmschell 

Hey Justin,

I don't think that's unreasonable (and out launch calendar is pretty clear at the moment) but I'll defer to Sam as she's your reviewer for this project. Of course, she won't be able to make an official decision until she sees the changes post beta :)

Cheers,

Grant",1851084,107,Beta review,,For communication between the Zooniverse and research team members,,mrniaboc,2021-02-17T13:09:39.566Z
4014,3016119,Team + Zooniverse Private Board,"Ok, thanks Grant! If it's pretty open, we could wait a bit, too. @blicksam what would you prefer?

Justin",1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-02-17T18:21:07.116Z
4025,3018964,Notes,Cannot read writing,1855674,2247066,Subject 52909226,52909226,General comment threads about individual subjects,Subject,zacpepin,2021-02-18T15:55:02.108Z
4025,3022180,Notes,"Thanks for letting us know and testing the project out!
",1855674,1484814,Subject 52909226,52909226,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:00:26.635Z
4025,3022256,Notes,Thanks for letting us know and testing the project out!,1852571,1484814,Subject 52909681,52909681,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:28:04.778Z
4025,3022262,Notes,Thanks for letting us know and testing the project out! We'll revise the workflow.,1851114,1484814,Subject 52909790,52909790,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:29:34.386Z
4025,3022263,Notes,Thanks for letting us know and testing the project out!,1851160,1484814,Subject 52909761,52909761,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:29:44.019Z
4025,3022266,Notes,Thanks for letting us know!,1851164,1484814,Subject 52909739,52909739,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:29:57.650Z
4025,3022267,Notes,Thanks for letting us know!,1851186,1484814,Subject 52909847,52909847,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:30:07.900Z
4025,3022273,Notes,"Good observation! Yes, the actual observation date, not the later year. We'll clarify this in the workflow. Thanks!",1851234,1484814,Subject 52908879,52908879,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:31:03.852Z
4025,3022278,Notes,"Nope, you didn't screw up, in the randomly generated sample we used to test things out, we only had cards that had 8 growth classes! We'll revise and expand the workflow before launch. Thanks!",1851110,1484814,Subject 52909745,52909745,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:32:10.320Z
4025,3022282,Notes,Thanks for letting us know and testing the project out!,1852255,1484814,Subject 52909266,52909266,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:32:53.694Z
4025,3022286,Notes,This is an error on the part of the research team. We didn't put enough classes in the beta workflow! We'll revise and expand for the next iteration. Thanks!,1852535,1484814,Subject 52909701,52909701,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:33:24.354Z
4025,3022294,Notes,Thanks for letting us know and testing the project out!,1851075,1484814,Subject 52909690,52909690,General comment threads about individual subjects,Subject,jmschell,2021-02-19T15:35:41.330Z
4026,3025278,Overall project questions and feedback,"These Feedback Forms provide *far* too little room for comments. I submitted one but here is more that there was no/inadequate room to include there.

My feedback is based on the general project information and the Text Fields workflow. I reviewed the Fish Growth workflow only briefly, as transcribing lists of repetitive data is a task that does not appeal to me, so that bias prevents me from assessing that workflow fairly. (Two additional workflows appear on the project's statistics page but are not available choices on the project page, so I was not able to review them. They are Basic Information Workflow - Start Here and Summary Card - Fish Choices.)

**Are the project goals clear?**
and
**Did you read the additional information on other pages?** and **If 'yes', was the additional information useful?**

Yes and yes. The About pages are very well done. (I know everyone *should* be able to find it, but on the About/FAQ page, you might make ""Ask us in the Talk section"" a link.)

**Does the tutorial adequately prepare you to make a classification?**

Yes, but... (see next paragraph *and* next item here). The tutorials are clear and thorough.

Please clarify in the tutorial for the Text Fields workflow that ONLY the specified sections of the card are being transcribed, which is a subset of the information present. In addition to omitting several identified areas on both sides of the card, there is other unidentified info typed or written at the top and bottom margins of at least some of the cards, which some classifiers may wonder whether to transcribe as ""remarks"".
Examples:
- image 1 top and bottom, image 2 bottom: https://www.zooniverse.org/projects/jmschell/angling-for-data-on-michigan-fishes/talk/subjects/52909261
- image 1 top: https://www.zooniverse.org/projects/jmschell/angling-for-data-on-michigan-fishes/talk/subjects/52909214
- image 1 bottom, image 2 bottom right: https://www.zooniverse.org/projects/jmschell/angling-for-data-on-michigan-fishes/talk/subjects/52909203


**Does the question/instruction for the task make sense?**
and
**Did you find the task help text useful?**

There is no field help at all!  The tutorials are good but please add field help (at least one per question panel): it's a pain to page through the tutorial to find the info for the field you are working on).

[I don't know why these are separate questions on the form, and not even consecutive. If you are trying to ask about different things in these two questions, I've missed the point.]

**Was the field guide helpful?**

I answered ""no"" because while it appears to provide useful context, it's not helpful *yet*. As a newcomer to the project, it's difficult to tell how much value it has. I would probably care more, and would be able to judge its helpfulness better, after working on the project a while

**Are there suitable Talk boards set up?**

No... at least add one for ""Chat"" (or similar name) so there is somewhere for volunteers to interact with each other, that doesn't feel like it is intended to call on the project team for a response (which ""Overall project feedback"" does).


",1859598,1220914,Supplementary response to Angling for Data on Michigan Fishes Feedback Form,,"Share any overall questions or feedback you have on ""Angling for Data on Michigan Fishes""",,am.zooni,2021-02-20T16:43:44.591Z
4026,3048426,Overall project questions and feedback,Thanks for all the great feedback!,1859598,1484814,Supplementary response to Angling for Data on Michigan Fishes Feedback Form,,"Share any overall questions or feedback you have on ""Angling for Data on Michigan Fishes""",,jmschell,2021-02-28T21:56:47.280Z
4014,3053752,Team + Zooniverse Private Board,"Hi @blicksam and @mrniaboc, we've gone through and made a bunch of revisions on the project. Can you take a look at it and see if we're ready to schedule a public launch? We have four workflows ready to go. Thanks!",1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-03-02T17:49:51.165Z
4014,3073269,Team + Zooniverse Private Board,Hi @blicksam and @mrniaboc just checking in if we can get something on the books for a launch date. We've got some University publicity lined up and would like them to get them a sense of when they can start rolling things out. Thank you! ,1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-03-09T15:51:08.035Z
4014,3073277,Team + Zooniverse Private Board,"@jmschell Hey Justin! Thanks for the nudge, been a bit crazy over here.

We have open spaces for launch on the 16th and 30th, and the 23rd is open as well if you don't mind sharing a newsletter with another project. Let me know your preference and we'll get you on the calendar!

Sam",1851084,1550104,Beta review,,For communication between the Zooniverse and research team members,,blicksam,2021-03-09T15:55:17.782Z
4014,3073312,Team + Zooniverse Private Board,"No worries, and I totally understand! Can we go on the 16th? Thanks!

Justin",1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-03-09T16:13:08.769Z
4014,3077766,Team + Zooniverse Private Board,"@jmschell 

Hey Justin,

I have put you on the calendar for launch on 16th (next Tuesday).

Cheers,

Grant",1851084,107,Beta review,,For communication between the Zooniverse and research team members,,mrniaboc,2021-03-11T14:53:19.381Z
4014,3078029,Team + Zooniverse Private Board,"Great, thanks @mrniaboc! I'll put some text here by the end of the week and tag you when it's ready to go. ",1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-03-11T16:24:57.969Z
4025,3089697,Notes,"Fish on this card were noted as ""reported""",1898784,1909927,Subject 58688699,58688699,General comment threads about individual subjects,Subject,kmalofs,2021-03-15T17:08:24.608Z
4014,3092598,Team + Zooniverse Private Board,"Hi @mrniaboc here's some copy. Sorry I didn't get this to you sooner! Thanks!

Angling for Data on Michigan Fishes

This new project from the University of Michigan and the Michigan Department of Natural Resources asks volunteers to help transcribe more than a century's worth of fish observation records, captured on a variety of paper cards, from lakes throughout Michigan. 

Volunteer contributions to the project will allow researchers and resource managers to better understand how factors such as development, invasive species, deforestation, and climate change have affected fish populations over the last hundred years. In addition, we'll utilize the latest in data science to combine data on fish, habitat characteristics and management approaches from a variety of historical surveys in new ways, allowing us to build models that explain how and why fish populations have changed over recent decades, predict what changes are likely to occur in the future, and test which management strategies will improve the resilience of fish populations.

Learn more, and get involved at https://www.zooniverse.org/projects/jmschell/angling-for-data-on-michigan-fishes",1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-03-16T12:13:43.607Z
4025,3093314,Notes,Thanks for letting us know! ,1898784,1484814,Subject 58688699,58688699,General comment threads about individual subjects,Subject,jmschell,2021-03-16T15:38:08.479Z
4014,3093721,Team + Zooniverse Private Board,"@jmschell 

Hey Justin,

I have just launched the project and sent the newsletter out, so you should see a spike in participation pretty soon! Thanks so much for providing the newsletter copy in the exact format I like That made my day haha! Best of luck to you and the rest of the team on this project.

Cheers,

Grant",1851084,107,Beta review,,For communication between the Zooniverse and research team members,,mrniaboc,2021-03-16T17:35:29.211Z
4014,3093770,Team + Zooniverse Private Board,"Thanks so much Grant! 

And that's because I copied the format from a previous Zooniverse newsletter :). 

All best,

Justin",1851084,1484814,Beta review,,For communication between the Zooniverse and research team members,,jmschell,2021-03-16T17:48:13.147Z
4206,3093865,Chat,Hello!,1900974,1824560,Michigan Fishes,,A place for volunteers to discuss the project (or anything else!),,mt421404,2021-03-16T18:15:37.668Z
4206,3093989,Chat,Welcome!,1900974,1484814,Michigan Fishes,,A place for volunteers to discuss the project (or anything else!),,jmschell,2021-03-16T18:44:27.625Z
4025,3094043,Notes,Fish are not categorised so I haven't tried to type them in,1901073,1995871,Subject 58643152,58643152,General comment threads about individual subjects,Subject,johnbaish,2021-03-16T18:56:16.861Z
4025,3094121,Notes,"That's the correct thing to do. Some of the earlier Summary cards don't utilize this category scheme, so you can just choose ""No"" as the answer to the first question. Thanks for your help!",1901073,1484814,Subject 58643152,58643152,General comment threads about individual subjects,Subject,jmschell,2021-03-16T19:19:53.993Z
4025,3094182,Notes,"Fish types are not categorised, but I logged them under the correct types except for Green sunfish. No idea what family that is.",1901161,1931483,Subject 58687861,58687861,General comment threads about individual subjects,Subject,Steve_Gutteridge,2021-03-16T19:36:42.802Z
4025,3094186,Notes,Hybrid sunfish (bluegill x green sunfish) count as bluegill?,1901162,694486,Subject 58754565,58754565,General comment threads about individual subjects,Subject,owen_s,2021-03-16T19:37:44.834Z
4025,3094199,Notes,"When it appears to be a one-day collection, should we use that date as both the start and end date?
Also, on a personal note, I worked for the Michigan Department of Natural Resources from 2005-15, so this is a great project to see! I loved my time there. ",1901167,1741294,Subject 58753899,58753899,General comment threads about individual subjects,Subject,MDettloff,2021-03-16T19:41:04.501Z
4025,3094219,Notes,#no-year-given,1901179,2117961,Subject 58748687,58748687,General comment threads about individual subjects,Subject,BitterLittleWoman,2021-03-16T19:48:32.935Z
4025,3094246,Notes,Thanks for pointing this out!,1901179,1484814,Subject 58748687,58748687,General comment threads about individual subjects,Subject,jmschell,2021-03-16T19:56:18.723Z
4025,3094248,Notes,Interesting! Let's ask @kmalofs about that. ,1901162,1484814,Subject 58754565,58754565,General comment threads about individual subjects,Subject,jmschell,2021-03-16T19:57:29.293Z
4025,3094252,Notes,"Thanks for doing that! In the future, if they're not categorized in the way we've outlined in the project, you can just answer ""No"" to the first question. We'll transcribe these cards (which are from later in the century) a different way. ",1901161,1484814,Subject 58687861,58687861,General comment threads about individual subjects,Subject,jmschell,2021-03-16T19:58:25.270Z
4025,3094261,Notes,"We're so happy that you're excited about the project! 

You have two options in that case: 

1) just enter the start date and leave the end date fields blank
2) choose ""Same as begin date"" in each of the ""end date"" fields.

There are multiple projects that utilize this system of date transcription, and people seem to prefer one or the other, so we've built both options into the system. Do whatever makes sense to you. 

Thanks for all of your help!",1901167,1484814,Subject 58753899,58753899,General comment threads about individual subjects,Subject,jmschell,2021-03-16T20:00:28.722Z
4025,3094273,Notes,"No fish are listed in any category, however, there is information on the game fish part of the card.  I entered it as it is written. ",1901213,2099951,Subject 58687397,58687397,General comment threads about individual subjects,Subject,FourMileCreek2221,2021-03-16T20:04:33.170Z
4025,3094275,Notes,"We will only be looking at the non-hybrids for now. But thanks for pointing this out, it is data we will return to.",1901162,1909927,Subject 58754565,58754565,General comment threads about individual subjects,Subject,kmalofs,2021-03-16T20:04:49.336Z
4025,3094287,Notes,Thanks for pointing this out and for your help!,1901213,1909927,Subject 58687397,58687397,General comment threads about individual subjects,Subject,kmalofs,2021-03-16T20:07:46.455Z
4025,3094406,Notes,This picture cannot be displayed.,1901287,321196,Subject 58687567,58687567,General comment threads about individual subjects,Subject,ferrofluid,2021-03-16T20:41:14.982Z
4025,3094433,Notes,"1. In th ""S"" section the values are listed simply as ""Many""; I'm not sure how or where to enter this.
2. I transcribed the collectors, of which there are two, as best I could, but I might be wrong about the transcription.",1901300,1548,Subject 58748738,58748738,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T20:49:45.302Z
4025,3094507,Notes,"I'm not sure who ""Random Party"" might be referring to - perhaps a friend of George M. Moore who happened to be along for the survey?",1901349,1548,Subject 58687837,58687837,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T21:07:35.175Z
4025,3094541,Notes,"Note to the researchers: Game fish section says ""Made observations along most of shoal area and found no sign of fish life. R. Slanning had some sort of biological survey made and planted bluegills."" 

Some people might pick ""none listed"" or ""bluegill"", individual choice might affect the results for this card.",1901365,321196,Subject 58688633,58688633,General comment threads about individual subjects,Subject,ferrofluid,2021-03-16T21:17:51.170Z
4025,3094579,Notes,*Backside of card not copied **,1901382,719450,Subject 58643163,58643163,General comment threads about individual subjects,Subject,allan700,2021-03-16T21:25:46.941Z
4025,3094580,Notes,"Thanks for pointing this out! Most of the cards usually have a clear list of species, but it's good to know there are these edge cases. ",1901365,1484814,Subject 58688633,58688633,General comment threads about individual subjects,Subject,jmschell,2021-03-16T21:25:51.733Z
4025,3094583,Notes,"Good question! @kmalofs do you know what that means?

Thanks for your help!",1901349,1484814,Subject 58687837,58687837,General comment threads about individual subjects,Subject,jmschell,2021-03-16T21:26:16.231Z
4025,3094586,Notes,"Thanks for your help! 

1. You can just type in ""Many,"" since it's a free text transcription field. They don't have to be numeric values. 

2. We know that transcriptions of handwritten names will be a guess for some folks, and we're totally fine with that.

Thanks again!",1901300,1484814,Subject 58748738,58748738,General comment threads about individual subjects,Subject,jmschell,2021-03-16T21:27:18.319Z
4025,3094587,Notes,"Hmmm, thanks for pointing this out. Let me check what's going on. ",1901287,1484814,Subject 58687567,58687567,General comment threads about individual subjects,Subject,jmschell,2021-03-16T21:27:41.886Z
4025,3094682,Notes,Length is listed in mm instead of inches,1901429,2123358,Subject 58746454,58746454,General comment threads about individual subjects,Subject,Cshork,2021-03-16T21:57:01.019Z
4025,3094683,Notes,"I think that ""Party"", or  ""Crew"", as I've seen on a previous card, means other unnamed persons who accompanied and/or assisted the Collector.",1901430,1548,Subject 58752624,58752624,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T21:57:13.800Z
4025,3094698,Notes,"The date shown on this card has a 2-digit year, listed as 10/26/71.  Given the range of dates able to be entered, this might be 1871, this might be 1971.  The card appears much more recent than an 1871 card, so I went with 1971 (print quality, sharpness of lines/text, etc).  Is there some other method of resolving the ambiguity of a 2-digit year specification?   Thanks!  ",1901440,1890344,Subject 58752839,58752839,General comment threads about individual subjects,Subject,Citizen.K,2021-03-16T22:01:20.641Z
4025,3094741,Notes,"1. Perhaps (I'm just guessing) ""Southwestern Party - R.C. Ball"" may mean ""Southwestern Party **led by** R.C. Ball""?.
2. Also, is ""Prepared by"" the same as ""Collected by"" and the other terms listed in the instructions",1901465,1548,Subject 58688078,58688078,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T22:12:55.111Z
4025,3094765,Notes,"I'm not sure what ""Lower Party"" means.",1901482,1548,Subject 58751628,58751628,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T22:18:03.108Z
4025,3094766,Notes,Thanks for pointing this out and thanks for your work on the project!,1901382,1972453,Subject 58643163,58643163,General comment threads about individual subjects,Subject,fayepolasek,2021-03-16T22:18:11.644Z
4025,3094799,Notes,"Hi! Thanks for your work on this project. Since it's a free text response, ""Lower Party"" or anything else unfamiliar in the ""collector"" space can be transcribed as you see it. ",1901482,1972453,Subject 58751628,58751628,General comment threads about individual subjects,Subject,fayepolasek,2021-03-16T22:25:27.654Z
4025,3094802,Notes,"Yes, that's correct. You can transcribe exactly what you see on the card. ",1901430,1972453,Subject 58752624,58752624,General comment threads about individual subjects,Subject,fayepolasek,2021-03-16T22:26:21.426Z
4025,3094807,Notes,"1. Yes, that seems correct, but please transcribe as you see things on the card, including symbols like that dash ""-"".
2. Yes it is! You may find variations in terms over the years. ",1901465,1972453,Subject 58688078,58688078,General comment threads about individual subjects,Subject,fayepolasek,2021-03-16T22:28:01.828Z
4025,3094824,Notes,It was difficult to make out the name (or initials) of the #Collector.,1901522,1548,Subject 58733429,58733429,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T22:31:30.473Z
4025,3094825,Notes,"Hi, thanks for your work on this project!
Yes, that seems like the correct call. Unfortunately there is no ""correct"" way of resolving issues with a two digit date. If a card is typed like this, it is certainly 20th century. The 19th century cards are hand written. If you still are not sure, please let us know in a talk board post!",1901440,1972453,Subject 58752839,58752839,General comment threads about individual subjects,Subject,fayepolasek,2021-03-16T22:31:40.034Z
4025,3094830,Notes,"That's okay. If something is fully illegible, please just let us know like you did!",1901522,1972453,Subject 58733429,58733429,General comment threads about individual subjects,Subject,fayepolasek,2021-03-16T22:32:49.478Z
4025,3094871,Notes,"Do you agree depth is: 7-12'?
Do you agree field number ""3a""?",1901547,1460326,Subject 58734115,58734115,General comment threads about individual subjects,Subject,ericjpaquin,2021-03-16T22:46:44.223Z
4025,3094905,Notes,"Yes I do! 

Thanks for your help!",1901547,1484814,Subject 58734115,58734115,General comment threads about individual subjects,Subject,jmschell,2021-03-16T22:59:03.343Z
4025,3095040,Notes,"Great, thanks!",1901465,1548,Subject 58688078,58688078,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T23:44:09.922Z
4025,3095041,Notes,cant read location.,1901637,1460326,Subject 58748615,58748615,General comment threads about individual subjects,Subject,ericjpaquin,2021-03-16T23:44:26.696Z
4025,3095045,Notes,"OK, thanks!",1901482,1548,Subject 58751628,58751628,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-16T23:45:18.699Z
4025,3095205,Notes,"Thanks for your work on the project and thanks for letting us know! The research team may have to personally review some of the harder to read handwritten cards noted here. If you run into another card that's particularly difficult to read, you can choose to refresh your browser to be shown another rather than having to try to guess.",1901637,1734946,Subject 58748615,58748615,General comment threads about individual subjects,Subject,mclenard,2021-03-17T01:13:56.935Z
4025,3095288,Notes,Two of the #Section numbers have been cut off in the image.,1901766,1548,Subject 58687431,58687431,General comment threads about individual subjects,Subject,tinkapuppy,2021-03-17T01:56:57.421Z
