subject_id,URL 4,URL 8,workflow_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.user_ids
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T27,"[['7.0-8.4', '7.0-8.4', '7.0-8.4']]",3,3,7.0-8.4,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T28,"[['7.8', '7.8', '7.8']]",3,3,7.8,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T32,"[['4', '4', '4']]",3,3,4,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T33,"[['8.1-8.5', '8.1-8.5', '8.1-8.5']]",3,3,8.1-8.5,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T34,"[['8.3', '8.3', '8.3']]",3,3,8.3,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T38,"[['3', '3', '3']]",3,3,3,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T39,"[['8.6-9.0', '8.6-9.0', '8.6-9.0']]",3,3,8.6-9.0,"[1312868, 2424349, 2376369]"
80048590,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_CARP_GROW_0001_5.jpeg,,20629,T40,"[['8.8', '8.8', '8.8']]",3,3,8.8,"[1312868, 2424349, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T2,"[['2', '2', '2']]",3,3,2,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T3,"[['3.3', '3.3', '3.3']]",3,3,3.3,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T4,"[['3.3', '3.3', '3.3']]",3,3,3.3,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T8,"[['11', '11', '11']]",3,3,11,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T9,"[['2.5-3.8', '2.5-3.8', '2.5-3.8']]",3,3,2.5-3.8,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T10,"[['3.1', '3.1', '3.1']]",3,3,3.1,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T14,"[['5', '5', '5']]",3,3,5,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T15,"[['4.2-5.3', '4.2-5.3', '4.2-5.3']]",3,3,4.2-5.3,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T16,"[['4.7', '4.7', '4.7']]",3,3,4.7,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T20,"[['6', '6', '6']]",3,3,6,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T21,"[['5.4-5.9', '5.4-5.9', '5.4-5.9']]",3,3,5.4-5.9,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T22,"[['5.8', '5.8', '5.8']]",3,3,5.8,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T26,"[['9', '9', '9']]",3,3,9,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T27,"[['5.9-6.5', '5.9-6.5', '5.9-6.5']]",3,3,5.9-6.5,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T28,"[['6.2', '6.2', '6.2']]",3,3,6.2,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T32,"[['11', '11', '11']]",3,3,11,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T33,"[['6.6-8.2', '6.6-8.2', '6.6-8.2']]",3,3,6.6-8.2,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T34,"[['7.3', '7.3', '7.3']]",3,3,7.3,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T38,"[['4', '4', '4']]",3,3,4,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T39,"[['7.5-8.5', '7.5-8.5', '7.5-8.5']]",3,3,7.5-8.5,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T40,"[['7.8', '7.8', '7.8']]",3,3,7.8,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T44,"[['1', '1', '1']]",3,3,1,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T45,"[['9.6', '9.6', '9.6']]",3,3,9.6,"[2424349, 1312868, 2376369]"
80048596,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/ALGER_FISHHOOK_GROW_0001_9.jpeg,,20629,T46,"[['9.6', '-']]",2,1,9.6,"[2424349, 2376369]"
80048610,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gratiot_WestCountyParkPond_GROW_003.jpeg,,20629,T2,"[['1', '1', '1']]",3,3,1,"[1312868, 2424349, 1484814]"
80048610,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gratiot_WestCountyParkPond_GROW_003.jpeg,,20629,T3,"[['7.9', '7.9', '7.9']]",3,3,7.9,"[1312868, 2424349, 1484814]"
80048610,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gratiot_WestCountyParkPond_GROW_003.jpeg,,20629,T4,"[['7.9', '7.9', '7.9']]",3,3,7.9,"[1312868, 2424349, 1484814]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T2,"[['4', '4', '4']]",3,3,4,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T3,"[['5.0-5.6', '5.0-5.6', '5.0-5.6']]",3,3,5.0-5.6,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T4,"[['5.4', '5.4', '5.4']]",3,3,5.4,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T8,"[['13', '13', '13']]",3,3,13,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T9,"[['5.5-8.0', '5.5-8.0', '5.5-8.0']]",3,3,5.5-8.0,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T10,"[['6.3', '6.3', '6.3']]",3,3,6.3,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T14,"[['8', '8', '8']]",3,3,8,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T15,"[['6.8-7.5', '6.8-7.5', '6.8-7.5']]",3,3,6.8-7.5,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T16,"[['7.2', '7.2', '7.2']]",3,3,7.2,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T20,"[['2', '2', '2']]",3,3,2,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T21,"[['7.2-8.4', '7.2-8.4', '7.2-8.4']]",3,3,7.2-8.4,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T22,"[['7.8', '7.8', '7.8']]",3,3,7.8,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T26,"[['2', '2', '2']]",3,3,2,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T27,"[['7.6-8.0', '7.6-8.0', '7.6-8.0']]",3,3,7.6-8.0,"[1312868, 2424349, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20629,T28,"[['7.8', '7.8', '7.8']]",3,3,7.8,"[1312868, 2424349, 2376369]"
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,20629,T2,"[['1', '1', '1']]",3,3,1,"[2424349, 1312868, 1484814]"
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,20629,T3,"[['4.6', '4.6', '4.6']]",3,3,4.6,"[2424349, 1312868, 1484814]"
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,20629,T4,"[['4.6', '4.6', '4.6']]",3,3,4.6,"[2424349, 1312868, 1484814]"
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,20629,T8,"[['1', '1', '1']]",3,3,1,"[2424349, 1312868, 1484814]"
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,20629,T9,"[['5.6', '5.6', '5.6']]",3,3,5.6,"[2424349, 1312868, 1484814]"
80048677,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_082.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/Crawford_Glory_GROW_083.jpeg,20629,T10,"[['5.6', '5.6', '5.6']]",3,3,5.6,"[2424349, 1312868, 1484814]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T2,"[['2', '2', '2']]",3,3,2,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T3,"[['3.8-5.2', '3.8-5.2', '3.8-5.2']]",3,3,3.8-5.2,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T4,"[['4.5', '4.5', '4.5']]",3,3,4.5,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T8,"[['4', '4', '4']]",3,3,4,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T9,"[['7.6-7.8', '7.6-7.8', '7.6-7.8']]",3,3,7.6-7.8,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T10,"[['7.6', '7.6', '7.6']]",3,3,7.6,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T14,"[['6', '6', '6']]",3,3,6,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T15,"[['7.6-8.5', '7.6-8.5', '7.6-8.5']]",3,3,7.6-8.5,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T16,"[['8.1', '8.1', '8.1']]",3,3,8.1,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T20,"[['4', '4', '4']]",3,3,4,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T21,"[['8.5-9.6', '8.5-9.6', '8.5-9.6']]",3,3,8.5-9.6,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T22,"[['9.1', '9.1', '9.1']]",3,3,9.1,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T26,"[['2', '2', '2']]",3,3,2,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T27,"[['9.0-9.3', '9.0-9.3', '9.0-9.3']]",3,3,9.0-9.3,"[1312868, 2424349, 1691537]"
82937315,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_098.jpg,,20629,T28,"[['9.2', '9.2', '9.2']]",3,3,9.2,"[1312868, 2424349, 1691537]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T2,"[['1', '1', '1']]",3,3,1,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T3,"[['2.7', '2.7', '2.7']]",3,3,2.7,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T4,"[['2.7', '2.7', '2.7']]",3,3,2.7,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T8,"[['15', '15', '15']]",3,3,15,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T9,"[['3.6-5.0', '3.6-5.0', '3.6-5.0']]",3,3,3.6-5.0,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T10,"[['4.4', '4.4', '4.4']]",3,3,4.4,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T14,"[['24', '24', '24']]",3,3,24,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T15,"[['5.2-7.7', '5.2-7.7', '5.2-7.7']]",3,3,5.2-7.7,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T16,"[['6.2', '6.2', '6.2']]",3,3,6.2,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T20,"[['5', '5', '5']]",3,3,5,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T21,"[['6.6-8.5', '6.6-8.5', '6.6-8.5']]",3,3,6.6-8.5,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T22,"[['7.6', '7.6', '7.6']]",3,3,7.6,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T26,"[['9', '9', '9']]",3,3,9,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T27,"[['7.9-9.2', '7.9-9.2', '7.9-9.2']]",3,3,7.9-9.2,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T28,"[['8.2', '8.2', '8.2']]",3,3,8.2,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T32,"[['7', '7', '7']]",3,3,7,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T33,"[['7.7-9.6', '7.7-9.6', '7.7-9.6']]",3,3,7.7-9.6,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T34,"[['8.8', '8.8', '8.8']]",3,3,8.8,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T38,"[['6', '6', '6']]",3,3,6,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T39,"[['9.3-10.7', '9.3-10.7', '9.3-10.7']]",3,3,9.3-10.7,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T40,"[['10.1', '10.1', '10.1']]",3,3,10.1,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T44,"[['8', '8', '8']]",3,3,8,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T45,"[['8.8-10.5', '8.8-10.5', '8.8-10.5']]",3,3,8.8-10.5,"[1312868, 2424349, 2376369]"
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20629,T46,"[['9.9', '9.9', '9.9']]",3,3,9.9,"[1312868, 2424349, 2376369]"
82937323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_2.jpeg,20629,T2,"[['2', '2', '2']]",3,3,2,"[1312868, 1484814, 2424349]"
82937323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_2.jpeg,20629,T3,"[['6.8-7.2', '6.8-7.2', '6.8-7.2']]",3,3,6.8-7.2,"[1312868, 1484814, 2424349]"
82937323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_2.jpeg,20629,T4,"[['7.0', '7.0', '7.0']]",3,3,7,"[1312868, 1484814, 2424349]"
