subject_id,orig_subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data,column_name,url_front,url_back,comments
72071110,59962379,T14,[['2']],1,1,2,2,Third row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T15,[['4.6-4.9']],1,1,4.6-4.9,4.6-4.9,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T16,"[['4.7'], ['(2.5oz)']]",1,1,4.7 (2.5oz),4.7,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T20,[['3']],1,1,3,3,Fourth row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T21,[['6.5-6.7']],1,1,6.5-6.7,6.5-6.7,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T22,"[['6.6'], ['(4oz)']]",1,1,6.6 (4oz),6.6,Fourth row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T26,[['1']],1,1,1,1,5th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T28,"[['7.4'], ['(5oz)']]",1,1,7.4 (5oz),NA,5th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T32,[['9']],1,1,9,9,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T33,[['8.3-8.8']],1,1,8.3-8.8,8.3-8.8,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T34,"[['8.6'], ['(8.4oz)']]",1,1,8.6 (8.4oz),8.6,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T38,[['7']],1,1,7,7,7th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T39,[['9.1-9.6']],1,1,9.1-9.6,9.1-9.6,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T40,"[['9.4'], ['(12oz)']]",1,1,9.4 (12oz),9.4,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T44,[['2']],1,1,2,2,8th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T46,"[['9.8'], ['(12oz)']]",1,1,9.8 (12oz),NA,8th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T50,[['4']],1,1,4,4,9th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T51,[['10.0-10.8']],1,1,10.0-10.8,10.0-10.8,9th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071110,59962379,T52,"[['10.4'], ['(15oz)']]",1,1,10.4 (15oz),10.4,9th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_NAWAKWA_GROW_0004_2.jpeg,
72071116,59962408,T16,"[['7.8', '7.8'], ['(4oz)', '']]",2,1.5,7.8 (4oz),7.8,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SIXTEENMILE_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_SIXTEENMILE_GROW_0004_2.jpeg,
72071121,59962466,T32,"[['9', '7']]",2,1,9,9,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T33,"[['8.2-8.9', '9.2-9.4']]",2,1,8.2-8.9,8.2-8.9,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T34,"[['8.6', '9.3']]",2,1,8.6,8.6,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T39,"[['9.2-9.4', '9.4-10.1']]",2,1,9.2-9.4,7,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T40,"[['9.3', '9.8']]",2,1,9.3,9.3,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T44,"[['7', '6']]",2,1,7,7,8th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T45,"[['9.4-10.1', '10.1-10.8']]",2,1,9.4-10.1,9.4-10.1,8th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T46,"[['9.8', '10.4']]",2,1,9.8,9.8,8th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T50,[['6']],1,1,6,6,9th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T51,[['10.1-10.8']],1,1,10.1-10.8,10.1-10.8,9th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071121,59962466,T52,[['10.4']],1,1,10.4,10.4,9th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALPENA_BEAVER_GROW_0002_2.jpeg,
72071132,59962496,T10,"[['3.0', '3']]",2,1,3,3,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T20,"[['1', '4']]",2,1,1,1,Fourth row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T21,"[['5.0', '6.0-7.8']]",2,1,5,5,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T22,"[['5.0', '6.8']]",2,1,5,5,Fourth row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T26,"[['4', '1']]",2,1,4,4,5th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T27,"[['6.0-7.8', '8.5']]",2,1,6.0-7.8,6.0-7.8,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T28,"[['6.8', '8.5']]",2,1,6.8,6.8,5th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T32,[['1']],1,1,1,1,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
