"subject_id","task","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text"
58753938,"T9","[['11.3', '11.3', '11.3', '11.3']]",4,4,"11.3"
58753938,"T10","[['11.3', '11.3', '11.3', '11.3']]",4,4,"11.3"
58753938,"T14","[['6', '6', '6', '6']]",4,4,"6"
58753938,"T15","[['12.7-13.8', '12.7-13.8', '12.7-13.8', '12.7-13.8']]",4,4,"12.7-13.8"
58753938,"T16","[['13.3', '13.3', '13.3', '13.3']]",4,4,"13.3"
58753938,"T20","[['1', '1', '1', '1']]",4,4,"1"
58753938,"T21","[['13.9', '13.9', '13.9', '13.9']]",4,4,"13.9"
58753938,"T22","[['13.9', '13.9', '13.9', '13.9']]",4,4,"13.9"
58753938,"T26","[['1', '1', '1', '1']]",4,4,"1"
58753938,"T27","[['14.0', '14.0', '14.0', '14.0']]",4,4,"14.0"
58753938,"T28","[['14.0', '14.0', '14.0', '14.0']]",4,4,"14.0"
58753940,"T2","[['40', '40', '40', '40']]",4,4,"40"
58753940,"T3","[['10.8-14.7', '10.8-14.7', '10.8-14.7', '10.8-14.7']]",4,4,"10.8-14.7"
58753940,"T4","[['11.8', '11.8', '11.8', '11.8']]",4,4,"11.8"
58753940,"T8","[['5', '5', '5', '5']]",4,4,"5"
58753940,"T9","[['10.7-12.6', '10.7-12.6', '10.7-12.6', '10.7-12.6']]",4,4,"10.7-12.6"
58753940,"T10","[['12.0', '12.0', '12.0', '12.0']]",4,4,"12.0"
58753942,"T2","[['2', '2', '2', '2']]",4,4,"2"
58753942,"T3","[['10.9-10.9', '10.9-10.9', '10.9-10.9', '10.9-10.9']]",4,4,"10.9-10.9"
58753942,"T4","[['10.7', '10.7', '10.7', '10.7']]",4,4,"10.7"
58753942,"T8","[['25', '25', '25', '25']]",4,4,"25"
58753942,"T9","[['10.4-12.4', '10.4-12.4', '10.4-12.4', '10.4-12.4']]",4,4,"10.4-12.4"
58753942,"T10","[['11.3', '11.3', '11.3', '11.3']]",4,4,"11.3"
58753942,"T14","[['1', '1', '1', '1']]",4,4,"1"
58753942,"T15","[['11.2', '11.2', '11.2', '11.2']]",4,4,"11.2"
58753942,"T16","[['11.2', '11.2', '11.2', '11.2']]",4,4,"11.2"
58753942,"T20","[['1', '1', '1', '1']]",4,4,"1"
58753942,"T21","[['12.3', '12.3', '12.3', '12.3']]",4,4,"12.3"
58753942,"T22","[['12.3', '12.3', '12.3', '12.3']]",4,4,"12.3"
58753944,"T2","[['1', '1', '1', '1']]",4,4,"1"
58753944,"T3","[['29.2', '29.2', '29.2', '29.2cm']]",4,3,"29.2"
58753944,"T4","[['29.2', '29.2', '29.2', '29.2cm']]",4,3,"29.2"
58753946,"T2","[['1', '1', '1', '1']]",4,4,"1"
58753946,"T3","[['12.8', '12.8', '12.8', '12.8']]",4,4,"12.8"
58753946,"T4","[['12.8', '12.8', '12.8', '12.8']]",4,4,"12.8"
58753953,"T2","[['1', '1', '1', '1']]",4,4,"1"
58753953,"T3","[['10.0', '10.0', '10.0', '10.0']]",4,4,"10.0"
58753957,"T2","[['6', '6', '6', '6']]",4,4,"6"
58753957,"T3","[['10.4-11.1', '10.4-11.1', '10.4-11.1', '10.4-11.1']]",4,4,"10.4-11.1"
58753957,"T4","[['10.7', '10.7', '10.7', '10.7']]",4,4,"10.7"
58753957,"T8","[['1', '1', '1', '1']]",4,4,"1"
58753957,"T9","[['14.5', '14.5', '14.5', '14.5']]",4,4,"14.5"
58753957,"T10","[['14.5', '14.5', '14.5', '14.5']]",4,4,"14.5"
58753957,"T14","[['9', '9', '9', '9']]",4,4,"9"
58753957,"T15","[['14.8-16.4', '14.8-16.4', '14.8-16.4', '14.8-16.4']]",4,4,"14.8-16.4"
58753957,"T16","[['15.7', '15.7', '15.7', '15.7']]",4,4,"15.7"
58753957,"T20","[['9', '9', '9', '9']]",4,4,"9"
58753957,"T21","[['15.4-17.0', '15.4-17.0', '15.4-17.0', '15.4-17.0']]",4,4,"15.4-17.0"
58753957,"T22","[['16.2', '16.2', '16.2', '16.2']]",4,4,"16.2"
58753957,"T26","[['4', '4', '4', '4']]",4,4,"4"
58753957,"T27","[['16.3-17.4', '16.3-17.4', '16.3-17.4', '16.3-17.4']]",4,4,"16.3-17.4"
58753957,"T28","[['16.8', '16.8', '16.8', '16.8']]",4,4,"16.8"
58753958,"T2","[['6', '6', '6', '6']]",4,4,"6"
58753958,"T3","[['10.4-11.1', '10.4-11.1', '10.4-11.1', '10.4-11.1']]",4,4,"10.4-11.1"
58753958,"T4","[['10.7', '10.7', '10.7', '10.7']]",4,4,"10.7"
58753958,"T8","[['1', '1', '1', '1']]",4,4,"1"
58753958,"T9","[['14.5', '14.5', '14.5', '14.5']]",4,4,"14.5"
58753958,"T10","[['14.5', '14.5', '14.5', '14.5']]",4,4,"14.5"
58753958,"T14","[['9', '9', '9', '9']]",4,4,"9"
58753958,"T15","[['14.8-16.4', '14.8-16.4', '14.8-16.4', '14.8-16.4']]",4,4,"14.8-16.4"
58753958,"T16","[['15.7', '15.7', '15.7', '15.7']]",4,4,"15.7"
58753958,"T20","[['9', '9', '9', '9']]",4,4,"9"
58753958,"T21","[['15.4-17.0', '15.4-17.0', '15.4-17.0', '15.4-17.0']]",4,4,"15.4-17.0"
58753958,"T22","[['16.2', '16.2', '16.2', '16.2']]",4,4,"16.2"
58753958,"T26","[['4', '4', '4', '4']]",4,4,"4"
58753958,"T27","[['16.3-17.4', '16.3-17.4', '16.3-17.4', '16.3-17.4']]",4,4,"16.3-17.4"
58753958,"T28","[['16.8', '16.8', '16.8', '16.8']]",4,4,"16.8"
58753964,"T2","[['19', '19', '19', '19']]",4,4,"19"
58753964,"T3","[['9.5-12.0', '9.5-12.0', '9.5-12.0', '9.5-12.0']]",4,4,"9.5-12.0"
58753964,"T4","[['10.9', '10.9', '10.9', '10.9']]",4,4,"10.9"
58753964,"T8","[['23', '23', '23', '23']]",4,4,"23"
58753964,"T9","[['11.8-13.1', '11.8-13.1', '11.8-13.1', '11.8-13.1']]",4,4,"11.8-13.1"
58753964,"T10","[['12.5', '12.5', '12.5', '12.5']]",4,4,"12.5"
58753964,"T14","[['37', '37', '37', '37']]",4,4,"37"
58753964,"T15","[['12.7-14.1', '12.7-14.1', '12.7-14.1', '12.7-14.1']]",4,4,"12.7-14.1"
58753964,"T16","[['13.3', '13.3', '13.3', '13.3']]",4,4,"13.3"
58753964,"T20","[['44', '44', '44', '44']]",4,4,"44"
58753964,"T21","[['13.4-15.6', '13.4-15.6', '13.4-15.6', '13.4-15.6']]",4,4,"13.4-15.6"
58753964,"T22","[['14.3', '14.3', '14.3', '14.3']]",4,4,"14.3"
58753964,"T26","[['31', '31', '31', '31']]",4,4,"31"
58753964,"T27","[['14.2-16.2', '14.2-16.2', '14.2-16.2', '14.2-16.2']]",4,4,"14.2-16.2"
58753964,"T28","[['15.2', '15.2', '15.2', '15.2']]",4,4,"15.2"
58753964,"T32","[['6', '6', '6', '6']]",4,4,"6"
58753964,"T33","[['15.2-16.0', '15.2-16.0', '15.2-16.0', '15.2-16.0']]",4,4,"15.2-16.0"
58753964,"T34","[['15.5', '15.5', '15.5', '15.5']]",4,4,"15.5"
58753964,"T38","[['2', '2', '2', '2']]",4,4,"2"
58753964,"T39","[['16.0-16.7', '16.0-16.7', '16.0-16.7', '16.0-16.7']]",4,4,"16.0-16.7"
58753964,"T40","[['16.4', '16.4', '16.4', '16.4']]",4,4,"16.4"
58753964,"T44","[['1', '1', '1', '1']]",4,4,"1"
58753964,"T45","[['.', '...'], ['.', ''], ['.', '']]",2,1,". . ."
58753964,"T46","[['17.0', '17.0', '17.0', '17.0']]",4,4,"17.0"
58753966,"T2","[['1', '1', '1', '1']]",4,4,"1"
58753966,"T3","[['12.1', '12.1', '12.1', '12.1']]",4,4,"12.1"
58753966,"T8","[['1', '1', '1', '1']]",4,4,"1"
58753966,"T9","[['14.8', '14.8', '14.8', '14.8']]",4,4,"14.8"
58753967,"T2","[['2', '2', '2', '2']]",4,4,"2"
58753967,"T3","[['10.0-10.6', '10.0-10.6', '10.0-10.6', '10.0-10.6']]",4,4,"10.0-10.6"
58753967,"T4","[['10.3', '10.3', '10.3', '10.3']]",4,4,"10.3"
58753967,"T8","[['2', '2', '2', '2']]",4,4,"2"
58753967,"T9","[['11.1-13.2', '11.1-13.2', '11.1-13.2', '11.1-13.2']]",4,4,"11.1-13.2"
58753967,"T10","[['12.2', '12.2', '12.2', '12.2']]",4,4,"12.2"
58753967,"T14","[['24', '24', '24', '24']]",4,4,"24"
58753967,"T15","[['11.7-13.6', '11.7-13.6', '11.7-13.6', '11.7-13.6']]",4,4,"11.7-13.6"
58753967,"T16","[['12.6', '12.6', '12.6', '12.6']]",4,4,"12.6"
58753967,"T20","[['32', '32', '32', '32']]",4,4,"32"
58753967,"T21","[['12.6-14.9', '12.6-14.9', '12.6-14.9', '12.6-14.9']]",4,4,"12.6-14.9"
58753967,"T22","[['13.7', '13.7', '13.7', '13.7']]",4,4,"13.7"
58753967,"T26","[['12', '12', '12', '12']]",4,4,"12"
58753967,"T27","[['13.8-16.3', '13.8-16.3', '13.8-16.3', '13.8-16.3']]",4,4,"13.8-16.3"
58753967,"T28","[['14.8', '14.8', '14.8', '14.8']]",4,4,"14.8"
58753967,"T32","[['14', '14', '14', '14']]",4,4,"14"
58753967,"T33","[['14.0-16.7', '14.0-16.7', '14.0-16.7', '14.0-16.7']]",4,4,"14.0-16.7"
58753967,"T34","[['15.4', '15.4', '15.4', '15.4']]",4,4,"15.4"
58753967,"T38","[['1', '1', '1', '1']]",4,4,"1"
58753967,"T39","[['...', '...']]",2,2,"..."
58753967,"T40","[['15.4', '15.4', '15.4', '15.4']]",4,4,"15.4"
58753968,"T2","[['2', '2', '2', '2']]",4,4,"2"
58753968,"T3","[['9.9-10.4', '9.9-10.4', '9.9-10.4', '9.9-10.4']]",4,4,"9.9-10.4"
58753968,"T4","[['10.2', '10.2', '10.2', '10.2']]",4,4,"10.2"
58753968,"T8","[['2', '2', '2', '2']]",4,4,"2"
58753968,"T9","[['10.5-12.3', '10.5-12.3', '10.5-12.3', '10.5-12.3']]",4,4,"10.5-12.3"
58753968,"T10","[['11.4', '11.4', '11.4', '11.4']]",4,4,"11.4"
58753968,"T14","[['6', '6', '6', '6']]",4,4,"6"
58753968,"T15","[['12.5-13.1', '12.5-13.1', '12.5-13.1', '12.5-13.1']]",4,4,"12.5-13.1"
58753968,"T16","[['12.7', '12.7', '12.7', '12.7']]",4,4,"12.7"
58753968,"T20","[['3', '3', '3', '3']]",4,4,"3"
58753968,"T21","[['13.5-14.6', '13.5-14.6', '13.5-14.6', '13.5-14.6']]",4,4,"13.5-14.6"
58753968,"T22","[['14.0', '14.0', '14.0', '14.0']]",4,4,"14.0"
58753968,"T26","[['2', '2', '2', '2']]",4,4,"2"
58753968,"T27","[['14.2-14.9', '14.2-14.9', '14.2-14.9', '14.2-14.9']]",4,4,"14.2-14.9"
58753968,"T28","[['14.6', '14.6', '14.6', '14.6']]",4,4,"14.6"
58753968,"T32","[['3', '3', '3', '3']]",4,4,"3"
58753968,"T33","[['16.3-17.1', '16.3-17.1', '16.3-17.1', '16.3-17.1']]",4,4,"16.3-17.1"
58753968,"T34","[['16.7', '16.7', '16.7', '16.7']]",4,4,"16.7"
58753995,"T2","[['4', '4', '4', '4']]",4,4,"4"
58753995,"T3","[['9.9-11.2', '9.9-11.2', '9.9-11.2', '9.9-11.2']]",4,4,"9.9-11.2"
58753995,"T4","[['10.7', '10.7', '10.7', '10.7']]",4,4,"10.7"
58753995,"T8","[['43', '43', '43', '43']]",4,4,"43"
58753995,"T9","[['10.7-12.9', '10.7-12.9', '10.7-12.9', '10.7-12.9']]",4,4,"10.7-12.9"
58753995,"T10","[['11.6', '11.6', '11.6', '11.6']]",4,4,"11.6"
58753995,"T14","[['28', '28', '28', '28']]",4,4,"28"
58753995,"T15","[['11.1-13.3', '11.1-13.3', '11.1-13.3', '11.1-13.3']]",4,4,"11.1-13.3"
58753995,"T16","[['12.5', '12.5', '12.5', '12.5']]",4,4,"12.5"
58753995,"T20","[['18', '18', '18', '18']]",4,4,"18"
58753995,"T21","[['12.3-14.9', '12.3-14.9', '12.3-14.9', '12.3-14.9']]",4,4,"12.3-14.9"
58753995,"T22","[['13.6', '13.6', '13.6', '13.6']]",4,4,"13.6"
58753995,"T26","[['17', '17', '17', '17']]",4,4,"17"
58753995,"T27","[['12.6-15.3', '12.6-15.3', '12.6-15.3', '12.6-15.3']]",4,4,"12.6-15.3"
58753995,"T28","[['14.2', '14.2', '14.2', '14.2']]",4,4,"14.2"
58753995,"T32","[['4', '4', '4', '4']]",4,4,"4"
58753995,"T33","[['15.2-17.3', '15.2-17.3', '15.2-17.3', '15.2-17.3']]",4,4,"15.2-17.3"
58753995,"T34","[['16.1', '16.1', '16.1', '16.1']]",4,4,"16.1"
58753995,"T38","[['1']]",1,1,"1"
58753995,"T39","[['18.2']]",1,1,"18.2"
58753995,"T40","[['18.2']]",1,1,"18.2"
58753995,"T44","[['1', '1', '1']]",3,3,"1"
58753995,"T45","[['18.2', '18.2', '18.2']]",3,3,"18.2"
58753995,"T46","[['18.2', '18.2', '18.2']]",3,3,"18.2"
58754017,"T2","[['7', '7', '7', '7']]",4,4,"7"
58754017,"T3","[['8.0-8.1', '8.0-8.1', '8.0-8.1', '8.0-8.1']]",4,4,"8.0-8.1"
58754017,"T4","[['8.1', '8.1', '8.1', '8.1']]",4,4,"8.1"
58754017,"T8","[['7', '7', '7', '7']]",4,4,"7"
58754017,"T9","[['10.7-12.9', '10.7-12.98', '10.7-12.98', '10.7-12.98']]",4,3,"10.7-12.98"
58754017,"T10","[['11.1', '11.1', '11.1', '11.1']]",4,4,"11.1"
58754017,"T14","[['22', '22', '22', '22']]",4,4,"22"
58754017,"T15","[['10.2-14.7', '10.2-14.7', '10.2-14.7', '10.2-14.7']]",4,4,"10.2-14.7"
58754017,"T16","[['11.7', '11.7', '11.7', '11.7']]",4,4,"11.7"
58754017,"T20","[['7', '7', '7', '7']]",4,4,"7"
58754017,"T21","[['14.1-15.0', '14.1-15.0', '14.1-15.0', '14.1-15.0']]",4,4,"14.1-15.0"
58754017,"T22","[['14.6', '14.6', '14.6', '14.6']]",4,4,"14.6"
58754017,"T26","[['1', '1', '1', '1']]",4,4,"1"
58754017,"T27","[['16.0', '16.0', '16.0', '16.0']]",4,4,"16.0"
58754017,"T28","[['16.0', '16.0', '16.0', '16.0']]",4,4,"16.0"
58754023,"T2","[['5', '5', '5', '5']]",4,4,"5"
58754023,"T3","[['9.2-10.7', '9.2-10.7', '9.2-10.7', '9.2-10.7']]",4,4,"9.2-10.7"
58754023,"T4","[['9.6', '9.6', '9.6', '9.6']]",4,4,"9.6"
58754023,"T8","[['12', '12', '12', '12']]",4,4,"12"
58754023,"T9","[['10.9-12.7', '10.9-12.7', '10.9-12.7', '10.9-12.7']]",4,4,"10.9-12.7"
58754023,"T10","[['11.6', '11.6', '11.6', '11.6']]",4,4,"11.6"
58754023,"T14","[['15', '15', '15', '15']]",4,4,"15"
58754023,"T15","[['11.9-13.4', '11.9-13.4', '11.9-13.4', '11.9-13.4']]",4,4,"11.9-13.4"
58754023,"T16","[['12.8', '12.8', '12.8', '12.8']]",4,4,"12.8"
58754023,"T20","[['21', '21', '21', '21']]",4,4,"21"
58754023,"T21","[['13.2-16.1', '13.2-16.1', '13.2-16.1', '13.2-16.1']]",4,4,"13.2-16.1"
58754023,"T22","[['15.0', '15.0', '15.0', '15.0']]",4,4,"15.0"
58754028,"T2","[['2', '2', '2', '2']]",4,4,"2"
58754028,"T3","[['24.6-27.0', '24.6-27.0', '24.6-27.0cm', '24.6-27.0']]",4,3,"24.6-27.0"
58754028,"T4","[['25.8', '25.8', '25.8cm', '25.8']]",4,3,"25.8"
58754028,"T8","[['16', '16', '16', '16']]",4,4,"16"
58754028,"T9","[['26.0-29.0', '26.0-29.0', '26.0-29.0cm', '26.0-29.0']]",4,3,"26.0-29.0"
58754028,"T10","[['28.2', '28.2', '28.2cm', '28.2']]",4,3,"28.2"
58754028,"T14","[['15', '15', '15', '15']]",4,4,"15"
58754028,"T15","[['29.7-34.5', '29.7-34.5', '29.7-34.5cm', '29.7-34.5']]",4,3,"29.7-34.5"
58754028,"T16","[['31.5', '31.5', '31.5cm', '31.5']]",4,3,"31.5"
58754028,"T20","[['23', '23', '23', '23']]",4,4,"23"
58754028,"T21","[['31.7-37.0', '31.7-37.0', '31.7-37.0cm', '31.7-37.0']]",4,3,"31.7-37.0"
58754028,"T22","[['34.4', '34.4', '34.4cm', '34.4']]",4,3,"34.4"
58754028,"T26","[['12', '12', '12', '12']]",4,4,"12"
58754028,"T27","[['34.0-38.4', '34.0-38.4', '34.0-38.4cm', '34.0-38.4']]",4,3,"34.0-38.4"
58754028,"T28","[['37.3', '37.3', '37.3cm', '37.3']]",4,3,"37.3"
58754028,"T32","[['4', '4', '4', '4']]",4,4,"4"
58754028,"T33","[['35.2-41.0', '35.2-41.0', '35.2-41.0cm', '35.2-41.0']]",4,3,"35.2-41.0"
58754028,"T34","[['38.4', '38.4', '38.4cm', '38.4']]",4,3,"38.4"
58754090,"T2","[['3', '3', '3', '3']]",4,4,"3"
58754090,"T3","[['10.4-12.5', '10.4-12.5', '10.4-12.5', '10.4-12.5']]",4,4,"10.4-12.5"
58754090,"T4","[['11.4', '11.4', '11.4', '11.4']]",4,4,"11.4"
58754090,"T8","[['2', '2', '2', '2']]",4,4,"2"
58754090,"T9","[['13.5-14.5', '13.5-14.5', '13.5-14.5', '13.5-14.5']]",4,4,"13.5-14.5"
58754090,"T10","[['14.0', '14.0', '14.0', '14.0']]",4,4,"14.0"
58754428,"T2","[['11', '11', '11', '11']]",4,4,"11"
58754428,"T3","[['7.1-8.7', '7.1-8.7', '7.1-8.7', '7.1-8.7']]",4,4,"7.1-8.7"
58754428,"T4","[['7.6', '7.6', '7.6', '7.6']]",4,4,"7.6"
58754442,"T2","[['1', '1', '1', '1']]",4,4,"1"
58754442,"T3","[['17.0', '17.0', '17.0', '17.0']]",4,4,"17.0"
58754442,"T4","[['17', '17.0', '17', '17']]",4,3,"17"
58754442,"T8","[['6', '6', '6', '6']]",4,4,"6"
58754442,"T9","[['17.0-19.0', '17.0-19.0', '17.0-19.0', '17.0-19.0']]",4,4,"17.0-19.0"
58754442,"T10","[['18', '18', '18', '18']]",4,4,"18"
58754465,"T2","[['2', '2', '2', '2']]",4,4,"2"
58754465,"T3","[['7.8-8.0', '7.8-8.0', '7.8-8.0', '7.8-8.0']]",4,4,"7.8-8.0"
58754465,"T4","[['7.9', '7.9', '7.9', '7.9']]",4,4,"7.9"
58754465,"T8","[['1', '1', '1', '1']]",4,4,"1"
58754465,"T9","[['8.1', '8.1', '5.5', '8.1']]",4,3,"8.1"
58754465,"T10","[['8.1', '8.1', '5.5', '8.1']]",4,3,"8.1"
58754524,"T2","[['7', '7', '7', '7']]",4,4,"7"
58754524,"T3","[['11.5-13.6', '11.5-13.6', '11.5-13.6', '11.5-13.6']]",4,4,"11.5-13.6"
58754524,"T4","[['11.9', '11.9', '11.9', '11.9']]",4,4,"11.9"
58754524,"T8","[['1', '1', '1', '1']]",4,4,"1"
58754524,"T9","[['13.9', '13.9', '13.9', '13.9']]",4,4,"13.9"
58754524,"T10","[['13.9', '13.9', '13.9', '13.9']]",4,4,"13.9"
58754524,"T14","[['5', '5', '5', '5']]",4,4,"5"
58754524,"T15","[['13.8-15.9', '13.8-15.9', '13.8-15.9', '13.8-15.9']]",4,4,"13.8-15.9"
58754524,"T16","[['14.5', '14.5', '14.5', '14.5']]",4,4,"14.5"
58754524,"T20","[['4', '4', '4', '4']]",4,4,"4"
58754524,"T21","[['13.2-14.1', '13.2-14.1', '13.2-14.1', '13.2-14.1']]",4,4,"13.2-14.1"
58754524,"T22","[['13.7', '13.7', '13.7', '13.7']]",4,4,"13.7"
58754524,"T26","[['1', '1', '1', '1']]",4,4,"1"
58754524,"T27","[['14.6', '14.6', '14.6', '14.6']]",4,4,"14.6"
58754524,"T28","[['14.6', '14.6', '14.6', '14.6']]",4,4,"14.6"
58754525,"T2","[['1', '1', '1', '1']]",4,4,"1"
58754525,"T3","[['9.6', '9.6', '9.6', '9.6']]",4,4,"9.6"
58754525,"T4","[['9.6', '9.6', '9.6', '9.6']]",4,4,"9.6"
58754525,"T8","[['2', '2', '2', '2']]",4,4,"2"
58754525,"T9","[['10.1-10.5', '10.1-10.5', '10.1-10.5', '10.1-10.5']]",4,4,"10.1-10.5"
58754525,"T10","[['10.3', '10.3', '10.3', '10.3']]",4,4,"10.3"
58754525,"T14","[['2', '2', '2', '2']]",4,4,"2"
58754525,"T15","[['11.4-11.6', '11.4-11.6', '11.4-11.6', '11.4-11.6']]",4,4,"11.4-11.6"
58754525,"T16","[['11.5', '11.5', '11.5', '11.5']]",4,4,"11.5"
58754525,"T20","[['1', '1', '1', '1']]",4,4,"1"
58754525,"T21","[['12.3', '12.5', '12.3', '12.5']]",4,2,"12.3"
58754525,"T22","[['12.3', '12.5', '12.3', '12.5']]",4,2,"12.3"
58754526,"T2","[['1', '1', '1', '1']]",4,4,"1"
