subject_id,workflow_id,task,reducer,data.aggregation_version,data.value
58642614,18896,T7,dropdown_reducer,3.4.5,[{'1d70b32c8ad1b': 4}]
58642614,18896,T13,dropdown_reducer,3.4.5,[{'0c53014992914': 4}]
58642614,18896,T19,dropdown_reducer,3.4.5,[{'434abc437c30f': 4}]
58642614,18896,T25,dropdown_reducer,3.4.5,[{'b623c4c23ecec': 3}]
58642614,18896,T31,dropdown_reducer,3.4.5,[{'4b91f9d199f26': 3}]
58642614,18896,T37,dropdown_reducer,3.4.5,[{'15ba9c14e119': 3}]
58642614,18896,T43,dropdown_reducer,3.4.5,
58642614,18896,T49,dropdown_reducer,3.4.5,
58642614,18896,T55,dropdown_reducer,3.4.5,
58642614,18896,T61,dropdown_reducer,3.4.5,
58642614,18896,T67,dropdown_reducer,3.4.5,
58642614,18896,T73,dropdown_reducer,3.4.5,
58642614,18896,T79,dropdown_reducer,3.4.5,
58642615,18896,T1,dropdown_reducer,3.4.5,
58642615,18896,T7,dropdown_reducer,3.4.5,
58642615,18896,T13,dropdown_reducer,3.4.5,
58642615,18896,T19,dropdown_reducer,3.4.5,
58642615,18896,T25,dropdown_reducer,3.4.5,
58642615,18896,T31,dropdown_reducer,3.4.5,
58642615,18896,T37,dropdown_reducer,3.4.5,
58642615,18896,T43,dropdown_reducer,3.4.5,
58642615,18896,T49,dropdown_reducer,3.4.5,
58642615,18896,T55,dropdown_reducer,3.4.5,
58642615,18896,T61,dropdown_reducer,3.4.5,
58642615,18896,T67,dropdown_reducer,3.4.5,
58642615,18896,T73,dropdown_reducer,3.4.5,
58642615,18896,T79,dropdown_reducer,3.4.5,
58642616,18896,T1,dropdown_reducer,3.4.5,
58642616,18896,T7,dropdown_reducer,3.4.5,
58642616,18896,T13,dropdown_reducer,3.4.5,
58642616,18896,T19,dropdown_reducer,3.4.5,
58642616,18896,T25,dropdown_reducer,3.4.5,
58642616,18896,T31,dropdown_reducer,3.4.5,
58642616,18896,T37,dropdown_reducer,3.4.5,
58642616,18896,T43,dropdown_reducer,3.4.5,
58642616,18896,T49,dropdown_reducer,3.4.5,
58642616,18896,T55,dropdown_reducer,3.4.5,
58642616,18896,T61,dropdown_reducer,3.4.5,
58642616,18896,T67,dropdown_reducer,3.4.5,
58642616,18896,T73,dropdown_reducer,3.4.5,
58642616,18896,T79,dropdown_reducer,3.4.5,
58642617,18896,T1,dropdown_reducer,3.4.5,
58642617,18896,T7,dropdown_reducer,3.4.5,
58642617,18896,T13,dropdown_reducer,3.4.5,
58642617,18896,T19,dropdown_reducer,3.4.5,
58642617,18896,T25,dropdown_reducer,3.4.5,
58642617,18896,T31,dropdown_reducer,3.4.5,
58642617,18896,T37,dropdown_reducer,3.4.5,
58642617,18896,T43,dropdown_reducer,3.4.5,
58642617,18896,T49,dropdown_reducer,3.4.5,
58642617,18896,T55,dropdown_reducer,3.4.5,
58642617,18896,T61,dropdown_reducer,3.4.5,
58642617,18896,T67,dropdown_reducer,3.4.5,
58642617,18896,T73,dropdown_reducer,3.4.5,
58642617,18896,T79,dropdown_reducer,3.4.5,
58642618,18896,T1,dropdown_reducer,3.4.5,
58642618,18896,T7,dropdown_reducer,3.4.5,
58642618,18896,T13,dropdown_reducer,3.4.5,
58642618,18896,T19,dropdown_reducer,3.4.5,
58642618,18896,T25,dropdown_reducer,3.4.5,
58642618,18896,T31,dropdown_reducer,3.4.5,
58642618,18896,T37,dropdown_reducer,3.4.5,
58642618,18896,T43,dropdown_reducer,3.4.5,
58642618,18896,T49,dropdown_reducer,3.4.5,
58642618,18896,T55,dropdown_reducer,3.4.5,
58642618,18896,T61,dropdown_reducer,3.4.5,
58642618,18896,T67,dropdown_reducer,3.4.5,
58642618,18896,T73,dropdown_reducer,3.4.5,
58642618,18896,T79,dropdown_reducer,3.4.5,
58642619,18896,T1,dropdown_reducer,3.4.5,[{'f0f2d281e7e4': 4}]
58642619,18896,T7,dropdown_reducer,3.4.5,[{'1d70b32c8ad1b': 4}]
58642619,18896,T13,dropdown_reducer,3.4.5,[{'0c53014992914': 4}]
58642619,18896,T19,dropdown_reducer,3.4.5,
58642619,18896,T25,dropdown_reducer,3.4.5,
58642619,18896,T31,dropdown_reducer,3.4.5,
58642619,18896,T37,dropdown_reducer,3.4.5,
58642619,18896,T43,dropdown_reducer,3.4.5,
58642619,18896,T49,dropdown_reducer,3.4.5,
58642619,18896,T55,dropdown_reducer,3.4.5,
58642619,18896,T61,dropdown_reducer,3.4.5,
58642619,18896,T67,dropdown_reducer,3.4.5,
58642619,18896,T73,dropdown_reducer,3.4.5,
58642619,18896,T79,dropdown_reducer,3.4.5,
58642620,18896,T1,dropdown_reducer,3.4.5,
58642620,18896,T7,dropdown_reducer,3.4.5,
58642620,18896,T13,dropdown_reducer,3.4.5,
58642620,18896,T19,dropdown_reducer,3.4.5,
58642620,18896,T25,dropdown_reducer,3.4.5,
58642620,18896,T31,dropdown_reducer,3.4.5,
58642620,18896,T37,dropdown_reducer,3.4.5,
58642620,18896,T43,dropdown_reducer,3.4.5,
58642620,18896,T49,dropdown_reducer,3.4.5,
58642620,18896,T55,dropdown_reducer,3.4.5,
58642620,18896,T61,dropdown_reducer,3.4.5,
58642620,18896,T67,dropdown_reducer,3.4.5,
58642620,18896,T73,dropdown_reducer,3.4.5,
58642620,18896,T79,dropdown_reducer,3.4.5,
58642621,18896,T1,dropdown_reducer,3.4.5,
58642621,18896,T7,dropdown_reducer,3.4.5,
58642621,18896,T13,dropdown_reducer,3.4.5,
58642621,18896,T19,dropdown_reducer,3.4.5,
58642621,18896,T25,dropdown_reducer,3.4.5,
58642621,18896,T31,dropdown_reducer,3.4.5,
58642621,18896,T37,dropdown_reducer,3.4.5,
58642621,18896,T43,dropdown_reducer,3.4.5,
58642621,18896,T49,dropdown_reducer,3.4.5,
58642621,18896,T55,dropdown_reducer,3.4.5,
58642621,18896,T61,dropdown_reducer,3.4.5,
58642621,18896,T67,dropdown_reducer,3.4.5,
58642621,18896,T73,dropdown_reducer,3.4.5,
58642621,18896,T79,dropdown_reducer,3.4.5,
58642622,18896,T1,dropdown_reducer,3.4.5,
58642622,18896,T7,dropdown_reducer,3.4.5,
58642622,18896,T13,dropdown_reducer,3.4.5,
58642622,18896,T19,dropdown_reducer,3.4.5,
58642622,18896,T25,dropdown_reducer,3.4.5,
58642622,18896,T31,dropdown_reducer,3.4.5,
58642622,18896,T37,dropdown_reducer,3.4.5,
58642622,18896,T43,dropdown_reducer,3.4.5,
58642622,18896,T49,dropdown_reducer,3.4.5,
58642622,18896,T55,dropdown_reducer,3.4.5,
58642622,18896,T61,dropdown_reducer,3.4.5,
58642622,18896,T67,dropdown_reducer,3.4.5,
58642622,18896,T73,dropdown_reducer,3.4.5,
58642622,18896,T79,dropdown_reducer,3.4.5,
58642623,18896,T1,dropdown_reducer,3.4.5,
58642623,18896,T7,dropdown_reducer,3.4.5,
58642623,18896,T13,dropdown_reducer,3.4.5,
58642623,18896,T19,dropdown_reducer,3.4.5,
58642623,18896,T25,dropdown_reducer,3.4.5,
58642623,18896,T31,dropdown_reducer,3.4.5,
58642623,18896,T37,dropdown_reducer,3.4.5,
58642623,18896,T43,dropdown_reducer,3.4.5,
58642623,18896,T49,dropdown_reducer,3.4.5,
58642623,18896,T55,dropdown_reducer,3.4.5,
58642623,18896,T61,dropdown_reducer,3.4.5,
58642623,18896,T67,dropdown_reducer,3.4.5,
58642623,18896,T73,dropdown_reducer,3.4.5,
58642623,18896,T79,dropdown_reducer,3.4.5,
58642624,18896,T1,dropdown_reducer,3.4.5,[{'f0f2d281e7e4': 4}]
58642624,18896,T7,dropdown_reducer,3.4.5,[{'03993d432fa92': 4}]
58642624,18896,T13,dropdown_reducer,3.4.5,[{'2b395fc4e7a': 4}]
58642624,18896,T19,dropdown_reducer,3.4.5,[{'cb229a1ba0adb': 4}]
58642624,18896,T25,dropdown_reducer,3.4.5,[{'5cf2b8800b176': 4}]
58642624,18896,T31,dropdown_reducer,3.4.5,
58642624,18896,T37,dropdown_reducer,3.4.5,
58642624,18896,T43,dropdown_reducer,3.4.5,
58642624,18896,T49,dropdown_reducer,3.4.5,
58642624,18896,T55,dropdown_reducer,3.4.5,
58642624,18896,T61,dropdown_reducer,3.4.5,
58642624,18896,T67,dropdown_reducer,3.4.5,
58642624,18896,T73,dropdown_reducer,3.4.5,
58642624,18896,T79,dropdown_reducer,3.4.5,
58642625,18896,T1,dropdown_reducer,3.4.5,[{'f8b7b8eb6ec54': 4}]
58642625,18896,T7,dropdown_reducer,3.4.5,[{'bf7e0bd7c1939': 4}]
58642625,18896,T13,dropdown_reducer,3.4.5,[{'c519ea1bfda8f': 4}]
58642625,18896,T19,dropdown_reducer,3.4.5,[{'85b813dec57b6': 4}]
58642625,18896,T25,dropdown_reducer,3.4.5,[{'d0466fadfa1b7': 4}]
58642625,18896,T31,dropdown_reducer,3.4.5,[{'a240dcfa867b1': 4}]
58642625,18896,T37,dropdown_reducer,3.4.5,[{'c53862bdedd15': 4}]
58642625,18896,T43,dropdown_reducer,3.4.5,[{'f14ca1b4d95f4': 4}]
58642625,18896,T49,dropdown_reducer,3.4.5,[{'76024d0039f07': 4}]
58642625,18896,T55,dropdown_reducer,3.4.5,[{'b161aa7b2c027': 4}]
58642625,18896,T61,dropdown_reducer,3.4.5,
58642625,18896,T67,dropdown_reducer,3.4.5,
58642625,18896,T73,dropdown_reducer,3.4.5,
58642625,18896,T79,dropdown_reducer,3.4.5,
58642626,18896,T1,dropdown_reducer,3.4.5,
58642626,18896,T7,dropdown_reducer,3.4.5,
58642626,18896,T13,dropdown_reducer,3.4.5,
58642626,18896,T19,dropdown_reducer,3.4.5,
58642626,18896,T25,dropdown_reducer,3.4.5,
58642626,18896,T31,dropdown_reducer,3.4.5,
58642626,18896,T37,dropdown_reducer,3.4.5,
58642626,18896,T43,dropdown_reducer,3.4.5,
58642626,18896,T49,dropdown_reducer,3.4.5,
58642626,18896,T55,dropdown_reducer,3.4.5,
58642626,18896,T61,dropdown_reducer,3.4.5,
58642626,18896,T67,dropdown_reducer,3.4.5,
58642626,18896,T73,dropdown_reducer,3.4.5,
58642626,18896,T79,dropdown_reducer,3.4.5,
58642627,18896,T1,dropdown_reducer,3.4.5,
58642627,18896,T7,dropdown_reducer,3.4.5,
58642627,18896,T13,dropdown_reducer,3.4.5,
58642627,18896,T19,dropdown_reducer,3.4.5,
58642627,18896,T25,dropdown_reducer,3.4.5,
58642627,18896,T31,dropdown_reducer,3.4.5,
58642627,18896,T37,dropdown_reducer,3.4.5,
58642627,18896,T43,dropdown_reducer,3.4.5,
58642627,18896,T49,dropdown_reducer,3.4.5,
58642627,18896,T55,dropdown_reducer,3.4.5,
58642627,18896,T61,dropdown_reducer,3.4.5,
58642627,18896,T67,dropdown_reducer,3.4.5,
58642627,18896,T73,dropdown_reducer,3.4.5,
58642627,18896,T79,dropdown_reducer,3.4.5,
58642628,18896,T1,dropdown_reducer,3.4.5,
58642628,18896,T7,dropdown_reducer,3.4.5,
58642628,18896,T13,dropdown_reducer,3.4.5,
58642628,18896,T19,dropdown_reducer,3.4.5,
58642628,18896,T25,dropdown_reducer,3.4.5,
58642628,18896,T31,dropdown_reducer,3.4.5,
58642628,18896,T37,dropdown_reducer,3.4.5,
58642628,18896,T43,dropdown_reducer,3.4.5,
58642628,18896,T49,dropdown_reducer,3.4.5,
58642628,18896,T55,dropdown_reducer,3.4.5,
58642628,18896,T61,dropdown_reducer,3.4.5,
58642628,18896,T67,dropdown_reducer,3.4.5,
58642628,18896,T73,dropdown_reducer,3.4.5,
58642628,18896,T79,dropdown_reducer,3.4.5,
58642629,18896,T1,dropdown_reducer,3.4.5,
58642629,18896,T7,dropdown_reducer,3.4.5,
58642629,18896,T13,dropdown_reducer,3.4.5,
58642629,18896,T19,dropdown_reducer,3.4.5,
58642629,18896,T25,dropdown_reducer,3.4.5,
58642629,18896,T31,dropdown_reducer,3.4.5,
58642629,18896,T37,dropdown_reducer,3.4.5,
58642629,18896,T43,dropdown_reducer,3.4.5,
58642629,18896,T49,dropdown_reducer,3.4.5,
58642629,18896,T55,dropdown_reducer,3.4.5,
58642629,18896,T61,dropdown_reducer,3.4.5,
58642629,18896,T67,dropdown_reducer,3.4.5,
58642629,18896,T73,dropdown_reducer,3.4.5,
58642629,18896,T79,dropdown_reducer,3.4.5,
58642630,18896,T1,dropdown_reducer,3.4.5,
58642630,18896,T7,dropdown_reducer,3.4.5,
58642630,18896,T13,dropdown_reducer,3.4.5,
58642630,18896,T19,dropdown_reducer,3.4.5,
58642630,18896,T25,dropdown_reducer,3.4.5,
58642630,18896,T31,dropdown_reducer,3.4.5,
58642630,18896,T37,dropdown_reducer,3.4.5,
58642630,18896,T43,dropdown_reducer,3.4.5,
58642630,18896,T49,dropdown_reducer,3.4.5,
58642630,18896,T55,dropdown_reducer,3.4.5,
58642630,18896,T61,dropdown_reducer,3.4.5,
58642630,18896,T67,dropdown_reducer,3.4.5,
58642630,18896,T73,dropdown_reducer,3.4.5,
58642630,18896,T79,dropdown_reducer,3.4.5,
58642631,18896,T1,dropdown_reducer,3.4.5,[{'cdf336e832874': 4}]
58642631,18896,T7,dropdown_reducer,3.4.5,[{'c2dbc505575d3': 4}]
58642631,18896,T13,dropdown_reducer,3.4.5,
58642631,18896,T19,dropdown_reducer,3.4.5,
58642631,18896,T25,dropdown_reducer,3.4.5,
58642631,18896,T31,dropdown_reducer,3.4.5,
58642631,18896,T37,dropdown_reducer,3.4.5,
58642631,18896,T43,dropdown_reducer,3.4.5,
58642631,18896,T49,dropdown_reducer,3.4.5,
58642631,18896,T55,dropdown_reducer,3.4.5,
58642631,18896,T61,dropdown_reducer,3.4.5,
58642631,18896,T67,dropdown_reducer,3.4.5,
58642631,18896,T73,dropdown_reducer,3.4.5,
58642631,18896,T79,dropdown_reducer,3.4.5,
58642632,18896,T1,dropdown_reducer,3.4.5,
58642632,18896,T7,dropdown_reducer,3.4.5,
58642632,18896,T13,dropdown_reducer,3.4.5,
58642632,18896,T19,dropdown_reducer,3.4.5,
58642632,18896,T25,dropdown_reducer,3.4.5,
58642632,18896,T31,dropdown_reducer,3.4.5,
58642632,18896,T37,dropdown_reducer,3.4.5,
58642632,18896,T43,dropdown_reducer,3.4.5,
58642632,18896,T49,dropdown_reducer,3.4.5,
58642632,18896,T55,dropdown_reducer,3.4.5,
58642632,18896,T61,dropdown_reducer,3.4.5,
58642632,18896,T67,dropdown_reducer,3.4.5,
58642632,18896,T73,dropdown_reducer,3.4.5,
58642632,18896,T79,dropdown_reducer,3.4.5,
58642633,18896,T1,dropdown_reducer,3.4.5,
58642633,18896,T7,dropdown_reducer,3.4.5,
58642633,18896,T13,dropdown_reducer,3.4.5,
58642633,18896,T19,dropdown_reducer,3.4.5,
58642633,18896,T25,dropdown_reducer,3.4.5,
58642633,18896,T31,dropdown_reducer,3.4.5,
58642633,18896,T37,dropdown_reducer,3.4.5,
58642633,18896,T43,dropdown_reducer,3.4.5,
58642633,18896,T49,dropdown_reducer,3.4.5,
58642633,18896,T55,dropdown_reducer,3.4.5,
58642633,18896,T61,dropdown_reducer,3.4.5,
58642633,18896,T67,dropdown_reducer,3.4.5,
58642633,18896,T73,dropdown_reducer,3.4.5,
58642633,18896,T79,dropdown_reducer,3.4.5,
58642634,18896,T1,dropdown_reducer,3.4.5,[{'7df24e749bb17': 4}]
58642634,18896,T7,dropdown_reducer,3.4.5,[{'bf7e0bd7c1939': 4}]
58642634,18896,T13,dropdown_reducer,3.4.5,[{'c519ea1bfda8f': 4}]
58642634,18896,T19,dropdown_reducer,3.4.5,[{'85b813dec57b6': 4}]
58642634,18896,T25,dropdown_reducer,3.4.5,
58642634,18896,T31,dropdown_reducer,3.4.5,
58642634,18896,T37,dropdown_reducer,3.4.5,
58642634,18896,T43,dropdown_reducer,3.4.5,
58642634,18896,T49,dropdown_reducer,3.4.5,
58642634,18896,T55,dropdown_reducer,3.4.5,
58642634,18896,T61,dropdown_reducer,3.4.5,
58642634,18896,T67,dropdown_reducer,3.4.5,
58642634,18896,T73,dropdown_reducer,3.4.5,
58642634,18896,T79,dropdown_reducer,3.4.5,
58642635,18896,T1,dropdown_reducer,3.4.5,[{'2ff4544f62747': 4}]
58642635,18896,T7,dropdown_reducer,3.4.5,[{'03993d432fa92': 4}]
58642635,18896,T13,dropdown_reducer,3.4.5,
58642635,18896,T19,dropdown_reducer,3.4.5,
58642635,18896,T25,dropdown_reducer,3.4.5,
58642635,18896,T31,dropdown_reducer,3.4.5,
58642635,18896,T37,dropdown_reducer,3.4.5,
58642635,18896,T43,dropdown_reducer,3.4.5,
58642635,18896,T49,dropdown_reducer,3.4.5,
58642635,18896,T55,dropdown_reducer,3.4.5,
58642635,18896,T61,dropdown_reducer,3.4.5,
58642635,18896,T67,dropdown_reducer,3.4.5,
58642635,18896,T73,dropdown_reducer,3.4.5,
58642635,18896,T79,dropdown_reducer,3.4.5,
58642636,18896,T1,dropdown_reducer,3.4.5,
58642636,18896,T7,dropdown_reducer,3.4.5,
58642636,18896,T13,dropdown_reducer,3.4.5,
58642636,18896,T19,dropdown_reducer,3.4.5,
58642636,18896,T25,dropdown_reducer,3.4.5,
58642636,18896,T31,dropdown_reducer,3.4.5,
58642636,18896,T37,dropdown_reducer,3.4.5,
58642636,18896,T43,dropdown_reducer,3.4.5,
58642636,18896,T49,dropdown_reducer,3.4.5,
58642636,18896,T55,dropdown_reducer,3.4.5,
58642636,18896,T61,dropdown_reducer,3.4.5,
58642636,18896,T67,dropdown_reducer,3.4.5,
58642636,18896,T73,dropdown_reducer,3.4.5,
58642636,18896,T79,dropdown_reducer,3.4.5,
58642637,18896,T1,dropdown_reducer,3.4.5,[{'f8b7b8eb6ec54': 4}]
58642637,18896,T7,dropdown_reducer,3.4.5,[{'bf7e0bd7c1939': 4}]
58642637,18896,T13,dropdown_reducer,3.4.5,[{'c519ea1bfda8f': 4}]
58642637,18896,T19,dropdown_reducer,3.4.5,[{'85b813dec57b6': 4}]
58642637,18896,T25,dropdown_reducer,3.4.5,[{'d0466fadfa1b7': 4}]
58642637,18896,T31,dropdown_reducer,3.4.5,[{'a240dcfa867b1': 4}]
58642637,18896,T37,dropdown_reducer,3.4.5,[{'414e475f23745': 4}]
58642637,18896,T43,dropdown_reducer,3.4.5,[{'ede1a6fc731f9': 4}]
58642637,18896,T49,dropdown_reducer,3.4.5,
58642637,18896,T55,dropdown_reducer,3.4.5,
58642637,18896,T61,dropdown_reducer,3.4.5,
58642637,18896,T67,dropdown_reducer,3.4.5,
58642637,18896,T73,dropdown_reducer,3.4.5,
58642637,18896,T79,dropdown_reducer,3.4.5,
58642638,18896,T1,dropdown_reducer,3.4.5,[{'f0f2d281e7e4': 4}]
58642638,18896,T7,dropdown_reducer,3.4.5,[{'bf7e0bd7c1939': 4}]
58642638,18896,T13,dropdown_reducer,3.4.5,[{'c519ea1bfda8f': 4}]
58642638,18896,T19,dropdown_reducer,3.4.5,[{'85b813dec57b6': 4}]
58642638,18896,T25,dropdown_reducer,3.4.5,
58642638,18896,T31,dropdown_reducer,3.4.5,
58642638,18896,T37,dropdown_reducer,3.4.5,
58642638,18896,T43,dropdown_reducer,3.4.5,
58642638,18896,T49,dropdown_reducer,3.4.5,
58642638,18896,T55,dropdown_reducer,3.4.5,
58642638,18896,T61,dropdown_reducer,3.4.5,
58642638,18896,T67,dropdown_reducer,3.4.5,
58642638,18896,T73,dropdown_reducer,3.4.5,
58642638,18896,T79,dropdown_reducer,3.4.5,
58642639,18896,T1,dropdown_reducer,3.4.5,
58642639,18896,T7,dropdown_reducer,3.4.5,
58642639,18896,T13,dropdown_reducer,3.4.5,
58642639,18896,T19,dropdown_reducer,3.4.5,
58642639,18896,T25,dropdown_reducer,3.4.5,
58642639,18896,T31,dropdown_reducer,3.4.5,
58642639,18896,T37,dropdown_reducer,3.4.5,
58642639,18896,T43,dropdown_reducer,3.4.5,
58642639,18896,T49,dropdown_reducer,3.4.5,
58642639,18896,T55,dropdown_reducer,3.4.5,
58642639,18896,T61,dropdown_reducer,3.4.5,
58642639,18896,T67,dropdown_reducer,3.4.5,
58642639,18896,T73,dropdown_reducer,3.4.5,
58642639,18896,T79,dropdown_reducer,3.4.5,
58642640,18896,T1,dropdown_reducer,3.4.5,[{'f0f2d281e7e4': 4}]
58642640,18896,T7,dropdown_reducer,3.4.5,[{'bf7e0bd7c1939': 4}]
58642640,18896,T13,dropdown_reducer,3.4.5,[{'c519ea1bfda8f': 4}]
58642640,18896,T19,dropdown_reducer,3.4.5,[{'85b813dec57b6': 4}]
58642640,18896,T25,dropdown_reducer,3.4.5,
58642640,18896,T31,dropdown_reducer,3.4.5,
58642640,18896,T37,dropdown_reducer,3.4.5,
58642640,18896,T43,dropdown_reducer,3.4.5,
58642640,18896,T49,dropdown_reducer,3.4.5,
58642640,18896,T55,dropdown_reducer,3.4.5,
58642640,18896,T61,dropdown_reducer,3.4.5,
58642640,18896,T67,dropdown_reducer,3.4.5,
58642640,18896,T73,dropdown_reducer,3.4.5,
