subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17792,T12,Remarks,"[['Minnows', 'Minnows', 'Minnows'], ['and', 'and', 'and'], ['a', 'a', 'a'], ['few', 'few', 'few'], ['centrarchids', 'centrarchids', 'centrarchids'], ['preserved.', 'preserved.', 'preserved.'], ['Hundreds', 'Hundreds', 'Hundreds'], ['of', 'of', 'of'], ['young', 'young', 'young'], ['-', '-', '-'], ['of', 'of', 'of'], ['-', '-', '-'], ['the', 'the', 'the'], ['-', '-', '-'], ['year', 'year', 'year'], ['bluegills', 'bluegills', 'bluegills'], ['and', 'and', 'and'], ['pumpkinseeds', 'pumpkinseeds', 'pumpkinseeds'], ['(mostly', '(mostly', '(mostly'], ['bluegills)', 'bluegills)', 'bluegills)'], ['released.', 'released', 'released']]",3.0,2.9523809523809526,Minnows and a few centrarchids preserved. Hundreds of young - of - the - year bluegills and pumpkinseeds (mostly bluegills) released
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17792,T17,Time,"[['3:40', '3:40-3:50', '3:40'], ['-', '', '-'], ['3:50', '', '3:50'], ['p.m.', 'P.M.', 'P.M.']]",3.0,2.0,3:40 - 3:50 P.M.
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17792,T18,Gear Used – Kind,"[['Seine', 'Seine', 'Seine']]",3.0,3.0,Seine
82937307,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Fennessey_FISHc_36.jpeg,,17792,T19,Gear Used – Mesh,"[['Common', 'Common', 'Common'], ['sense', 'sense', 'sense']]",3.0,3.0,Common sense
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T5,Gear Used – Length,"[['10', '10', '10'], ['minutes', 'minutes', 'minutes']]",3.0,3.0,10 minutes
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T7,Area Covered,"[['about', 'about', 'about'], ['200', '200', '200'], ['yds', 'yds', 'yds'], ['along', 'along', 'along'], ['shore', 'shore', 'shore']]",3.0,3.0,about 200 yds along shore
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T8,Water Surface Temperature,"[['54', '54', '54'], ['', '', 'degrees'], ['F', 'F', 'F']]",3.0,2.3333333333333335,54  F
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T9,Depth / Depth of Collection,"[[""1-4'"", ""1-4'"", ""1-4'""]]",3.0,3.0,1-4'
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T10,Point of Examination,"[['Flag', 'Flag', 'Flag'], ['station,', 'station,', 'station,'], ['south', 'south', 'south'], ['shore', 'shore', 'shore'], ['across', 'across', 'across'], ['from', 'from', 'from'], ['Big', 'Big', 'Big'], ['Bay', 'Bay', 'Bay']]",3.0,3.0,"Flag station, south shore across from Big Bay"
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T11,Field No.,,,,
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T12,Remarks,"[['Walleye', 'Walleye', 'Walleye'], ['survey', 'survey', 'survey-'], ['-', '-', ''], ['none', 'none', 'none'], ['taken.', 'taken', 'taken']]",3.0,2.4,Walleye survey - none taken
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T17,Time,"[['11:40-11:50', '11:40-11:50', '11:40-11:50'], ['', '', 'p.m.']]",3.0,2.0,11:40-11:50 p.m.
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T18,Gear Used – Kind,"[['230', '230', '230'], ['V', 'V', 'V'], ['AC', 'AC', 'AC'], ['boom', 'boom', 'boom'], ['shocker', 'shocker', 'shocker']]",3.0,3.0,230 v AC boomshocker
82937308,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_128.jpeg,,17792,T19,Gear Used – Mesh,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T5,Gear Used – Length,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T7,Area Covered,"[['1'], ['Fyke'], ['net'], ['-'], ['48'], ['hour'], ['set'], ['-'], ['2'], ['net'], ['nights']]",1.0,1.0,1 Fyke net - 48 hour set - 2 net nights
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T8,Water Surface Temperature,"[['48', '48', '48'], ['', 'degrees', ''], ['F', 'F', 'F.']]",3.0,2.0,48  F
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T9,Depth / Depth of Collection,"[[""1-6'"", ""1-6'"", ""1-6'""]]",3.0,3.0,1-6'
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T10,Point of Examination,"[['Vicinity', 'Vicinity', 'Vicinity'], ['of', 'of', 'of'], ['Ottawa', 'Ottawa', 'Ottawa'], ['Beach', 'Beach', 'Beach'], ['Inn', 'Inn-', 'Inn'], ['-', '', '-'], ['Station', 'Station', 'Station'], ['#5', '#5', '#5']]",3.0,2.75,Vicinity of Ottawa Beach Inn - Station #5
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T11,Field No.,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T12,Remarks,"[['Similar', 'Similar', 'Similar'], ['catch', 'catch', 'catch'], ['to', 'to', 'to'], ['1976', '1976', '1976'], ['survey', 'survey', 'survey'], ['results.', 'results.', 'results.'], ['Many', '', 'Many'], ['more', 'More', 'more'], ['brown', 'brown', 'brown'], ['trout', 'trout', 'trout'], ['this', 'this', 'this'], ['year.', 'year.', 'year.']]",3.0,2.8333333333333335,Similar catch to 1976 survey results. Many more brown trout this year.
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T17,Time,,,,
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T18,Gear Used – Kind,"[['1', '1', '1'], ['Experimental', 'Experimental', 'Experimental'], ['gill', 'gill', 'gill'], ['net,', 'net', ''], ['1', '1', ''], ['Fyke', 'Fyke', ''], ['net', 'net', ''], ['-', '-', ''], ['48', '48', ''], ['hour', 'hour', ''], ['set', 'set', ''], ['-', '-', ''], ['2', '2', ''], ['net', 'net', 'net'], ['nights', 'nights', '']]",3.0,2.2,"1 Experimental gill net, 1 Fyke net - 48 hour set - 2 net nights"
82937309,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_159.jpeg,,17792,T19,Gear Used – Mesh,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T5,Gear Used – Length,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T7,Area Covered,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T8,Water Surface Temperature,"[['44', '44', '44'], ['', '', 'degrees'], ['F', 'F', 'F']]",3.0,2.3333333333333335,44  F
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T9,Depth / Depth of Collection,"[['1', '1', '1'], ['to', 'to', 'to'], ['4', '4', '4'], ['ft.', 'ft.', 'ft.']]",3.0,3.0,1 to 4 ft.
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T10,Point of Examination,"[['East', 'East', 'East'], ['shore', 'shore', 'shore'], ['of', 'of', 'of'], ['Big', 'Big', 'Big'], ['Bay', 'Bay', 'Bay'], ['-', '-', '-'], ['Station', 'Station', 'Station'], ['#6', '#6', '#6.']]",3.0,2.875,East shore of Big Bay - Station #6
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T11,Field No.,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T12,Remarks,"[['The', 'The', 'The'], ['only', 'only', 'only'], ['fish', 'fish', 'fish'], ['in', 'in', 'in'], ['the', 'the', 'the'], ['trap', 'trap', 'trap'], ['net', 'net', 'net'], ['were', 'were', 'were'], ['20', '20', '20'], ['brown', 'brown', 'brown'], ['trout.', 'trout.', 'trout.'], ['Six', 'Six', 'Six'], ['additional', 'additional', 'additional'], ['brown', 'brown', 'brown'], ['trout', 'trout', 'trout'], ['and', 'and', 'and'], ['the', 'the', 'the'], ['other', 'other', 'other'], ['species', 'species', 'species'], ['were', 'were', 'were'], ['caught', 'caught', 'caught'], ['in', 'in', 'in'], ['the', 'the', 'the'], ['experimental', 'experimental', 'experimental'], ['gill', 'gill', 'gill'], ['net', 'net.', 'net.']]",3.0,2.9615384615384617,The only fish in the trap net were 20 brown trout. Six additional brown trout and the other species were caught in the experimental gill net.
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T17,Time,,,,
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T18,Gear Used – Kind,"[['1-', '1', '1'], ['', '-', '-'], ['experimental', 'experimental', 'experimental'], ['gill', 'gill', 'gill'], ['net', 'net,', 'net'], ['1', '1', '1'], ['-', '-', '-'], ['trap', 'trap', 'trap'], ['net', 'net', 'net'], ['-', '-', '-'], ['24', '24', '24'], ['hour', 'hour', 'hour'], ['set', 'set', 'set']]",3.0,2.769230769230769,1 - experimental gill net 1 - trap net - 24 hour set
82937311,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_173.jpeg,,17792,T19,Gear Used – Mesh,,,,
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T5,Gear Used – Length,"[['10', '10', '10'], ['minutes', ',minutes', 'minutes']]",3.0,2.5,10 minutes
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T7,Area Covered,"[['10', '10', '10'], ['minute', 'minute', 'minute'], ['run', 'run', 'run']]",3.0,3.0,10 minute run
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T8,Water Surface Temperature,"[['66', '66', '66'], ['', 'degrees', ''], ['', 'F', 'F']]",3.0,2.0,66  F
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T9,Depth / Depth of Collection,"[[""1-5'"", ""1-5'"", ""1-5'""]]",3.0,3.0,1-5'
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T10,Point of Examination,"[['Station', 'Station', 'Station'], ['#5', '#5-', '#5'], ['-', '', '-'], ['Ottawa', 'Ottawa', 'Ottawa'], ['Beach', 'Beach', 'beach']]",3.0,2.4,Station #5 - Ottawa Beach
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T11,Field No.,,,,
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T12,Remarks,"[['walleye', 'Walleye', 'walleye'], ['survey', 'survey-', 'survey'], ['-', '', '-'], ['none', 'none', 'none'], ['taken', 'taken.', 'taken.']]",3.0,2.2,Walleye survey - none taken
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T17,Time,"[['1:50', '1:50', '1:50'], ['p.m.', 'p.m.', 'p.m.']]",3.0,3.0,1:50 p.m.
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T18,Gear Used – Kind,"[['230', '230', '230'], ['v', 'v', 'v'], ['AC', 'AC', 'AC'], ['boomshocker', 'boomshocker', 'boomshocker']]",3.0,3.0,230 v AC boomshocker
82937313,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/single/Ottawa_Macatawa_FISHc_72.jpeg,,17792,T19,Gear Used – Mesh,,,,
82937345,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,17792,T5,Gear Used – Length,[['None.']],1.0,1.0,
