subject_id,workflow_id,task,reducer,data.value,data.aggregation_version
58643120,17771,T1,dropdown_reducer,[{'21': 4}],3.4.5
58643120,17771,T4,dropdown_reducer,,3.4.5
58643121,17771,T2,dropdown_reducer,"[{'1930': 3, '1980': 1}]",3.4.5
58643121,17771,T5,dropdown_reducer,[{'1980': 1}],3.4.5
58643121,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643121,17771,T3,dropdown_reducer,[{'47ddeb339107e': 1}],3.4.5
58643121,17771,T1,dropdown_reducer,[{'27': 4}],3.4.5
58643121,17771,T4,dropdown_reducer,[{'27': 1}],3.4.5
58643122,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643122,17771,T5,dropdown_reducer,,3.4.5
58643122,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58643122,17771,T3,dropdown_reducer,"[{'ea0681065fef1': 1, '1966a875a70d2': 1}]",3.4.5
58643122,17771,T1,dropdown_reducer,[{'2': 4}],3.4.5
58643122,17771,T4,dropdown_reducer,[{'2': 1}],3.4.5
58643123,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643123,17771,T5,dropdown_reducer,,3.4.5
58643123,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643123,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643123,17771,T1,dropdown_reducer,[{'3': 4}],3.4.5
58643123,17771,T4,dropdown_reducer,,3.4.5
58643124,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643124,17771,T5,dropdown_reducer,,3.4.5
58643124,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643124,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643124,17771,T1,dropdown_reducer,[{'4': 4}],3.4.5
58643124,17771,T4,dropdown_reducer,,3.4.5
58643125,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643125,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643125,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643125,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643125,17771,T1,dropdown_reducer,[{'5': 4}],3.4.5
58643125,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643126,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643126,17771,T5,dropdown_reducer,,3.4.5
58643126,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643126,17771,T3,dropdown_reducer,,3.4.5
58643126,17771,T1,dropdown_reducer,[{'29': 4}],3.4.5
58643126,17771,T4,dropdown_reducer,,3.4.5
58643127,17771,T2,dropdown_reducer,[{'1930': 3}],3.4.5
58643127,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643127,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643127,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643127,17771,T1,dropdown_reducer,[{'29': 4}],3.4.5
58643127,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643128,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643128,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643128,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643128,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643128,17771,T1,dropdown_reducer,[{'27': 4}],3.4.5
58643128,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643129,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643129,17771,T5,dropdown_reducer,,3.4.5
58643129,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643129,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643129,17771,T1,dropdown_reducer,[{'26': 4}],3.4.5
58643129,17771,T4,dropdown_reducer,,3.4.5
58643130,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643130,17771,T5,dropdown_reducer,,3.4.5
58643130,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58643130,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643130,17771,T1,dropdown_reducer,[{'9': 4}],3.4.5
58643130,17771,T4,dropdown_reducer,,3.4.5
58643131,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643131,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643131,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643131,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643131,17771,T1,dropdown_reducer,[{'25': 4}],3.4.5
58643131,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643132,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643132,17771,T5,dropdown_reducer,"[{'1930': 1, '8ae79aa0db4ed': 1}]",3.4.5
58643132,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643132,17771,T3,dropdown_reducer,"[{'2ef4a93fd756b': 1, '1966a875a70d2': 2}]",3.4.5
58643132,17771,T1,dropdown_reducer,[{'17': 4}],3.4.5
58643132,17771,T4,dropdown_reducer,"[{'17': 1, 'c3ecf8cf751a5': 1}]",3.4.5
58643133,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643133,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643133,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643133,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643133,17771,T1,dropdown_reducer,[{'4': 4}],3.4.5
58643133,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643134,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643134,17771,T5,dropdown_reducer,,3.4.5
58643134,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643134,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643134,17771,T1,dropdown_reducer,"[{'9': 1, '19': 3}]",3.4.5
58643134,17771,T4,dropdown_reducer,,3.4.5
58643135,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643135,17771,T5,dropdown_reducer,,3.4.5
58643135,17771,T0,dropdown_reducer,[{'c04b87f2c9237': 4}],3.4.5
58643135,17771,T3,dropdown_reducer,,3.4.5
58643135,17771,T1,dropdown_reducer,[{'30': 4}],3.4.5
58643135,17771,T4,dropdown_reducer,,3.4.5
58643136,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643136,17771,T5,dropdown_reducer,,3.4.5
58643136,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643136,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643136,17771,T1,dropdown_reducer,[{'11': 4}],3.4.5
58643136,17771,T4,dropdown_reducer,,3.4.5
58643137,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643137,17771,T5,dropdown_reducer,,3.4.5
58643137,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643137,17771,T3,dropdown_reducer,,3.4.5
58643137,17771,T1,dropdown_reducer,[{'18': 4}],3.4.5
58643137,17771,T4,dropdown_reducer,,3.4.5
58643138,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643138,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643138,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58643138,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643138,17771,T1,dropdown_reducer,[{'3': 4}],3.4.5
58643138,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643139,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643139,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643139,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58643139,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643139,17771,T1,dropdown_reducer,[{'9': 4}],3.4.5
58643139,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643140,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643140,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643140,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643140,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643140,17771,T1,dropdown_reducer,[{'5': 4}],3.4.5
58643140,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643141,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643141,17771,T5,dropdown_reducer,,3.4.5
58643141,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643141,17771,T3,dropdown_reducer,,3.4.5
58643141,17771,T1,dropdown_reducer,[{'5': 4}],3.4.5
58643141,17771,T4,dropdown_reducer,,3.4.5
58643142,17771,T2,dropdown_reducer,[{'1930': 3}],3.4.5
58643142,17771,T5,dropdown_reducer,,3.4.5
58643142,17771,T0,dropdown_reducer,[{'eac425a55b474': 3}],3.4.5
58643142,17771,T3,dropdown_reducer,,3.4.5
58643142,17771,T1,dropdown_reducer,[{'20': 3}],3.4.5
58643142,17771,T4,dropdown_reducer,,3.4.5
58643143,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643143,17771,T5,dropdown_reducer,,3.4.5
58643143,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643143,17771,T3,dropdown_reducer,,3.4.5
58643143,17771,T1,dropdown_reducer,[{'17': 4}],3.4.5
58643143,17771,T4,dropdown_reducer,,3.4.5
58643145,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643145,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643145,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643145,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643145,17771,T1,dropdown_reducer,[{'13': 4}],3.4.5
58643145,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643146,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643146,17771,T5,dropdown_reducer,"[{'1930': 1, '8ae79aa0db4ed': 1}]",3.4.5
58643146,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643146,17771,T3,dropdown_reducer,"[{'1966a875a70d2': 2, '2ef4a93fd756b': 1}]",3.4.5
58643146,17771,T1,dropdown_reducer,[{'2': 4}],3.4.5
58643146,17771,T4,dropdown_reducer,"[{'2': 1, 'c3ecf8cf751a5': 1}]",3.4.5
58643147,17771,T2,dropdown_reducer,[{'1930': 3}],3.4.5
58643147,17771,T5,dropdown_reducer,[{'1931': 3}],3.4.5
58643147,17771,T0,dropdown_reducer,,3.4.5
58643147,17771,T3,dropdown_reducer,,3.4.5
58643147,17771,T1,dropdown_reducer,,3.4.5
58643147,17771,T4,dropdown_reducer,,3.4.5
58643148,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643148,17771,T5,dropdown_reducer,,3.4.5
58643148,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643148,17771,T3,dropdown_reducer,,3.4.5
58643148,17771,T1,dropdown_reducer,[{'14': 4}],3.4.5
58643148,17771,T4,dropdown_reducer,,3.4.5
58643149,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643149,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643149,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58643149,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643149,17771,T1,dropdown_reducer,[{'4': 4}],3.4.5
58643149,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643150,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643150,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643150,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643150,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643150,17771,T1,dropdown_reducer,[{'16': 4}],3.4.5
58643150,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643151,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643151,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643151,17771,T0,dropdown_reducer,"[{'d506c1133b83d': 1, 'b43bbca0a37a5': 3}]",3.4.5
58643151,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643151,17771,T1,dropdown_reducer,[{'9': 4}],3.4.5
58643151,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643152,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643152,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643152,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643152,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643152,17771,T1,dropdown_reducer,[{'17': 4}],3.4.5
58643152,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643153,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643153,17771,T5,dropdown_reducer,,3.4.5
58643153,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643153,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643153,17771,T1,dropdown_reducer,[{'24': 4}],3.4.5
58643153,17771,T4,dropdown_reducer,,3.4.5
58643154,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643154,17771,T5,dropdown_reducer,,3.4.5
58643154,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643154,17771,T3,dropdown_reducer,[{'1966a875a70d2': 3}],3.4.5
58643154,17771,T1,dropdown_reducer,[{'26': 4}],3.4.5
58643154,17771,T4,dropdown_reducer,,3.4.5
58643155,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643155,17771,T5,dropdown_reducer,,3.4.5
58643155,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643155,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643155,17771,T1,dropdown_reducer,[{'18': 4}],3.4.5
58643155,17771,T4,dropdown_reducer,,3.4.5
58643156,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643156,17771,T5,dropdown_reducer,,3.4.5
58643156,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643156,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643156,17771,T1,dropdown_reducer,[{'20': 4}],3.4.5
58643156,17771,T4,dropdown_reducer,,3.4.5
58643157,17771,T2,dropdown_reducer,[{'1930': 4}],3.4.5
58643157,17771,T5,dropdown_reducer,,3.4.5
58643157,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643157,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643157,17771,T1,dropdown_reducer,[{'11': 4}],3.4.5
58643157,17771,T4,dropdown_reducer,,3.4.5
58643158,17771,T2,dropdown_reducer,"[{'1930': 3, '1980': 1}]",3.4.5
58643158,17771,T5,dropdown_reducer,,3.4.5
58643158,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58643158,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643158,17771,T1,dropdown_reducer,"[{'12': 3, '2': 1}]",3.4.5
58643158,17771,T4,dropdown_reducer,,3.4.5
58643160,17771,T2,dropdown_reducer,[{'1930': 3}],3.4.5
58643160,17771,T5,dropdown_reducer,,3.4.5
58643160,17771,T0,dropdown_reducer,[{'d506c1133b83d': 3}],3.4.5
58643160,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58643160,17771,T1,dropdown_reducer,[{'9': 3}],3.4.5
58643160,17771,T4,dropdown_reducer,,3.4.5
58643161,17771,T2,dropdown_reducer,[{'1930': 3}],3.4.5
58643161,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643161,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58643161,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643161,17771,T1,dropdown_reducer,[{'21': 3}],3.4.5
58643161,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58643170,17771,T2,dropdown_reducer,[{'1926': 4}],3.4.5
58643170,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58643170,17771,T0,dropdown_reducer,,3.4.5
58643170,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58643170,17771,T1,dropdown_reducer,,3.4.5
58643170,17771,T4,dropdown_reducer,,3.4.5
58643172,17771,T2,dropdown_reducer,[{'1938': 1}],3.4.5
58643172,17771,T5,dropdown_reducer,,3.4.5
58643172,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 1}],3.4.5
58643172,17771,T3,dropdown_reducer,,3.4.5
58643172,17771,T1,dropdown_reducer,[{'10': 1}],3.4.5
58643172,17771,T4,dropdown_reducer,,3.4.5
58643173,17771,T2,dropdown_reducer,[{'1930': 3}],3.4.5
58643173,17771,T5,dropdown_reducer,,3.4.5
58643173,17771,T0,dropdown_reducer,[{'316cb2a46a922': 3}],3.4.5
58643173,17771,T3,dropdown_reducer,,3.4.5
58643173,17771,T1,dropdown_reducer,[{'12': 3}],3.4.5
58643173,17771,T4,dropdown_reducer,,3.4.5
58686522,17771,T2,dropdown_reducer,[{'1890': 1}],3.4.5
58686522,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58686522,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 1}],3.4.5
58686522,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
58686522,17771,T1,dropdown_reducer,[{'9': 1}],3.4.5
58686522,17771,T4,dropdown_reducer,[{'11': 1}],3.4.5
58687243,17771,T2,dropdown_reducer,[{'1949': 4}],3.4.5
58687243,17771,T5,dropdown_reducer,,3.4.5
58687243,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58687243,17771,T3,dropdown_reducer,,3.4.5
58687243,17771,T1,dropdown_reducer,[{'14': 5}],3.4.5
58687243,17771,T4,dropdown_reducer,,3.4.5
58687244,17771,T2,dropdown_reducer,[{'1937': 4}],3.4.5
58687244,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 2}],3.4.5
58687244,17771,T0,dropdown_reducer,[{'eac425a55b474': 4}],3.4.5
58687244,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58687244,17771,T1,dropdown_reducer,[{'19': 4}],3.4.5
58687244,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 2}],3.4.5
58687245,17771,T2,dropdown_reducer,[{'1942': 3}],3.4.5
58687245,17771,T5,dropdown_reducer,[{'1942': 2}],3.4.5
58687245,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 3}],3.4.5
58687245,17771,T3,dropdown_reducer,[{'ea0681065fef1': 3}],3.4.5
58687245,17771,T1,dropdown_reducer,[{'26': 3}],3.4.5
58687245,17771,T4,dropdown_reducer,[{'7': 3}],3.4.5
58687247,17771,T2,dropdown_reducer,[{'1937': 2}],3.4.5
58687247,17771,T5,dropdown_reducer,[{'8ae79aa0db4ed': 1}],3.4.5
58687247,17771,T0,dropdown_reducer,[{'eac425a55b474': 2}],3.4.5
58687247,17771,T3,dropdown_reducer,[{'1966a875a70d2': 2}],3.4.5
58687247,17771,T1,dropdown_reducer,[{'19': 2}],3.4.5
58687247,17771,T4,dropdown_reducer,[{'c3ecf8cf751a5': 1}],3.4.5
58687248,17771,T2,dropdown_reducer,[{'1942': 4}],3.4.5
58687248,17771,T5,dropdown_reducer,"[{'1942': 3, '8ae79aa0db4ed': 1}]",3.4.5
58687248,17771,T0,dropdown_reducer,[{'b65f0b39a1782': 4}],3.4.5
58687248,17771,T3,dropdown_reducer,[{'ea0681065fef1': 4}],3.4.5
58687248,17771,T1,dropdown_reducer,[{'26': 4}],3.4.5
58687248,17771,T4,dropdown_reducer,[{'7': 4}],3.4.5
58687249,17771,T2,dropdown_reducer,[{'1949': 4}],3.4.5
58687249,17771,T5,dropdown_reducer,,3.4.5
58687249,17771,T0,dropdown_reducer,[{'d506c1133b83d': 4}],3.4.5
58687249,17771,T3,dropdown_reducer,[{'1966a875a70d2': 1}],3.4.5
