subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T14,Third row Number of Fish [Text],"[['14', '14', '14']]",3.0,3.0,14
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T15,Third row Length Range [Text],"[['10.9-12.6', '10.9-12.6', '10.9-12.6']]",3.0,3.0,10.9-12.6
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T16,Third row Mean Length [Text],"[['11.7', '11.7', '11.7']]",3.0,3.0,11.7
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T20,Fourth row Number of Fish [Text],"[['3', '3', '3']]",3.0,3.0,3
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T21,Fourth row Length Range [Text],"[['13.0-14.4', '13.0-14.4', '13.0-14.4']]",3.0,3.0,13.0-14.4
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T22,Fourth row Mean Length [Text],"[['13.6', '13.6', '13.6']]",3.0,3.0,13.6
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T26,5th row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T27,5th row Length Range [Text],"[['17.0', '17.0', '17.0']]",3.0,3.0,17.0
58642705,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_067.jpg,,20393,T28,5th row Mean Length [Text],"[['17.0', '17.0', '17.0']]",3.0,3.0,17.0
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T2,First row Number of Fish [Text],"[['4', '4', '4']]",3.0,3.0,4
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T3,First row Length Range [Text],"[['7.6-8.8', '7.6-8.8', '7.6-8.8']]",3.0,3.0,7.6-8.8
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T4,First row Mean Length [Text],"[['8.3', '8.3', '8.3']]",3.0,3.0,8.3
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T8,Second row Number of Fish [Text],"[['11', '11', '11']]",3.0,3.0,11
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T9,Second row Length Range [Text],"[['9.0-10.8', '9.0-10.8', '9.0-10.8']]",3.0,3.0,9.0-10.8
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T10,Second row Mean Length [Text],"[['10.1', '10.1', '10.1']]",3.0,3.0,10.1
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T14,Third row Number of Fish [Text],"[['14', '14', '14']]",3.0,3.0,14
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T15,Third row Length Range [Text],"[['10.9-12.6', '10.9-12.6', '10.9-12.6']]",3.0,3.0,10.9-12.6
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T16,Third row Mean Length [Text],"[['11.7', '11.7', '11.7']]",3.0,3.0,11.7
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T20,Fourth row Number of Fish [Text],"[['3', '3', '3']]",3.0,3.0,3
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T21,Fourth row Length Range [Text],"[['13.0-14.4', '13.0-14.4', '13.0-14.4']]",3.0,3.0,13.0-14.4
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T22,Fourth row Mean Length [Text],"[['13.6', '13.6', '13.6']]",3.0,3.0,13.6
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T26,5th row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T27,5th row Length Range [Text],"[['17.0', '17.0', '17.0']]",3.0,3.0,17.0
58642706,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Deadmans_GROW_066.jpg,,20393,T28,5th row Mean Length [Text],"[['17.0', '17.0', '17.0']]",3.0,3.0,17.0
58642740,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,20393,T2,First row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2
58642740,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,20393,T3,First row Length Range [Text],"[['8.0-10.0', '8.0-10.0', '8.0-10.0']]",3.0,3.0,8.0-10.0
58642740,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,20393,T4,First row Mean Length [Text],"[['9.0', '9.0', '9.0']]",3.0,3.0,9.0
58642740,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,20393,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58642740,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,20393,T9,Second row Length Range [Text],"[['12.7', '12.7', '12.7']]",3.0,3.0,12.7
58642740,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,20393,T10,Second row Mean Length [Text],"[['12.7', '12.7', '12.7']]",3.0,3.0,12.7
58642780,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0001.jpeg,,20393,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58642780,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0001.jpeg,,20393,T3,First row Length Range [Text],"[['14.2', '14.2', '14.2']]",3.0,3.0,14.2
58642780,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0001.jpeg,,20393,T4,First row Mean Length [Text],"[['14.2', '14.2', '14.2']]",3.0,3.0,14.2
58642820,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,20393,T2,First row Number of Fish [Text],"[['8', '8', '8']]",3.0,3.0,8
58642820,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,20393,T3,First row Length Range [Text],"[['8.6-11.1', '8.6-11.1', '8.6-11.1']]",3.0,3.0,8.6-11.1
58642820,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,20393,T4,First row Mean Length [Text],"[['9.5', '9.6', '9.5']]",3.0,2.0,9.5
58642820,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,20393,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58642820,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,20393,T9,Second row Length Range [Text],"[['11.6', '11.6', '11.6']]",3.0,3.0,11.6
58642820,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg,,20393,T10,Second row Mean Length [Text],"[['11.6', '11.6', '11.6']]",3.0,3.0,11.6
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T3,First row Length Range [Text],"[['164', '164', '164'], ['', 'mm', 'mm']]",3.0,2.5,164 mm
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T4,First row Mean Length [Text],"[['164', '164', '164'], ['', 'mm', 'mm']]",3.0,2.5,164 mm
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T8,Second row Number of Fish [Text],"[['5', '5', '5']]",3.0,3.0,5
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T9,Second row Length Range [Text],"[['355-390', '355-390', '355-390'], ['', 'mm', 'mm']]",3.0,2.5,355-390 mm
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T10,Second row Mean Length [Text],"[['371', '371', '371'], ['', 'mm', 'mm']]",3.0,2.5,371 mm
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T14,Third row Number of Fish [Text],"[['5', '5', '5']]",3.0,3.0,5
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T15,Third row Length Range [Text],"[['405-498', '405-798', '405-498mm'], ['', 'mm', '']]",3.0,1.0,405-498 mm
58642848,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Schoolcraft_DutchFred_GROW_26.jpeg,,20393,T16,Third row Mean Length [Text],"[['445', '445', '445'], ['', 'mm', 'mm']]",3.0,2.5,445 mm
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T2,First row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T3,First row Length Range [Text],"[['8.3-9.3', '8.3-9.3', '8.3-9.3']]",3.0,3.0,8.3-9.3
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T4,First row Mean Length [Text],"[['8.8', '8.8', '8.8']]",3.0,3.0,8.8
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T9,Second row Length Range [Text],"[['12.2', '12.2', '12.2']]",3.0,3.0,12.2
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T10,Second row Mean Length [Text],"[['12.2', '12.2', '12.2']]",3.0,3.0,12.2
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T14,Third row Number of Fish [Text],"[['11', '11', '11']]",3.0,3.0,11
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T15,Third row Length Range [Text],"[['13.2-14.9', '13.2-14.9', '13.2-14.9']]",3.0,3.0,13.2-14.9
58746201,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_015.jpeg,20393,T16,Third row Mean Length [Text],"[['13.9', '13.9', '13.9']]",3.0,3.0,13.9
58746202,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_013.jpeg,20393,T2,First row Number of Fish [Text],"[['3', '3', '3']]",3.0,3.0,3
58746202,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_013.jpeg,20393,T3,First row Length Range [Text],"[['8.1-8.3', '8.1-8.3', '8.1-8.3']]",3.0,3.0,8.1-8.3
58746202,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_013.jpeg,20393,T4,First row Mean Length [Text],"[['8.16', '8.16', '8.16']]",3.0,3.0,8.16
58746202,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_013.jpeg,20393,T8,Second row Number of Fish [Text],"[['9', '9', '9']]",3.0,3.0,9
58746202,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_013.jpeg,20393,T9,Second row Length Range [Text],"[['10.5-12.5', '10.5-12.5', '10.5-12.5']]",3.0,3.0,10.5-12.5
58746202,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_013.jpeg,20393,T10,Second row Mean Length [Text],"[['11.3', '11.3', '11.3']]",3.0,3.0,11.3
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T2,First row Number of Fish [Text],"[['15', '15', '15']]",3.0,3.0,15
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T3,First row Length Range [Text],"[['7.0-9.7', '7.0-9.7', '7.0-9.7']]",3.0,3.0,7.0-9.7
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T4,First row Mean Length [Text],"[['8.6', '8.6', '8.6']]",3.0,3.0,8.6
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T8,Second row Number of Fish [Text],"[['8', '8', '8']]",3.0,3.0,8
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T9,Second row Length Range [Text],"[['10.0-11.2', '10.0-11.2', '10.0-11.2']]",3.0,3.0,10.0-11.2
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T10,Second row Mean Length [Text],"[['10.4', '10.4', '10.4']]",3.0,3.0,10.4
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T14,Third row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T15,Third row Length Range [Text],"[['14.3-14.9', '14.3-14.9', '14.3-14.9']]",3.0,3.0,14.3-14.9
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T16,Third row Mean Length [Text],"[['14.6', '14.6', '14.6']]",3.0,3.0,14.6
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T20,Fourth row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T21,Fourth row Length Range [Text],"[['16.8', '16.8', '16.8']]",3.0,3.0,16.8
58746204,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Mid_GROW_011.jpeg,20393,T22,Fourth row Mean Length [Text],"[['16.8', '16.8', '16.8']]",3.0,3.0,16.8
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T2,First row Number of Fish [Text],"[['4', '4', '4']]",3.0,3.0,4
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T3,First row Length Range [Text],"[['5.6-5.8', '5.6-5.8', '5.6-5.8']]",3.0,3.0,5.6-5.8
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T4,First row Mean Length [Text],"[['5.7', '5.7', '5.7']]",3.0,3.0,5.7
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T8,Second row Number of Fish [Text],"[['17', '17', '17']]",3.0,3.0,17
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T9,Second row Length Range [Text],"[['6.2-8.8', '6.2-8.8', '6.2-8.8']]",3.0,3.0,6.2-8.8
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T10,Second row Mean Length [Text],"[['7.1', '7.1', '7.1']]",3.0,3.0,7.1
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T14,Third row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T15,Third row Length Range [Text],"[['10.1', '10.1', '10.1']]",3.0,3.0,10.1
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T16,Third row Mean Length [Text],"[['10.1', '10.1', '10.1']]",3.0,3.0,10.1
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T20,Fourth row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T21,Fourth row Length Range [Text],"[['14.5-14.5', '14.5-14.5', '14.5-14.5']]",3.0,3.0,14.5-14.5
58746214,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Lost_GROW_011.jpeg,20393,T22,Fourth row Mean Length [Text],"[['14.5', '14.5', '14.5']]",3.0,3.0,14.5
