"subject_id","URL.4","URL.8","workflow_id","task","Full.Task.Text","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text","data.user_ids","original_id"
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T17","Thermocline location","[['None', 'None(2', 'None'], ['(2', '', '(2'], ['to', 'to', 'to'], ['3', '', '3'], ['M)', '3M)', 'M)']]",3,2.2,"None (2 to 3 M)","[2376369, 1312868, 1325481]",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T19","Dissolved oxygen above thermocline","",NA,NA,"","",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T20","Dissolved oxygen below thermocline","",NA,NA,"","",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T21","Methyl Orange Alk. Range","[['6', '6', '6'], ['ppm', 'ppm', 'ppm']]",3,3,"6 ppm","[2376369, 1312868, 1325481]",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T23","Temperature – Bottom","[['54F', '54F', '54F']]",3,3,"54F","[2376369, 1312868, 1325481]",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T24","Dissolved oxygen in/wihtin thermocline","",NA,NA,"","",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T25","Dam in outlet","",NA,NA,"","",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T26","Height","",NA,NA,"","",82940950
83381047,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_CLOVERLEAF_SUMM_0002_2.jpeg",18891,"T27","Effect on fish movements","",NA,NA,"","",82940950
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T0","Cottages","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T1","Hotels / Homes","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T2","Boat Resorts / Resorts","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T3","Liveries / Boat Liveries","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T8","Area","[['125', '125', '125'], ['acres', 'acres', 'acres']]",3,3,"125 acres","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T9","Shore Development","[['Few', 'Few', 'Few'], ['bays.', 'bays.', 'bays.']]",3,3,"Few bays.","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T10","Max Depth / Maximum Depth","[[""7'"", ""7'"", ""7''""]]",3,2,"7'","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T12","Area of Vegetation","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T13","Per cent shoal","[['100', '100', '100']]",3,3,"100","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T14","Secchi disk (range)","[[""3'"", ""3'"", ""3'""]]",3,3,"3'","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T15","Temperature – Surface","[['75', '75', '75']]",3,3,"75","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T17","Thermocline location","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T19","Dissolved oxygen above thermocline","[['8.5ppm', '8.5ppm', '8.5ppm']]",3,3,"8.5ppm","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T20","Dissolved oxygen below thermocline","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T21","Methyl Orange Alk. Range","[['30', '30', '30'], ['ppm', 'ppm', 'pp,']]",3,2.5,"30 ppm","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T23","Temperature – Bottom","[['73', '73', '73']]",3,3,"73","[1894841, 2376369, 1312868]",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T24","Dissolved oxygen in/wihtin thermocline","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T25","Dam in outlet","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T26","Height","",NA,NA,"","",82940951
83381048,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_COOK_SUMM_0001_2.jpeg",18891,"T27","Effect on fish movements","",NA,NA,"","",82940951
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T0","Cottages","[['2', '2', '2']]",3,3,"2","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T1","Hotels / Homes","[['none', 'none', 'none']]",3,3,"none","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T2","Boat Resorts / Resorts","[['none', 'none', 'none']]",3,3,"none","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T3","Liveries / Boat Liveries","[['none', 'none', 'none']]",3,3,"none","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T8","Area","[['243', '243', '243'], ['acres', 'acres', 'acres']]",3,3,"243 acres","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T9","Shore Development","",NA,NA,"","",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T10","Max Depth / Maximum Depth","[[""70'"", '70’', ""70'""]]",3,2,"70'","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T12","Area of Vegetation","[['30-40', '30-40', '30-40'], ['acres', 'acres', 'acres']]",3,3,"30-40 acres","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T13","Per cent shoal","[['10-15%', '10-15%', '10-15%']]",3,3,"10-15%","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T14","Secchi disk (range)","",NA,NA,"","",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T15","Temperature – Surface","[['68F', '68', '68F'], ['', 'F', '']]",3,1.5,"68F F","[2376369, 1325481, 1312868]",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940952
83381049,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_DEER_SUMM_0001_2.jpeg",18891,"T17","Thermocline location","[['15-291', '15-291', '15-291']]",3,3,"15-291","[2376369, 1325481, 1312868]",82940952
