subject_id,URL 4,URL 8,workflow_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.user_ids
80048602,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Eaton_DavisRoadPit_GROW_003.jpeg,,20630,T3,"[['4.5-6.4', '4.5-6.4', '4.5-6.4']]",3,3,4.5-6.4,"[1312868, 1484814, 1325481]"
80048602,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Eaton_DavisRoadPit_GROW_003.jpeg,,20630,T4,"[['5.5', '5.5', '5.5']]",3,3,5.5,"[1312868, 1484814, 1325481]"
80048602,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Eaton_DavisRoadPit_GROW_003.jpeg,,20630,T8,"[['19', '19', '19']]",3,3,19,"[1312868, 1484814, 1325481]"
80048602,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Eaton_DavisRoadPit_GROW_003.jpeg,,20630,T9,"[['5.9-7.2', '5.9-7.2', '5.9-7.2']]",3,3,5.9-7.2,"[1312868, 1484814, 1325481]"
80048602,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Eaton_DavisRoadPit_GROW_003.jpeg,,20630,T10,"[['6.5', '6.5', '6.5']]",3,3,6.5,"[1312868, 1484814, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T2,"[['24', '24', '24']]",3,3,24,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T3,"[['4.4-5.9', '4.4-5.9', '4.4-5.9']]",3,3,4.4-5.9,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T4,"[['4.8', '4.8', '4.8']]",3,3,4.8,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T8,"[['20', '20', '20']]",3,3,20,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T9,"[['5.7-6.9', '5.7-6.9', '5.7-6.9']]",3,3,5.7-6.9,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T10,"[['6.2', '6.2', '6.2']]",3,3,6.2,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T14,"[['2', '2', '2']]",3,3,2,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T15,"[['6.7-7.4', '6.7-7.4', '6.7-7.4']]",3,3,6.7-7.4,"[1484814, 1312868, 1325481]"
80048604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_Devil_s_GROW_007.jpeg,,20630,T16,"[['7.0', '7.0', '7.0']]",3,3,7,"[1484814, 1312868, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T2,"[['8', '8', '8']]",3,3,8,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T3,"[['5.2-5.7', '5.2-5.7', '5.2-5.7']]",3,3,5.2-5.7,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T4,"[['5.6', '5.6', '5.6']]",3,3,5.6,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T8,"[['6', '6', '6']]",3,3,6,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T9,"[['5.8-6.7', '5.8-6.7', '5.8-6.7']]",3,3,5.8-6.7,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T10,"[['6.2', '6.2', '6.2']]",3,3,6.2,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T14,"[['7', '7', '7']]",3,3,7,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T15,"[['6.0-7.4', '6.0-7.4', '6.0-7.4']]",3,3,6.0-7.4,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T16,"[['6.6', '6.6', '6.6']]",3,3,6.6,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T20,"[['1', '1', '1']]",3,3,1,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T21,"[['6.5', '6.5', '6.5']]",3,3,6.5,"[1312868, 1484814, 1325481]"
80048605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T22,"[['6.5', '6.5', '6.5']]",3,3,6.5,"[1312868, 1484814, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T2,"[['12', '12', '12']]",3,3,12,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T3,"[['4.2-5.0', '4.2-5.0', '4.2-5.0']]",3,3,4.2-5.0,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T4,"[['4.5', '4.5', '4.5']]",3,3,4.5,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T8,"[['3', '3', '3']]",3,3,3,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T9,"[['5.5-7.5', '5.5-7.5', '5.5-7.5']]",3,3,5.5-7.5,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T10,"[['6.2', '6.2', '6.2']]",3,3,6.2,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T14,"[['8', '8', '8']]",3,3,8,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T15,"[['5.8-7.7', '5.8-7.7', '5.8-7.7']]",3,3,5.8-7.7,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T16,"[['6.4', '6.4', '6.4']]",3,3,6.4,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T20,"[['1', '1', '1']]",3,3,1,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T21,"[['7.6', '7.6', '7.6']]",3,3,7.6,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T22,"[['7..6', '7.6', '7.6']]",3,2,7.6,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T26,"[['1', '1', '1']]",3,3,1,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T27,"[['8.7', '8.7', '8.7']]",3,3,8.7,"[1312868, 1061480, 1325481]"
80048606,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T28,"[['8.7', '8.7', '8.7']]",3,3,8.7,"[1312868, 1061480, 1325481]"
80048607,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T2,"[['1', '1', '1']]",3,3,1,"[1312868, 1484814, 2376369]"
80048607,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T3,"[['7.6', '7.6', '7.6']]",3,3,7.6,"[1312868, 1484814, 2376369]"
80048607,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T4,"[['7.6', '7.6', '7.6']]",3,3,7.6,"[1312868, 1484814, 2376369]"
80048607,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T8,"[['2', '2', '2']]",3,3,2,"[1312868, 1484814, 2376369]"
80048607,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T9,"[['8.3-9.1', '8.3-9.1', '8.3-9.1']]",3,3,8.3-9.1,"[1312868, 1484814, 2376369]"
80048607,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T10,"[['8.7', '8.7', '8.7']]",3,3,8.7,"[1312868, 1484814, 2376369]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T2,"[['13', '13', '13']]",3,3,13,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T3,"[['3.5-4.9', '3.5-4.9', '3.5-4.9']]",3,3,3.5-4.9,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T4,"[['4.0', '4.0', '4.0']]",3,3,4,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T8,"[['35', '35', '35']]",3,3,35,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T9,"[['4.7-8.6', '4.7-8.6', '4.7-8.6']]",3,3,4.7-8.6,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T10,"[['6.3', '6.3', '6.3']]",3,3,6.3,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T14,"[['19', '19', '19']]",3,3,19,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T15,"[['6.8-9.5', '6.8-9.5', '6.8-9.5']]",3,3,6.8-9.5,"[1312868, 2376369, 1484814]"
80048608,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gladwin_MottImpoundment_GROW_012.jpeg,,20630,T16,"[['8.1', '8.1', '8.1']]",3,3,8.1,"[1312868, 2376369, 1484814]"
80048609,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gratiot_ReedParkPond_GROW_003.jpeg,,20630,T2,"[['4', '4', '4']]",3,3,4,"[1312868, 1484814, 2376369]"
80048609,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gratiot_ReedParkPond_GROW_003.jpeg,,20630,T3,"[['7.5-8.7', '7.5-8.7', '7.5-8.7']]",3,3,7.5-8.7,"[1312868, 1484814, 2376369]"
80048609,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Gratiot_ReedParkPond_GROW_003.jpeg,,20630,T4,"[['8.3', '8.3', '8.3']]",3,3,8.3,"[1312868, 1484814, 2376369]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T2,"[['3', '3', '3']]",3,3,3,"[1312868, 1484814, 1325481]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T3,"[['6.9-7.1', '6.9-7.1', '6.9-7.1']]",3,3,6.9-7.1,"[1312868, 1484814, 1325481]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T4,"[['7.0', '7.0', '7.0']]",3,3,7,"[1312868, 1484814, 1325481]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T8,"[['3', '3', '3']]",3,3,3,"[1312868, 1484814, 1325481]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T9,"[['9.9-10.5', '9.9-10.5', '9.9-10.5']]",3,3,9.9-10.5,"[1312868, 1484814, 1325481]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T10,"[['10.2', '10.2', '10.2']]",3,3,10.2,"[1312868, 1484814, 1325481]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T14,"[['2', '2']]",2,2,2,"[1312868, 1484814]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T15,"[['9.9-10.0', '9.9-10.0']]",2,2,9.9-10.0,"[1312868, 1484814]"
80048611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Hillsdale_Bear_GROW_126.jpeg,,20630,T16,"[['10.0', '10.0']]",2,2,10,"[1312868, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T2,"[['38', '38', '38']]",3,3,38,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T3,"[['3.6-4.4', '3.6-4.4', '3.6-4.4']]",3,3,3.6-4.4,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T4,"[['4.0', '4.0', '4.0']]",3,3,4,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T8,"[['30', '30', '30']]",3,3,30,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T9,"[['4.3-6.8', '4.3-6.8', '4.3-6.8']]",3,3,4.3-6.8,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T10,"[['5.8', '5.8', '5.8']]",3,3,5.8,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T14,"[['20', '20', '20']]",3,3,20,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T15,"[['6.0-7.3', '6.0-7.3', '6.0-7.3']]",3,3,6.0-7.3,"[1312868, 1061480, 1484814]"
80048612,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Jones_GROW_010.jpeg,,20630,T16,"[['6.8', '6.8', '6.8']]",3,3,6.8,"[1312868, 1061480, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T2,"[['26', '26', '26']]",3,3,26,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T3,"[['5.6-7.8', '5.6-7.8', '5.6-7.8']]",3,3,5.6-7.8,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T4,"[['6.6', '6.6', '6.6']]",3,3,6.6,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T8,"[['34', '34', '34']]",3,3,34,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T9,"[['7.0-7.8', '7.0-7.8', '7.0-7.8']]",3,3,7.0-7.8,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T10,"[['8.1', '8.1', '8.1']]",3,3,8.1,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T14,"[['6', '6', '6']]",3,3,6,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T15,"[['7.8-9.2', '7.8-9.2', '7.8-9.2']]",3,3,7.8-9.2,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T16,"[['8.5', '8.5', '8.5']]",3,3,8.5,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T20,"[['1', '1', '1']]",3,3,1,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T21,"[['10.4', '10.4', '10.4']]",3,3,10.4,"[1312868, 2376369, 1484814]"
80048613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Ingham_Lansing_GROW_112.jpeg,,20630,T22,"[['10.4', '10.4', '10.4']]",3,3,10.4,"[1312868, 2376369, 1484814]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20630,T2,"[['1', '1', '1']]",3,3,1,"[1312868, 1484814, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20630,T3,"[['4.6', '4.6', '4.6']]",3,3,4.6,"[1312868, 1484814, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20630,T4,"[['4.6', '4.6', '4.6']]",3,3,4.6,"[1312868, 1484814, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20630,T8,"[['2', '2', '2']]",3,3,2,"[1312868, 1484814, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20630,T9,"[['5.1-5.2', '5.1-5.2', '5.1-5.2']]",3,3,5.1-5.2,"[1312868, 1484814, 2376369]"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,20630,T10,"[['5.1', '5.1', '5.1']]",3,3,5.1,"[1312868, 1484814, 2376369]"
