"subject_id","mdnrid","nhdid","county","lakename","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","fishing_intensity_summer","fishing_intensity_winter","fishing_intensity_summer_text","fishing_intensity_winter_text","public_fishing_text","public_fishing","max_depth_m","secchi_min_m","secchi_max_m","lake_area_min_ha","lake_area_max_ha","min_shoal_pct","max_shoal_pct","liveries_min_n","liveries_max_n","resorts_min_n","resorts_max_n","cottages_min_n","cottages_max_n","hotels_homes_min_n","hotels_homes_max_n","development","methylorange_alk_min_ppm","methylorange_alk_max_ppm","flag_alk","shore_dev_index","dam_height_min_m","dam_height_max_m","dam_outlet","dam_passable_for_fish","dam_effect_fish","dam_outlet_text","dam_passable_for_fish_text","dam_effect_fish_text","thermocline_present","thermocline_loc_min_m","thermocline_loc_max_m","flag_bottom","temp_surface_min_c","temp_surface_max_c","temp_bottom_min_c","temp_bottom_max_c","do_above_thermo_min_ppm","do_above_thermo_max_ppm","do_in_thermo_min_ppm","do_in_thermo_max_ppm","do_below_thermo_min_ppm","do_below_thermo_max_ppm","banded_killifish","black_bullhead","black_crappie","blackchin_shiner","blacknose_shiner","bluegill","bluntnose_minnow","bowfin","brook_silverside","brook_trout","brown_bullhead","brown_trout","bullhead_species","cisco","common_carp","common_shiner","golden_shiner","grass_pickerel","iowa_darter","johnny_darter","lake_chubsucker","largemouth_bass","longnose_gar","mimic_shiner","northern_pike","pumpkinseed","rainbow_trout","rock_bass","smallmouth_bass","spotted_gar","walleye","white_sucker","yellow_bullhead","yellow_perch","fish_extras","filename1","filename2"
58643129,"L18665","155417535","KALKASKA","HAYNES",26,"August",1930,NA,"August",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,NA,"Kalkaska_Haynes_SUMM_003.jpg",NA
58643130,"L1474","60088368","KALKASKA","INGERSOLL",9,"September",1930,NA,"September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Kalkaska_Ingersoll_SUMM_004.jpg",NA
58643131,"L3855","155417567","KALKASKA","ISLAND",25,"August",1930,25,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"green sunfish","Kalkaska_Island_SUMM_003.jpg",NA
58643132,"L5980","60087734","KALKASKA","INDIAN",17,"July",1930,17,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalkaska_Indian_SUMM_004.jpg",NA
58643133,"L5067","60087956","KALKASKA","JOHNSON",4,"August",1930,4,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Kalkaska_Johnson_SUMM_004.jpg",NA
58643134,"L510","155417568","KALKASKA","KALKASKAMILLPOND",19,"August",1930,NA,"August",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"cottus; northern dace","Kalkaska_KalkaskaMillPond_SUMM_004.jpg",NA
58643135,"L6926","155417558","KALKASKA","KETTLE",30,"June",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stickleback","Kalkaska_Kettle_SUMM_011.jpg",NA
58643136,"L5174","155417543","KALKASKA","LOGLITTLE",11,"August",1930,NA,"August",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalkaska_LogLittle_SUMM_004.jpg",NA
58643137,"L6926","155417558","KALKASKA","KETTLE",18,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalkaska_Kettle_SUMM_006.jpg",NA
58643138,"L11598","155417640","KALKASKA","LOON",3,"September",1930,3,"September",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NA,"Kalkaska_Loon_SUMM_003.jpg",NA
58643139,"L17498","60088364","KALKASKA","LONG",9,"September",1930,9,"September",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalkaska_Long_SUMM_004.jpg",NA
58643140,"L10265","60087848","KALKASKA","LOST",5,"July",1930,5,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Kalkaska_Lost_SUMM_002.jpg",NA
58643141,"L3170","60087898","KALKASKA","MALLARD",5,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Kalkaska_Mallard_SUMM_003.jpg",NA
58643142,"L1040","60087685","KALKASKA","MACNEILPOND",20,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Kalkaska_MacNeilPond_SUMM_001.jpg",NA
58643143,"L3650","60087758","KALKASKA","PAPOOSE",17,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"minnow_mud_mudminnow","Kalkaska_Papoose_SUMM_003.jpg",NA
58643145,"L5979","60087756","KALKASKA","PICKEREL",13,"July",1930,13,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,NA,"Kalkaska_Pickerel_SUMM_009.jpg",NA
58643146,"L7586","120020856","KALKASKA","POST",2,"July",1930,2,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Sunfish; mud minnow","Kalkaska_Post_SUMM_004.jpg",NA
58643147,"L7489","60087866","KALKASKA","PERCH",NA,NA,1930,NA,NA,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"Green sunfish","Kalkaska_Perch_SUMM_003.jpg",NA
58643148,"L14158","155417546","KALKASKA","PLACIDLAKE",14,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kalkaska_PlacidLake_SUMM_001.jpg",NA
58643149,"L13339","60088176","KALKASKA","PRICE",4,"September",1930,4,"September",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Kalkaska_Price_SUMM_002.jpg",NA
