subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back
58733555,"[['125'], ['ft.']]",1,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/StJoseph_Minnewaukon_FISHc_113.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/StJoseph_Minnewaukon_FISHc_112.jpeg
58733557,"[['300'], ['yards']]",1,300 yards,300yards,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/StJoseph_Minnewaukon_FISHc_115.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/StJoseph_Minnewaukon_FISHc_114.jpeg
58733559,"[['125'], ['ft.']]",1,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/StJoseph_Minnewaukon_FISHc_105.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/StJoseph_Minnewaukon_FISHc_104.jpeg
58733820,"[['200'], ['yards']]",1,200 yards,200yards,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_313.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_312.jpeg
58733821,"[['20'], ['ft.'], ['x'], ['80'], ['ft.']]",1,20 ft. x 80 ft.,20x80feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_324.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_323.jpeg
58733824,"[['75'], ['yds.']]",1,75 yds.,75yards,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_311.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_310.jpeg
58733825,[['none']],1,none,25x100feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_306.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_305.jpeg
58733827,"[['20', '20'], ['ft.', 'ft'], ['x', 'x'], ['75', '75'], ['ft.', 'ft']]",1.6,20 ft. x 75 ft.,20x75feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_302.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_301.jpeg
58733828,"[['50'], ['ft.'], ['x'], ['75'], ['ft.']]",1,50 ft. x 75 ft.,50x75feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_299.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_298.jpeg
58733831,"[['50'], ['ft.'], ['x'], ['150'], ['ft.']]",1,50 ft. x 150 ft.,50x150feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_297.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_296.jpeg
58733838,"[['75'], ['ft.'], ['x'], ['100'], ['ft.']]",1,75 ft. x 100 ft.,75x100feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_260.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_26.jpeg
58733844,"[['25ft'], ['x'], ['75'], ['ft']]",1,25ft x 75 ft,25x75feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_253.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_252.jpeg
58733851,"[['25ft.'], ['x'], ['75'], ['ft.']]",1,25ft. x 75 ft.,25x75feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_242.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_241.jpeg
58733871,"[['not'], ['specified']]",1,not specified,,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_159.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_158.jpeg
58733885,"[['NW'], ['to'], ['SE'], ['-'], ['125'], ['feet']]",1,NW to SE - 125 feet,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_113.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_112.jpeg
58733893,"[['125'], ['feet']]",1,125 feet,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Gulliver_FISHc_208.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Gulliver_FISHc_207.jpeg
58733897,"[['125'], ['ft.']]",1,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Gulliver_FISHc_202.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Gulliver_FISHc_201.jpeg
58733909,"[['1,000'], ['sq.'], ['ft.']]",1,"1,000 sq. ft.",1000square feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Gulliver_FISHc_186.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Gulliver_FISHc_185.jpeg
58734057,"[[""125'""], ['set'], ['NW'], ['to'], ['SE']]",1,125' set NW to SE,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Cookson_FISHc_101.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Cookson_FISHc_100.jpeg
58734080,"[[""125'""], ['to'], ['shore']]",1,125' to shore,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Clear_FISHc_132.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Schoolcraft_Clear_FISHc_131.jpeg
58734197,"[['800'], ['x'], ['20']]",1,800 x 20,800x20feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Houghton_FISHc_280.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Houghton_FISHc_279.jpeg
58734201,"[['300'], ['x'], ['20'], ['ft.']]",1,300 x 20 ft.,300x20feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Houghton_FISHc_278.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Houghton_FISHc_277.jpeg
58734202,"[['70,000'], ['sq.'], ['ft.']]",1,"70,000 sq. ft.",70000square feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Houghton_FISHc_272.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Houghton_FISHc_271.jpeg
58734311,"[['15'], ['x'], ['120'], ['feet']]",1,15 x 120 feet,15x120feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_129.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_128.jpeg
58734317,"[['Rocks', '15ft'], ['and', 'by'], ['a', '100'], ['few', ''], ['deadheads', 'yards']]",1,Rocks and a few deadheads,15x100feet by yards,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_119.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_118.jpeg
58734324,"[['15'], ['x'], ['250'], ['feet']]",1,15 x 250 feet,15x250feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_111.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_110.jpeg
58734407,"[['3'], ['X'], [""125'""], ['='], [""375'""]]",1,3 X 125' = 375',3 X 125feet = 375feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_249.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_248.jpeg
58734409,"[[""3x125'=375ft""]]",1,3x125'=375ft,3x125feet =375ft,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_245.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_244.jpeg
58734412,"[['2'], ['x'], ['125'], ['='], ['250'], ['feet']]",1,2 x 125 = 250 feet,2 x 125 = 250 feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_237.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_236.jpeg
58734417,"[['4x'], [""125'=500'""]]",1,4x 125'=500',4x 125feet =500 feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_231.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_230.jpeg
58734425,"[['3'], ['x'], [""125'""], ['='], [""375'""]]",1,3 x 125' = 375',3 x 125feet = 375',area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_221.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_220.jpeg
58734432,"[[""125'""]]",1,125',125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_181.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_180.jpeg
58734434,[['125ft']],1,125ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_183.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/PresqueIsle_Grand_FISHc_182.jpeg
58734543,"[['About'], ['200'], ['feet'], ['of'], ['shore'], ['line,'], ['seven'], ['seine'], ['hauls.']]",1,"About 200 feet of shore line, seven seine hauls.","About 200 feet of shore line, seven seine hauls.",area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_376.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_375.jpeg
58734545,"[['About'], ['200'], ['yds.'], ['along'], ['shore.']]",1,About 200 yds. along shore.,About 200 yds. along shore.,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_372.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_371.jpeg
58734591,"[['About'], ['75'], ['yds.'], ['along'], ['shore.']]",1,About 75 yds. along shore.,About 75 yds. along shore.,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_300.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_299.jpeg
58734606,"[['1'], ['haul'], ['x'], ['125'], ['ft'], ['='], ['125'], ['net'], ['ft.']]",1,1 haul x 125 ft = 125 net ft.,1 haul x 125 ft = 125 net ft.,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_220.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_219.jpeg
58734609,[['vegetation']],1,vegetation,,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_214.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_213.jpeg
58734613,[['Vegetation-common']],1,Vegetation-common,,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_206.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_205.jpeg
58734624,[['125’']],1,125’,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_186.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_185.jpeg
58734641,"[['2'], ['hauls'], ['x'], ['125'], ['ft'], ['='], ['250'], ['lined'], ['net'], ['ft']]",1,2 hauls x 125 ft = 250 lined net ft,2 hauls x 125 ft = 250 lined net ft,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_158.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_157.jpeg
58734791,"[[""125'""]]",1,125',125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Big_FISHc_103.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Big_FISHc_102.jpeg
58734797,"[[""125'""]]",1,125',125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Big_FISHc_101.jpeg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/b_first/Otsego_Big_FISHc_100.jpeg
58748588,"[['In'], ['south'], ['half'], ['of'], ['the'], ['lake,'], ['net'], ['set'], ['25'], ['to'], ['150'], ['ft.'], ['from'], ['shore']]",1,"In south half of the lake, net set 25 to 150 ft. from shore",,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_16.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_16p2.jpg
58748591,[['marsh']],1,marsh,,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_33.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_33p2.jpg
58748602,"[[""125'"", '125', ""125'."", ""125'""], ['', 'ft', '', '']]",1.5,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix134_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix134p2_FISHc.jpg
58748613,"[['125ft.', '125', '125', ""125'""], ['', 'ft.', 'ft', '']]",1.5,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix142_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix142p2_FISHc.jpg
58748614,"[[""125'"", '125’', ""125'."", '125'], ['', '', '', 'ft']]",1,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix144_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix144p2_FISHc.jpg
58748622,"[[""125'"", '125', '125', ""125'""], ['', ""'"", 'ft', '']]",1.5,125' ',125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix151_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix151p2_FISHc.jpg
58748623,"[['125', '125ft'], ['ft', '']]",1,125 ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix153_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix153p2_FISHc.jpg
58748644,"[[""125'"", '125', ""125'""], ['', 'ft', '']]",1.5,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix173_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix173p2_FISHc.jpg
58748646,"[['125', '1', ""125'"", ""125'""], ['ft', ""25'"", '', '']]",1.5,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix176_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix176p2_FISHc.jpg
58748678,"[[""125'"", '125’', '125'], ['', '', 'ft']]",1,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Font_013_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Font_013_FISHc_0002.jpg
58748687,"[['125ft', '125', '125ft', '125'], ['', 'ft.', '', 'ft']]",1.5,125ft ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_034_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_034_FISHc_0002.jpg
58748690,"[['125', '125ft', '', '125'], ['ft.', '', ',fjfvaw', 'ft']]",1.5,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_035_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_035_FISHc_0002.jpg
58748722,"[[""125'"", ""125'"", '125'], ['', '', 'ft']]",1.5,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Round_006_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Round_006_FISHc_0002.jpg
58748755,"[['125', ""125'"", '125', '125ft'], ['ft', '', 'ft.', '']]",1.5,125 ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_069_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_069_FISHc_0002.jpg
58748758,"[['125ft', '125', '125', ""125'""], ['', 'ft.', 'ft', '']]",1.5,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_070_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_070_FISHc_0002.jpg
58748779,"[['125', '125', '125ft', ""125'""], ['ft.', 'ft', '', '']]",1.5,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_090_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_090_FISHc_0002.jpg
58748782,"[[""125'"", ""125'"", '125', '125'], ['', '', 'ft', 'ft.']]",1.5,125' ft,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_097_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_097_FISHc_0002.jpg
58748788,"[[""125'"", '125', '125', '1`25'], ['', 'ft.', 'feet', 'ft']]",1.5,125 ft.,125feet,area_covered,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_102_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazows.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_102_FISHc_0002.jpg
