"subject_id","bandedkillifishmenonakillifish","blackbandedtopm","blackbullhead","blackchinblackchinshiner","blackcrappie","blacknoseblacknosedshiner","bluegill","bluntnosedbluntnoseminnow","bowfindogfish","brooksilversidesilversides","brookstickleback","brooktrout","brownbullhead","browntrout","carp","centralmudminnowmudminnow","cisco","commonshiner","commonsuckerwhitesucker","fatheadfatheadminnow","finescaleddace","goldenshiner","greensunflsh","iowadarter","johnnydarter","lakechubsucker","laketrout","largemouthbass","leastdarter","logperch","longearedlongearsunflsh","longnosegar","mimicshiner","muddlermottledsculpincbbairdi","mudpickerelgrasspickerel","mulletredhorse","muskiemuskellunge","northernpike","nredbellydaceredbellieddace","pearldacenortherndace","perchyellowperch","pumpkinseed","rainbowtrout","rockbass","sandshinerstrawcoloredshiner","sauger","shortnosegar","smallmouthbass","spottailspottailshiner","spottedgar","tadpolemadtom","walleyeyellowpikeperch","warmouth","whitebass","yellowbullhead","front","back","abund_comments","fish_extras"
58751637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Balcomb_FISHc_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Balcomb_FISHc_009.jpg",NA,"Bullhead - 4"
58753209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_102.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_103.jpg",NA,"Medora Whitefish - 28"
58753213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_104.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_105.jpg",NA,"Medora Whitefish - 14"
58753219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_116.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_117.jpg",NA,"Medora Whitefish - 15"
58753507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Watts_FISHc_033.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Watts_FISHc_034.jpg",NA,"Green Sunfish x Redear Sunfish Hybrid - 8"
58753541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_147.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_148.jpeg",NA,"Goldfish-40"
58753656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1952_FISHc_022_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1952_FISHc_022_02.jpg",NA,"Silver Lamprey - 1"
59105476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/StJoseph_Portage_FISHc_016.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/StJoseph_Portage_FISHc_015.jpeg",NA,"Chestnut lamprey - 1"
59105773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_042.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_041.jpeg",NA,"Silver Lamprey - 1"
59106036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Saginaw_Linton_FISHc_046.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Saginaw_Linton_FISHc_045.jpeg",NA,"Gizzard Shad - 1"
59106042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Saginaw_Linton_FISHc_038.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Saginaw_Linton_FISHc_037.jpeg",NA,"Gizzard Shad - 32"
59106091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_530.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_529.jpeg",NA,"Whitefish - 9"
59106093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_526.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_525.jpeg",NA,"Whitefish - 6"
59106094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_528.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_527.jpeg",NA,"Whitefish - 1"
59106095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_522.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_521.jpeg",NA,"Whitefish - 5"
59106102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_218.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_217.jpeg",NA,"Whitefish - 2"
59106119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_182.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_181.jpeg",NA,"Whitefish - 2"
59106125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_174.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_173.jpeg",NA,"Whitefish - 1"
59106160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_070.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_069.jpeg",NA,"Whitefish - 19"
59106161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_076.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_075.jpeg",NA,"Whitefish - 1"
59106163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_066.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_065.jpeg",NA,"Whitefish - 1"
59106166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_064.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_063.jpeg",NA,"Whitefish - 1"
59963474,NA,NA,NA,NA,NA,NA,"somethingelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CLEAR_FISHc_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CLEAR_FISHc_0001_2.jpeg",NA,"Sunfish, bluegills - 11,250"
59964881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0005_2.jpeg",NA,"Splake - 5"
59965104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0059_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0059_2.jpeg",NA,"Burbot - 1"
59965290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0007_2.jpeg",NA,"Burbot - 1"
59965320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0035_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0035_2.jpeg",NA,"Burbot - 2"
59965341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KNIGHT_FISHc_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KNIGHT_FISHc_0003_2.jpeg",NA,"N. Creek Chub - 1"
59965348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0009_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0009_2.jpeg",NA,"Sturgeon Suckers - 2"
