subject_id,data.aligned_text,data.consensus_score,min,max,units1,column_name,front,back
58749522,[['none']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Crooked_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Crooked_FISHc_042.jpg
58749785,"[['81-78', '81/78F', '81-78', '81/78'], ['', '', '', 'F']]",1.5,78,81,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Windover_FISHc_112.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Windover_FISHc_113.jpg
58749879,"[['7/16-64', '7/16', '7/16', '7/16-64'], ['F', '-', '-', 'F;'], ['7/17-64', '64F', '64', '7/17-64F'], ['F', '', 'F', ''], ['', '7/17', '7/17', ''], ['', '-', '-', ''], ['', '64F', '64', ''], ['', '', 'F', '']]",1.625,64,64,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Timber_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Timber_FISHc_016.jpg
58749971,"[['54F', '54F', '54', '54'], ['', '', 'Fahrenheit', 'F']]",1.5,54,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Pratts_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Pratts_FISHc_038.jpg
58750019,[['Surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Ross_FISHc_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gladwin_Ross_FISHc_074.jpg
58750292,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Beatons_FISHc_049.jpg
58750353,"[['sandy'], ['loam,'], ['grassy'], ['and'], ['birch,'], ['pine']]",1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Cloverleaf_FISHc_055.jpg
58750456,"[[""11'""], ['pot'], ['Lead'], ['began'], [""100'""], ['off'], ['shore']]",1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_082.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_083.jpg
58750458,[['P']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_088.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_089.jpg
58750484,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_140.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Gogebic_FISHc_141.jpg
58750698,"[['57F', '57', '57F', '57'], ['', 'F', '', 'Fahrenheit']]",1.5,57,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Lindsley_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Lindsley_FISHc_014.jpg
58750923,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Sunday_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Sunday_FISHc_032.jpg
58750995,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Boardman_FISHc_079.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Boardman_FISHc_080.jpg
58751148,"[['69', '69F', '69-67', '69F-67F'], ['F', '', '', ''], ['-', '-', '', ''], ['67', '67F', '', ''], ['F', '', 'F', '']]",1.4,67,69,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_092.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_093.jpg
58751151,"[['69F', '69F-67F', '69F', '69'], ['', '', '', 'F'], ['-', '', '-', '-'], ['67F', '', '67F', '67'], ['', '', '', 'F']]",1.8,67,69,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_094.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_095.jpg
58751217,"[['47-42', '42-47', '47', '47-42'], ['', '', '-', ''], ['', '', '42', '']]",1.333333333,42,47,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bass_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bass_FISHc_018.jpg
58751236,"[['68', '5', '68', '68'], ['', 'ft', '', ''], ['', '-', '', ''], ['', '7', '', ''], ['', 'ft', '', '']]",1.4,68,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_030.jpg
58751266,"[['parallel', '70', '70', '70'], ['to', '', '', 'F'], ['shore', '', '', '']]",1.666666667,70,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_048.jpg
58751415,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Portage_FISHc_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Portage_FISHc_028.jpg
58751423,"[['Nothing'], ['Written']]",1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Rice_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Rice_FISHc_022.jpg
58751510,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ionia_Long_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ionia_Long_FISHc_018.jpg
58751527,"[['80', '', ''], ['F', '', ''], ['-', '', ''], ['79', '79', '79'], ['', '', 'F-80'], ['F', 'F', 'F']]",1.666666667,79,80,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ionia_Long_FISHc_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ionia_Long_FISHc_068.jpg
58751532,"[['80-82', '82F-80F', '82', '82-80'], ['', '', 'F-80', ''], ['Fahrenheit', '', 'F', 'F']]",1.333333333,80,82,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ionia_Long_FISHc_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ionia_Long_FISHc_078.jpg
58751675,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Brule_FISHc_068.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Brule_FISHc_069.jpg
58751766,"[['216', '216C', '216C', '216c'], ['C', '', '', '']]",1.5,21.6,NA,C,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Ellen_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Ellen_FISHc_022.jpg
58752110,"[['62-66', '62-66', '62', '62-66'], ['', '', '-', ''], ['', '', '66', ''], ['', '', 'degree', '']]",1.5,62,66,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_PeavyPond_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_PeavyPond_FISHc_008.jpg
58752114,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Railroad_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Railroad_FISHc_009.jpg
58752116,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Railroad_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Railroad_FISHc_011.jpg
58752202,[['surface']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_024.jpg
58752315,"[['69', '69½', '69½', '695'], ['1/2F', '', '', 'F']]",1.5,69.5,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Littlefield_FISHc_061.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Littlefield_FISHc_062.jpg
58752392,"[['72', '72', '7:', '72'], ['', '', 'PM', ''], ['', '', '70', '']]",1.666666667,72,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Batteese_FISHc_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Batteese_FISHc_047.jpg
58752430,[['none']],1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Clear_FISHc_062.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Clear_FISHc_063.jpg
58752469,"[['', '2', '', ''], ['', '-', '', ''], ['59', '5', '59', '59'], ['', 'ft', '', '']]",1.5,59,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_059.jpg
58752573,"[['76', '75', '75-76', '75-76'], ['F', '', '', ''], ['-', '-', '', ''], ['75', '', '', ''], ['F', '76F', '', '']]",1.4,75,76,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Sweezy_FISHc_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Sweezy_FISHc_025.jpg
58752585,"[['74', '74-72', '74-72', '74-72'], ['-', '', 'F', ''], ['72', '', '', '']]",1.666666667,72,74,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_069.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_070.jpg
58752589,"[['72-72', '72', '72'], ['', '', 'F']]",1.5,72,72,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_074.jpg
58752592,"[['73-74', '74', '73-74', '74'], ['', '', '', 'F'], ['', '-', '', '-'], ['', '73', '', '73'], ['', '', '', 'F']]",1.6,73,74,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_078.jpg
58752594,"[['73-74', '73-74', '74', '73-74'], ['F', '', '-', ''], ['', '', '73', '']]",1.666666667,73,74,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_082.jpg
58752600,"[['74-73', '74', '74-73', '74-73'], ['', '-', 'F', ''], ['', '73', '', '']]",1.666666667,73,74,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_093.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Vineyard_FISHc_094.jpg
58752698,"[['74', '74', 'Light'], ['F', '', 'brown'], ['-', '-', ''], ['70', '70', ''], ['F', '', '']]",1.6,70,74,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Lost_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Lost_FISHc_013.jpg
58752699,"[['74', '74F', '74', ''], ['', '', 'F', ''], ['', '-', '-', ''], ['F-70', '70F', '70', '74-70'], ['F', '', 'F', 'F']]",1.8,70,74,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Lost_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Lost_FISHc_015.jpg
58752730,"[['76', '76F', '76-75', '76-75F'], ['F', '', '', ''], ['-', '-', '', ''], ['75', '75F', '', ''], ['F', '', 'F', '']]",1.4,75,76,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_BlueBig_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_BlueBig_FISHc_046.jpg
58752747,"[['80', '80-79F', '80F-79F', '80-79'], ['F', '', '', ''], ['-', '', '', ''], ['79', '', '', ''], ['F', '', '', 'F']]",1.2,79,80,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_BlueNorth_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_BlueNorth_FISHc_027.jpg
58752772,"[['80F-79F', '80F', '80'], ['', '', 'F'], ['', '-', '-'], ['', '79F', '79'], ['', '', 'F']]",1.2,79,80,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Cub_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Cub_FISHc_037.jpg
58752788,"[['19½', '19', '195C', '195'], ['', '1/2', '', 'C']]",1,19.5,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_KalkaskaMillPond_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_KalkaskaMillPond_FISHc_010.jpg
58752802,"[['82', '82F-74F', '82', '82-74'], ['F', '', '', ''], ['-', '', '', ''], ['74', '', 'F-74', ''], ['F', '', 'F', 'F']]",1.6,74,82,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Manistee_FISHc_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Manistee_FISHc_068.jpg
58752807,"[['74F', '74', '', '74'], ['', '', '', 'F'], ['-', '', '', '-'], ['73F', 'F-73', '74-73', '73'], ['', 'F', 'F', 'F']]",1.8,73,74,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Manistee_FISHc_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Manistee_FISHc_078.jpg
58752808,"[['74F-73F', '74-73', '74F', '74F-73F'], ['', '', '-', ''], ['', 'F', '73F', '']]",1.333333333,73,74,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Manistee_FISHc_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_Manistee_FISHc_076.jpg
