subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments
58751958,"[['Road', 'Road', 'Road', 'Road'], ['to', 'to', '', 'to'], ['here', 'here', '', 'here'], ['[arrow', '', '', ''], ['pointing', '', '', ''], ['to', '', 'to', ''], ['illustration', '', '', ''], ['on', '', '', ''], ['card]', '', 'here.', '']]",1.888888889,Road to here [arrow pointing to illustration on card],map drawn,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Kidney_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Kidney_FISHc_016.jpg,
58752162,"[['(Map'], ['on'], ['card)']]",1,(Map on card),map drawn,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_SkylineLittle_FISHc_016.jpg,
58752207,"[['See', 'See', 'See', 'See'], ['map', 'map', 'map', 'map'], ['above', 'above', 'above', 'above'], ['', '', '(shows', ''], ['', '', 'NW', ''], ['', '', 'side', ''], ['', '', 'of', ''], ['', '', 'lake', ''], ['', '', 'starting', ''], ['', '', 'at', ''], ['', '', 'Boat', ''], ['', '', 'Launch)', '']]",1.75,See map above (shows NW side of lake starting at Boat Launch),see map above,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Sunset_FISHc_017.jpg,
58752481,"[['N.', 'N.', ''], ['side', 'side', ''], ['of', 'of', ''], ['Sunken', 'sunken', ''], ['Island', 'island', 'Gill'], ['-', '-', ''], ['East', 'East', ''], ['end', 'end', ''], ['of', 'of', ''], ['lake', 'lake.', 'net.']]",1.7,N. side of Sunken Island - East end of lake,N. side of Sunken Island - East end of lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_084.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_085.jpg,
58753116,"[['Southwest', 'Southwest', 'Southwest', 'Gill'], ['bay', 'bay,', 'bay.', ''], ['Station', 'Section', '', 'net'], ['3', '3', '', '']]",1.75,Southwest bay Station 3,Southwest bay Station 3,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_062.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_063.jpg,
58753571,"[['Walleye'], ['evaluation;'], [""Sern's""], ['Index.'], ['All'], ['sites.']]",1,Walleye evaluation; Sern's Index. All sites.,NA,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211122810447_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211122810447_0002.jpg,
58753775,"[['NORTHEAST', 'Northeast', 'Northeast'], ['BAY', 'Bay', 'bay']]",1.5,Northeast BAY,Northeast Bay,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_81-46_1947_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_81-46_1947_FISHc_002_02.jpg,
58753833,"[['WILLOW', 'Willow', 'Willow', 'Willow'], ['CLUMP', 'Clump', 'clump', 'clump'], ['SOUTHWEST', 'South', 'southwest', 'Southwest'], ['SHORE', 'West', '', ''], ['', 'shore.', 'shore', 'shore']]",1.8,Willow clump SOUTHWEST SHORE shore,Willow clump southwest shore,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_FISHc_20200224123234844_0096.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_FISHc_20200224123234844_0097.jpg,
59685759,"[['See', 'see', 'See'], ['72-2-a', '72', '72-2-a'], ['', '-', ''], ['', '2', ''], ['', '-a', '']]",1.4,See 72-2-a - 2 -a,See 72-2-a,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/b_first/Otsego_Bear_FISHc_052.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/b_first/Otsego_Bear_FISHc_051.jpeg,
59963439,"[['Inlet', 'INLET', 'Inlet'], ['stream', 'STREAM', 'stream'], ['to', 'TO', 'to'], ['Badger', 'BADGER', 'Badger'], ['Lake', 'LAKE', 'Lake'], ['from', 'FROM', 'from'], ['Lost', 'LOST', 'Lost'], ['Lake', 'LAKE', 'Lake.']]",1.875,Inlet stream to Badger Lake from Lost Lake,Inlet stream to Badger Lake from Lost Lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_BADGER_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_BADGER_FISHc_0005_2.jpeg,
59963454,"[['About', 'About'], ['150', '150'], ['ft', 'ft'], ['out', 'out'], ['from', 'from'], ['Sherman', 'Sherman'], ['Creek', 'Creek'], ['on', 'on'], ['West', ''], ['shore.', 'Westshore']]",1.8,About 150 ft out from Sherman Creek on West shore.,About 150 ft out from Sherman Creek on West shore.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CEDAR_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CEDAR_FISHc_0005_2.jpeg,
59963479,"[['diagonal'], ['to'], ['shore'], ['SE'], ['corner;'], ['diagonal'], ['to'], ['shore'], ['east'], ['side;'], ['diagonal'], ['to'], ['shore,'], ['west'], ['side'], ['near'], ['small'], ['bay;'], ['in'], ['deep'], ['water'], ['along'], ['long'], ['axis'], ['of'], ['lake']]",1,"diagonal to shore SE corner; diagonal to shore east side; diagonal to shore, west side near small bay; in deep water along long axis of lake","diagonal to shore SE corner; diagonal to shore east side; diagonal to shore, west side near small bay; in deep water along long axis of lake",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CLEAR_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CLEAR_FISHc_0005_2.jpeg,"Fish collection summary, not fish collection card"
59963487,"[['Seine'], ['hauled'], ['from'], ['boat'], ['to'], ['shore'], ['along'], ['southeast'], ['and'], ['southwest'], ['sides.'], ['In'], ['five'], ['hauls'], ['the'], ['catch'], ['was'], ['as'], ['given'], ['on'], ['reverse'], ['as'], ['totals.'], ['Number'], ['of'], ['sunfish'], ['was'], ['estimated.']]",1,Seine hauled from boat to shore along southeast and southwest sides. In five hauls the catch was as given on reverse as totals. Number of sunfish was estimated.,Seine hauled from boat to shore along southeast and southwest sides. In five hauls the catch was as given on reverse as totals. Number of sunfish was estimated.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CRYSTAL_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CRYSTAL_FISHc_0006_2.jpeg,"Fish collection summary, not fish collection card"
59963532,"[['Commercial', 'Commercial'], ['fisherman', 'fisherman'], ['E.', 'E.'], ['McCoy', 'McCoy'], ['of', 'of'], ['Black', 'Black'], ['River', 'River'], ['operated', 'operated'], ['commercial', 'commercial'], ['trap', 'trap'], ['nets', 'nets'], ['under', 'under'], ['limited', 'limited'], ['permit', 'permit'], ['for', 'for'], ['removal', 'removal'], ['of', 'of'], ['""coarse', '""coarse'], ['fishes"".', 'fishes"".'], ['Nets', 'Nets'], ['operated', 'operated'], ['at', 'at'], ['6', '6'], ['stations:', 'stations:'], ['2', '2'], ['in.', 'in'], ['S.W.', 'SW'], ['end', 'end'], ['of', 'of'], ['lake,', 'lake,'], ['3', '3'], ['off', 'off'], ['Sucker', 'Sucker'], ['Brook,', 'Brook,'], ['and', 'and'], ['1', '1'], ['in.', 'in'], ['the', 'the'], ['east', 'east'], ['bay.', 'bay/']]",1.9,"Commercial fisherman E. McCoy of Black River operated commercial trap nets under limited permit for removal of ""coarse fishes"". Nets operated at 6 stations: 2 in. S.W. end of lake, 3 off Sucker Brook, and 1 in. the east bay.","Commercial fisherman E. McCoy of Black River operated commercial trap nets under limited permit for removal of ""coarse fishes"". Nets operated at 6 stations: 2 in. S.W. end of lake, 3 off Sucker Brook, and 1 in. the east bay.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0006_2.jpeg,"Fish collection summary, not fish collection card"
59963610,"[['at', '10', 'At'], ['outlet', 'ft.', 'outlet'], ['', 'C.S.', ''], ['', 'seine,', ''], ['', '25', ''], ['', 'ft.', ''], ['', 'bag', ''], ['', 'seine', '']]",1.125,"at outlet C.S. seine, 25 ft. bag seine",at outlet,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0046_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0046_2.jpeg,
59963680,"[['northwest', 'NORTHWEST', 'Northwest'], ['corner', 'CORNER', 'corner']]",1.5,northwest corner,northwest corner,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_OBRIEN_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_OBRIEN_FISHc_0015_2.jpeg,
59963709,"[['Off', 'Off'], ['point', 'point'], ['on', 'on'], ['north', 'north'], ['shore', 'shore'], ['of', 'of'], ['lake', 'lake'], ['which', 'which'], ['juts', 'juts'], ['out', 'out'], ['and', 'and'], ['partly', 'partly'], ['separates', 'separates'], ['west', 'west'], ['bay', 'bay'], ['from', 'from'], ['remainder', 'remainder'], ['of', 'of'], ['lake', 'lake.']]",1.947368421,Off point on north shore of lake which juts out and partly separates west bay from remainder of lake,Off point on north shore of lake which juts out and partly separates west bay from remainder of lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_VAUGHN_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_VAUGHN_FISHc_0011_2.jpeg,
59963772,"[['S/W', '', 'S/W'], ['corner', '', 'corner'], [""50'"", '', ""50'""], ['from', '', 'from'], ['Au', '', 'Au'], ['Train', '', 'Train'], ['River', '', 'River'], ['mouth', '', 'mouth'], ['(1)', '', '(1)'], ['S/W', '', 'S/W'], ['side', '', 'side'], ['midway', '', 'midway'], ['to', '', 'to'], ['main', '', 'main'], ['lake', 'lake', 'lake'], ['body', '', 'body'], ['(2)', '', '(2)'], ['east', '', 'East'], ['shore', '', 'shore'], ['off', '', 'off'], ['', '', 'man'], ['manmade', '', 'made'], ['rock', '', 'rock'], ['shoal', '', 'shoal'], ['', '', '(3)'], ['(3)north', '', 'North'], ['and', '', 'end'], ['300', '', '300'], ['yards', '', 'yards'], ['east', '', 'east'], ['of', '', 'of'], [""Perry's"", '', 'Perrys'], ['Resort', '', 'resort'], ['(4)', '', '(4)']]",1.794117647,S/W corner 50' from Au Train River mouth (1) S/W side midway to main lake body (2) east shore off man manmade rock shoal (3) (3)north and 300 yards east of Perry's Resort (4),S/W corner 50' from Au Train River mouth (1) S/W side midway to main lake body (2) East shore off man made rock shoal (3) (3)North end 300 yards East of Perry's Resort (4),point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0009_2.jpeg,
59963774,"[['At', 'At', 'AT'], ['mouth', 'mouth', 'MOUTH'], ['of', 'of', 'OF'], ['Buck', 'Buck', 'BUCK'], ['Nay', 'Bay', 'OFF'], ['off', 'off', 'POINT'], ['point', 'point', 'ON'], ['on', 'on', 'NORTH'], ['North', 'north', 'SIDE'], ['side', 'side', 'OF'], ['of', 'of', 'BAY'], ['Bay,', 'bay', 'PARALLEL'], ['parallel', 'parallel', 'TO'], ['to', 'to', 'REEDS'], ['reeds', 'reeds.', '']]",1.733333333,"At mouth of Buck Nay off point on North side of Bay, parallel to reeds","At mouth of Buck Bay off point on North side of Bay, parallel to reeds",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0012_2.jpeg,
59963776,"[['Approx.', 'Approx.'], ['200', '300'], ['yards', 'yards'], ['S.W.', 'SW'], ['of', 'of'], ['Cole', 'Cole'], ['Creek', 'Crek'], ['mouth', 'mouth'], ['and', 'and'], ['about', 'about'], ['150', '150'], ['yards', 'yards'], ['from', 'from'], ['shore', 'shore']]",1.785714286,Approx. 200 yards S.W. of Cole Creek mouth and about 150 yards from shore,Approx. 200 yards S.W. of Cole Creek mouth and about 150 yards from shore,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0014_2.jpeg,
59964142,"[['Boat', 'Boat', 'Boat'], ['Landing-Trap-N/E', 'Landing', 'Landing'], ['point-Fykes-Island', '-', 'point-Fykes-Island'], ['', 'Trap', ''], ['', 'N/E', ''], ['', 'point', ''], ['', '-', '-'], ['', 'Fykes', 'Trap-N/E'], ['', '-', ''], ['', 'Island', ''], ['to', 'to', 'to'], ['East', 'East', 'East'], ['Shore,', 'Shore,', 'shore,'], ['West', 'West', 'West'], ['Point', 'Point', 'Point'], ['Gills-North', 'Gills', 'Gills-North'], ['', '-', ''], ['', 'North', ''], ['', 'end', 'end'], ['', 'of', 'of'], ['', 'Islands', 'lake'], ['', '-', ''], ['', 'S/East', 'Island-S/East'], ['', 'side.', 'side.']]",1.75,"Boat Landing point-Fykes-Island Trap N/E point - Fykes - Island to East Shore, West Point Gills-North - North end of Islands - S/East side.","Boat Landing -Trap N/E point - Fykes - Island to East Shore, West Point Gills - North end of Island - S/East side.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ISLAND_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ISLAND_FISHc_0002_2.jpeg,
59964183,"[['(', '', ''], ['same', '(same', '(same'], ['as', 'as', 'as'], ['#', '#7)', '#7)'], ['7', '', ''], [')', '', '']]",1.666666667,( (same as #7) 7 ),same as #7,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_KINGSTON_FISHc_0024_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_KINGSTON_FISHc_0024_2.jpeg,
59964209,"[['1.', ''], ['SW', 'SW'], ['Corner', 'corner'], ['near', 'near'], ['Pine', 'Pine'], ['Camp', 'Camp'], ['Cabin', 'Cabin'], ['to', 'to'], ['center', 'center'], ['of', 'of'], ['lake.', 'lake.'], ['2.', ''], ['East', 'East'], ['off', 'off'], ['of', ''], ['West', 'West'], ['Point.', 'Point.'], ['3.', ''], ['Off', 'Off'], ['bog', 'bog'], ['at', 'at'], ['extreme', 'extreme'], ['', 'east'], ['end.', 'end.']]",1.75,1. SW Corner near Pine Camp Cabin to center of lake. 2. East off of West Point. 3. Off bog at extreme east end.,1. SW Corner near Pine Camp Cabin to center of lake. 2. East off of West Point. 3. Off bog at extreme east end.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_LEGIONPINE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_LEGIONPINE_FISHc_0001_2.jpeg,"Fish collection summary, not fish collection card"
59964624,"[['Bayou'], ['of'], ['Kalamazoo'], ['R.']]",1,Bayou of Kalamazoo R.,NA,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_KALAMAZOO_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_KALAMAZOO_FISHc_0001_2.jpeg,
59964681,"[['', '7', '7.'], ['', '', 'No.'], ['', '', '406.'], ['Just', '', 'Just'], ['above', '', 'above'], ['County', '', 'county'], ['road', '', 'road'], ['No.', 'No.', ''], ['406', '406', '']]",1.555555556,7 No. 406. Just above County road No. 406,Section No. 7,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SWANCREEK_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_SWANCREEK_FISHc_0006_2.jpeg,
59964848,"[['1/4', '1/4'], ['mile', 'mile'], ['southeast', 'south-east'], ['of', 'of'], ['public', 'public'], ['fishing', 'fishing'], ['site', 'site'], ['in', 'in'], ['about', 'about'], ['the', 'the'], ['middle', 'middle'], ['of', 'of'], ['the', 'the'], ['lake.', 'lake']]",1.857142857,1/4 mile southeast of public fishing site in about the middle of the lake.,1/4 mile southeast of public fishing site in about the middle of the lake.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0001_2.jpeg,
59964950,"[['Slightly', 'Slightly'], ['south', 'south'], ['of', 'of'], ['sunken', 'sunken'], ['island', 'island'], ['in', 'in'], ['north', 'north'], ['end', 'end'], ['of', 'of'], ['the', 'the'], ['lake', 'lake.']]",1.909090909,Slightly south of sunken island in north end of the lake,Slightly south of sunken island in north end of the lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0006_2.jpeg,
59964953,"[['In', 'In'], ['deep', 'deep'], ['water', 'water'], ['at', 'at'], ['beginning', 'beginning'], ['of', 'of'], ['narrows', 'narrows'], ['at', 'at'], ['north', 'north'], ['end', 'end'], ['of', 'of'], ['the', 'the'], ['lake.', 'lake'], ['(3', '(3'], ['nets', 'nets'], ['set', 'set'], ['in', 'in'], ['same', 'same'], ['area.)', 'area).']]",1.894736842,In deep water at beginning of narrows at north end of the lake. (3 nets set in same area.),In deep water at beginning of narrows at north end of the lake. (3 nets set in same area.),point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0010_2.jpeg,
59965002,"[['W.', '1.'], ['', 'West'], ['shore', 'shore'], ['between', 'between'], ['N', 'north'], ['&', 'and'], ['S', 'south'], ['ends', 'ends'], ['of', 'of'], ['lake.', 'lake;'], ['E.', '2.'], ['', 'East'], ['shore', 'shore'], ['between', 'between'], ['N', 'north'], ['&', 'and'], ['S', 'south'], ['ends', 'ends'], ['of', 'of'], ['lake.', 'lake;'], ['North', 'North'], ['of', 'of'], ['#1.', '#1;'], ['South', 'South'], ['of', 'of'], ['#2.', '#2.']]",1.5,W. West shore between N & S ends of lake. E. East shore between N & S ends of lake. North of #1. South of #2.,W. West shore between N & S ends of lake. E. East shore between N & S ends of lake. North of #1. South of #2.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0013_2.jpeg,"Fish collection summary, not fish collection card"
