"subject_id","bandedkillifishmenonakillifish","blackbandedtopm","blackbullhead","blackchinblackchinshiner","blackcrappie","blacknoseblacknosedshiner","bluegill","bluntnosedbluntnoseminnow","bowfindogfish","brooksilversidesilversides","brookstickleback","brooktrout","brownbullhead","browntrout","carp","centralmudminnowmudminnow","cisco","commonshiner","commonsuckerwhitesucker","fatheadfatheadminnow","finescaleddace","goldenshiner","greensunflsh","iowadarter","johnnydarter","lakechubsucker","laketrout","largemouthbass","leastdarter","logperch","longearedlongearsunflsh","longnosegar","mimicshiner","muddlermottledsculpincbbairdi","mudpickerelgrasspickerel","mulletredhorse","muskiemuskellunge","northernpike","nredbellydaceredbellieddace","pearldacenortherndace","perchyellowperch","pumpkinseed","rainbowtrout","rockbass","sandshinerstrawcoloredshiner","sauger","shortnosegar","smallmouthbass","spottailspottailshiner","spottedgar","tadpolemadtom","walleyeyellowpikeperch","warmouth","whitebass","yellowbullhead","abund_comments","fish_extras","front","back"
58748588,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_16.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_16p2.jpg"
58748589,"0","0","0","0","0","1","0","100","0","0","0","0","0","0","0","checkmarksymbol","0","0","0","0","checkmarksymbol","3","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","checkmarksymbol","0","1","0","0","32","0","0","0","0","0","0","0","0","0","0","0"," took higher number; fish saved is lower number,  took higher number; fish saved is lower number",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_31.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_31p2.jpg"
58748590,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_32.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_32p2.jpg"
58748591,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","20","0","0","0","0","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_33.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_33p2.jpg"
58748592,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","","Alewife - 16, Smelt - 5, N. muddler C. b. bairdii -1","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix123_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix123p2_FISHc.jpg"
58748593,"0","0","0","0","0","0","3","24","0","0","0","0","0","0","0","0","0","29","66","0","0","1","0","5","20","0","0","3","0","1","2","0","7","20","0","0","0","0","1","0","5","4","0","12","0","0","0","12","0","0","0","0","0","0","0","","N. Muddler - 20, Creek Chub - 18, Longnose Dace - 3","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix122_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix122p2_FISHc.jpg"
58748594,"0","0","0","0","5","0","9","0","0","0","0","0","1","0","1","0","0","1","30","0","0","0","0","10","12","0","0","1","0","0","5","1","0","49","0","0","0","2","0","0","5","17","0","22","0","0","0","3","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix124_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix124p2_FISHc.jpg"
58748595,"0","0","0","0","1","0","5","2","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","9","0","18","0","0","0","1","28","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix125_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix125p2_FISHc.jpg"
58748596,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","36","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","40","1","0","218","0","0","0","3","1","0","0","7","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix126_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix126p2_FISHc.jpg"
58748597,"0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","341","0","0","196","0","0","0","7","0","0","0","19","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix127_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix127p2_FISHc.jpg"
58748598,"0","0","0","0","0","0","2","112","0","0","0","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","2","0","0","2","0","5","0","0","0","0","0","0","0","0","1","0","7","19","0","0","0","161","0","0","0","0","0","0","","Creek Chub Sand - Spottail shiner-161, Common shiner-47, Bluntnose minnow-112, Creek 1","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix129_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix129p2_FISHc.jpg"
58748599,"0","0","0","0","11","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","3","0","1","2","0","3","1","0","0","0","0","0","0","1","0","0","0","1","0","0","5","0","0","0","0","0","0","0","","Alewife - 18, N. muddler (C. b. Trout - 1, Trout-perch - 1","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix128_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix128p2_FISHc.jpg"
58748600,"2","0","0","0","0","1","0","82","0","0","0","0","0","0","0","0","0","76","9","0","0","0","0","1","19","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","19","0","0","0","0","2","0","0","0","0","0","0","","Creek Chub - 6, Longnose Dace - 1","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix130_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix130p2_FISHc.jpg"
58748602,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","26","0","0","18","0","0","0","2","0","0","0","0","0","0","0","","Alewife - 33","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix134_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix134p2_FISHc.jpg"
58748603,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","1","0","0","0","5","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix136_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix136p2_FISHc.jpg"
58748605,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","9","0","0","0","0","0","0","0","6","0","0","0","","Alewife - 8","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix135_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix135p2_FISHc.jpg"
58748606,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","29","0","0","0","1","0","0","0","1","0","0","0","","Alewife - 22","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix133_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix133p2_FISHc.jpg"
58748607,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","16","0","0","11","0","0","0","1","0","0","0","1","0","0","0","","Alewife - 19, Striped bass - 1","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix137_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix137p2_FISHc.jpg"
58748608,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","22","0","0","3","0","0","0","1","0","0","0","1","0","0","0","","Alewife - 3","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix138_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix138p2_FISHc.jpg"
58748609,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","6","0","0","0","2","0","0","0","1","0","0","0","","Alewife - 10","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix139_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix139p2_FISHc.jpg"
58748610,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","6","1","0","6","0","0","0","2","0","0","0","1","0","0","0","","Alewife - 5","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix141_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix141p2_FISHc.jpg"
58748611,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix140_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix140p2_FISHc.jpg"
58748612,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","","Alewines - 20 alewife","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix143_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix143p2_FISHc.jpg"
58748613,"0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","19","0","0","9","0","0","0","0","0","0","0","3","0","0","0","","Alewife - Brown Bullhead-2, 1, Northern pike-1, Yellow Perch-19, Yellow Pikeperch-3, Rock Bass - 9, Striped bass - 1","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix142_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix142p2_FISHc.jpg"
58748614,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix144_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix144p2_FISHc.jpg"
58748615,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix146_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix146p2_FISHc.jpg"
58748616,"0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","19","0","0","0","1","0","0","0","2","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix145_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix145p2_FISHc.jpg"
58748617,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","Alewife - 14","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix149_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix149p2_FISHc.jpg"
58748618,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","Alewife - 21","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix147_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix147p2_FISHc.jpg"
58748619,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","4","0","0","0","1","0","0","0","0","0","0","0","","Alewife - 22","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix148_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix148p2_FISHc.jpg"
58748620,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","21","0","0","0","1","0","0","0","0","0","0","0","","Alewife - 39","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix150_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix150p2_FISHc.jpg"
58748621,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","63","0","0","0","3","0","0","0","0","0","0","0","",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix152_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix152p2_FISHc.jpg"
58748622,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0","10","0","0","0","2","0","0","0","0","0","0","0","","Alewife - 39","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix151_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix151p2_FISHc.jpg"
58748624,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","0","0","8","0","0","0","0","0","0","0","2","0","0","0","","Alewife - 10","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix154_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix154p2_FISHc.jpg"
58748625,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","Alewife - 11","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix155_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix155p2_FISHc.jpg"
58748628,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","Alewife - 10","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix158_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix158p2_FISHc.jpg"
58748629,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","13","0","0","0","1","0","0","0","2","0","0","0","","Alewife - 22","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix162_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix162p2_FISHc.jpg"
58748630,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","0","0","58","0","0","0","0","0","0","0","0","0","0","0","","Alewife - 8","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix159_FISHc.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix159p2_FISHc.jpg"
