"subject_id","URL.4","URL.8","task","Full.Task","data.value"
58642631,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Chippewa_CarpLittle_GROW_004.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642657,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gladwin_Ross_GROW_013.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642657,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gladwin_Ross_GROW_013.jpg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642657,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gladwin_Ross_GROW_013.jpg",NA,"T13","Third row age group [Dropdown]","[{'VI / 6': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'V / 5': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T25","5th row age group [Dropdown]","[{'VI / 6': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T31","6th row age group [Dropdown]","[{'VII / 7': 3}]"
58642658,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_024.jpg",NA,"T37","7th row age group [Dropdown]","[{'VIII / 8': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'V / 5': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T25","5th row age group [Dropdown]","[{'VI / 6': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T31","6th row age group [Dropdown]","[{'VII / 7': 3}]"
58642661,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_028.jpg",NA,"T37","7th row age group [Dropdown]","[{'VIII / 8': 3}]"
58642663,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_027.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642663,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_027.jpg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642663,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_027.jpg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 3}]"
58642663,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_027.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'V / 5': 3}]"
58642663,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_DeerIsland_GROW_027.jpg",NA,"T25","5th row age group [Dropdown]","[{'VII / 7': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T25","5th row age group [Dropdown]","[{'V / 5': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T31","6th row age group [Dropdown]","[{'VI / 6': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T37","7th row age group [Dropdown]","[{'VIII / 8': 3}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T43","8th row age group [Dropdown]","[{'X+': 1, 'X / 10': 2}]"
58642668,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Loon_GROW_039.jpg",NA,"T49","9th row age group [Dropdown]","[{'XII / 12 ': 3}]"
58642669,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Katherine_GROW_004.jpg",NA,"T1","First row age group [Dropdown]","[{'V / 5': 3}]"
58642669,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Katherine_GROW_004.jpg",NA,"T7","Second row age group [Dropdown]","[{'VI / 6': 2, 'IV / 4': 1}]"
58642670,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Long_GROW_002.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642670,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Long_GROW_002.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642670,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Long_GROW_002.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642674,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Marion_GROW_157.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642674,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Marion_GROW_157.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642674,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Marion_GROW_157.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642674,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Marion_GROW_157.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 3}]"
58642674,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Marion_GROW_157.jpg",NA,"T25","5th row age group [Dropdown]","[{'V / 5': 3}]"
58642676,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Moon_GROW_003.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642676,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Moon_GROW_003.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642676,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Moon_GROW_003.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642677,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/GrandTraverse_Arbutus_GROW_097.jpg",NA,"T1","First row age group [Dropdown]","[{'VIII / 8': 3}]"
58642678,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Thrush_GROW_002.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642678,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Gogebic_Thrush_GROW_002.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642680,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/GrandTraverse_Dollar_GROW_009.jpg",NA,"T1","First row age group [Dropdown]","[{'0 / 0': 3}]"
58642680,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/GrandTraverse_Dollar_GROW_009.jpg",NA,"T7","Second row age group [Dropdown]","[{'I / 1': 3}]"
58642680,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/GrandTraverse_Dollar_GROW_009.jpg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 1, 'II / 2': 2}]"
58642680,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/GrandTraverse_Dollar_GROW_009.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 2}]"
58642693,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Ionia_PortlandImpoundment_GROW_001.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 2}]"
58642701,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Ionia_Sessions_GROW_006.jpg",NA,"T1","First row age group [Dropdown]","[{'IV / 4': 3}]"
58642712,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_047.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642712,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_047.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642712,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_047.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642712,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_047.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 3}]"
58642712,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_047.jpg",NA,"T25","5th row age group [Dropdown]","[{'VIII / 8': 3}]"
58642713,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Fire_GROW_012.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642713,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Fire_GROW_012.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642713,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Fire_GROW_012.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_048.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_048.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_048.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_048.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 3}]"
58642716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Indian_GROW_048.jpg",NA,"T25","5th row age group [Dropdown]","[{'VIII / 8': 3}]"
58642717,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_MichigammeReservoir_GROW_064.jpg",NA,"T1","First row age group [Dropdown]","[{'III / 3': 1, 'II / 2': 2}]"
58642720,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Smoky_GROW_072.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642720,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Smoky_GROW_072.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642720,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Smoky_GROW_072.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642720,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Smoky_GROW_072.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 3}]"
58642720,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Smoky_GROW_072.jpg",NA,"T25","5th row age group [Dropdown]","[{'V / 5': 3}]"
58642720,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Iron_Smoky_GROW_072.jpg",NA,"T31","6th row age group [Dropdown]","[{'VI / 6': 3}]"
58642733,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kalkaska_Bear_GROW_003.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642766,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kent_Versluis_GROW_001.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642766,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Kent_Versluis_GROW_001.jpg",NA,"T7","Second row age group [Dropdown]","[{'I / 1': 1, '0 / 0': 2}]"
58642775,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_002.jpg",NA,"T1","First row age group [Dropdown]","[{'IV / 4': 3}]"
58642775,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_002.jpg",NA,"T7","Second row age group [Dropdown]","[{'V / 5': 3}]"
58642775,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_002.jpg",NA,"T13","Third row age group [Dropdown]","[{'VI / 6': 3}]"
58642776,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313154820816_0004.jpeg",NA,"T1","First row age group [Dropdown]","[{'VI / 6': 3}]"
58642777,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313154820816_0003.jpeg",NA,"T1","First row age group [Dropdown]","[{'III / 3': 2, 'II / 2': 1}]"
58642777,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313154820816_0003.jpeg",NA,"T7","Second row age group [Dropdown]","[{'IV / 4': 3}]"
58642777,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313154820816_0003.jpeg",NA,"T13","Third row age group [Dropdown]","[{'V / 5': 3}]"
58642777,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313154820816_0003.jpeg",NA,"T19","Fourth row age group [Dropdown]","[{'VI / 6': 3}]"
58642777,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313154820816_0003.jpeg",NA,"T25","5th row age group [Dropdown]","[{'VII / 7': 3}]"
58642780,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0001.jpeg",NA,"T1","First row age group [Dropdown]","[{'III / 3': 3}]"
58642781,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0002.jpeg",NA,"T1","First row age group [Dropdown]","[{'IV / 4': 2}]"
58642781,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0002.jpeg",NA,"T7","Second row age group [Dropdown]","[{'V / 5': 2}]"
58642781,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_FannyHooe_GROW_20200313155651942_0002.jpeg",NA,"T13","Third row age group [Dropdown]","[{'VI / 6': 2}]"
58642783,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_004.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642783,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_004.jpg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642783,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_004.jpg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 3}]"
58642783,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_004.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'V / 5': 3}]"
58642784,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_20200313161432325_0001.jpeg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642784,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_20200313161432325_0001.jpeg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642784,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_20200313161432325_0001.jpeg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 3}]"
58642784,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Gratiot_GROW_20200313161432325_0001.jpeg",NA,"T19","Fourth row age group [Dropdown]","[{'V / 5': 3}]"
58642785,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_002.jpg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642786,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162155093_0002.jpeg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642786,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162155093_0002.jpeg",NA,"T7","Second row age group [Dropdown]","[{'III / 3': 3}]"
58642786,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162155093_0002.jpeg",NA,"T13","Third row age group [Dropdown]","[{'IV / 4': 3}]"
58642786,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162155093_0002.jpeg",NA,"T19","Fourth row age group [Dropdown]","[{'V / 5': 3}]"
58642787,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162155093_0003.jpeg",NA,"T1","First row age group [Dropdown]","[{'IV / 4': 3}]"
58642787,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162155093_0003.jpeg",NA,"T7","Second row age group [Dropdown]","[{'X / 10': 3}]"
58642790,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_LacLaBelle_GROW_20200313162740320_0001.jpeg",NA,"T1","First row age group [Dropdown]","[{'II / 2': 3}]"
58642792,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_003.jpg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642792,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_003.jpg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642792,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_003.jpg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642792,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_003.jpg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 3}]"
58642793,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313163832765_0001.jpeg",NA,"T1","First row age group [Dropdown]","[{'V / 5': 4}]"
58642793,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313163832765_0001.jpeg",NA,"T7","Second row age group [Dropdown]","[{'VI / 6': 3, 'IV / 4': 1}]"
58642793,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313163832765_0001.jpeg",NA,"T13","Third row age group [Dropdown]","[{'VII / 7': 4}]"
58642795,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313164026272_0003.jpeg",NA,"T1","First row age group [Dropdown]","[{'I / 1': 3}]"
58642795,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313164026272_0003.jpeg",NA,"T7","Second row age group [Dropdown]","[{'II / 2': 3}]"
58642795,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313164026272_0003.jpeg",NA,"T13","Third row age group [Dropdown]","[{'III / 3': 3}]"
58642795,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Keweenaw_Manganese_GROW_20200313164026272_0003.jpeg",NA,"T19","Fourth row age group [Dropdown]","[{'IV / 4': 2, 'VI / 6': 1}]"
58642827,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Otsego_Otsego_GROW_6.jpeg",NA,"T1","First row age group [Dropdown]","[{'X / 10': 3}]"
58642855,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/StClair_StJohns_GROW_2.jpeg",NA,"T1","First row age group [Dropdown]","[{'III / 3': 3}]"
58642855,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/StClair_StJohns_GROW_2.jpeg",NA,"T7","Second row age group [Dropdown]","[{'IV / 4': 3}]"
58642855,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/StClair_StJohns_GROW_2.jpeg",NA,"T13","Third row age group [Dropdown]","[{'XIII / 13': 2, 'VIII / 8': 1}]"
58642855,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/StClair_StJohns_GROW_2.jpeg",NA,"T19","Fourth row age group [Dropdown]","[{'IX / 9 ': 3}]"
58746109,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_005.jpeg","T1","First row age group [Dropdown]","[{'0 / 0': 3}]"
58746109,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/StJoseph_Thompson_GROW_005.jpeg","T7","Second row age group [Dropdown]","[{'I / 1': 3}]"
