"subject_id","task","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text"
58642658,"T21","[['13.8-16.3', '13.8-16.3', '13.8-16.3']]",3,3,"13.8-16.3"
58642658,"T22","[['15.1', '15.1', '15.1']]",3,3,"15.1"
58642658,"T26","[['2', '2', '2']]",3,3,"2"
58642658,"T27","[['15.6', '15.6', '15.6']]",3,3,"15.6"
58642658,"T28","[['15.6', '15.6', '15.6']]",3,3,"15.6"
58642658,"T32","[['7', '7', '7']]",3,3,"7"
58642658,"T33","[['16.0-17.2', '16.0-7.2', '16.0-17.2']]",3,2,"16.0-17.2"
58642658,"T34","[['16.8', '16.8', '16.8']]",3,3,"16.8"
58642658,"T38","[['1', '1', '1']]",3,3,"1"
58642658,"T39","[['17.3', '17.3', '17.3']]",3,3,"17.3"
58642658,"T40","[['17.3', '17.3', '17.3']]",3,3,"17.3"
58642661,"T2","[['3', '3', '3']]",3,3,"3"
58642661,"T3","[['8.3-8.7', '8.3-8.7', '8.3-8.7']]",3,3,"8.3-8.7"
58642661,"T4","[['8.4', '8.4', '8.4']]",3,3,"8.4"
58642661,"T8","[['7', '7', '7']]",3,3,"7"
58642661,"T9","[['8.8-11.5', '8.8-11.5', '8.8-11.5']]",3,3,"8.8-11.5"
58642661,"T10","[['10.1', '10.1', '10.1']]",3,3,"10.1"
58642661,"T14","[['12', '12', '12']]",3,3,"12"
58642661,"T15","[['11.2-14.9', '11.2-14.9', '11.2-14.9']]",3,3,"11.2-14.9"
58642661,"T16","[['12.9', '12.9', '12.9']]",3,3,"12.9"
58642661,"T20","[['7', '7', '7']]",3,3,"7"
58642661,"T21","[['13.8-16.3', '13.8-16.3', '13.8-16.3']]",3,3,"13.8-16.3"
58642661,"T22","[['15.1', '15.1', '15.1']]",3,3,"15.1"
58642661,"T26","[['2', '2', '2']]",3,3,"2"
58642661,"T27","[['15.6', '15.6', '15.6']]",3,3,"15.6"
58642661,"T28","[['15.6', '15.6', '15.6']]",3,3,"15.6"
58642661,"T32","[['7', '7', '7']]",3,3,"7"
58642661,"T33","[['16.0-17.2', '16.0-17.2', '16.0-17.2']]",3,3,"16.0-17.2"
58642661,"T34","[['16.8', '16.8', '16.8']]",3,3,"16.8"
58642661,"T38","[['1', '1', '1']]",3,3,"1"
58642661,"T39","[['17.3', '17.3', '17.3']]",3,3,"17.3"
58642661,"T40","[['17.3', '17.3', '17.3']]",3,3,"17.3"
58642663,"T2","[['3', '3', '3']]",3,3,"3"
58642663,"T3","[['8.3-8.7', '8.3-8.7', '8.3-8.7']]",3,3,"8.3-8.7"
58642663,"T4","[['8.4', '8.4', '8.4']]",3,3,"8.4"
58642663,"T8","[['6', '6', '6']]",3,3,"6"
58642663,"T9","[['8.8-11.5', '8.8-11.5', '8.8-11.5']]",3,3,"8.8-11.5"
58642663,"T10","[['10.0', '10.0', '10.0']]",3,3,"10.0"
58642663,"T14","[['5', '5', '5']]",3,3,"5"
58642663,"T15","[['11.2-13.5', '11.2-13.5', '11.2-13.5']]",3,3,"11.2-13.5"
58642663,"T16","[['12.0', '12.0', '12.0']]",3,3,"12.0"
58642663,"T20","[['2', '2', '2']]",3,3,"2"
58642663,"T21","[['14.6-15.6', '14.6-15.6', '14.6-15.6']]",3,3,"14.6-15.6"
58642663,"T22","[['15.1', '15.1', '15.1']]",3,3,"15.1"
58642663,"T26","[['2', '2', '2']]",3,3,"2"
58642663,"T27","[['16.0-17.2', '16.0-17.2', '16.0-17.2']]",3,3,"16.0-17.2"
58642663,"T28","[['16.6', '16.6', '16.6']]",3,3,"16.6"
58642668,"T2","[['4', '4', '4']]",3,3,"4"
58642668,"T3","[['5.7-6.3', '5.7-6.3', '5.7-6.3']]",3,3,"5.7-6.3"
58642668,"T4","[['5.9', '5.9', '5.9']]",3,3,"5.9"
58642668,"T8","[['10', '10', '10']]",3,3,"10"
58642668,"T9","[['6.8-8.9', '6.8-8.9', '6.8-8.9']]",3,3,"6.8-8.9"
58642668,"T10","[['7.8', '7.8', '7.8']]",3,3,"7.8"
58642668,"T14","[['5', '5', '5']]",3,3,"5"
58642668,"T15","[['9.6-10.0', '9.6-10.0', '9.6-10.0']]",3,3,"9.6-10.0"
58642668,"T16","[['9.8', '9.8', '9.8']]",3,3,"9.8"
58642668,"T20","[['5', '5', '5']]",3,3,"5"
58642668,"T21","[['11.4-12.5', '11.4-12.5', '11.4-12.5']]",3,3,"11.4-12.5"
58642668,"T22","[['11.9', '11.9', '11.9']]",3,3,"11.9"
58642668,"T26","[['1', '1', '1']]",3,3,"1"
58642668,"T27","[['14.3', '14.3', '14.3']]",3,3,"14.3"
58642668,"T28","[['14.3', '14.3', '14.3']]",3,3,"14.3"
58642668,"T32","[['5', '5', '5']]",3,3,"5"
58642668,"T33","[['13.4-14.8', '13.4-14.8', '13.4-14.8']]",3,3,"13.4-14.8"
58642668,"T34","[['13.9', '13.9', '13.9']]",3,3,"13.9"
58642668,"T38","[['2', '2', '2']]",3,3,"2"
58642668,"T39","[['16.4-16.5', '16.4-16.5', '16.4-16.5']]",3,3,"16.4-16.5"
58642668,"T40","[['16.5', '16.5', '16.5']]",3,3,"16.5"
58642668,"T44","[['1', '1', '1']]",3,3,"1"
58642668,"T45","[['18.3', '18.3', '18.3']]",3,3,"18.3"
58642668,"T46","[['18.3', '18.3', '18.3']]",3,3,"18.3"
58642668,"T50","[['1', '1', '1']]",3,3,"1"
58642668,"T51","[['19.4', '19.4', '19.4']]",3,3,"19.4"
58642668,"T52","[['19.4', '19.4', '19.4']]",3,3,"19.4"
58642669,"T2","[['3', '3', '3']]",3,3,"3"
58642669,"T3","[['12.5-13.0', '12.5-13.0', '12.5-13.0']]",3,3,"12.5-13.0"
58642669,"T4","[['12.8', '12.8', '12.8']]",3,3,"12.8"
58642669,"T8","[['2', '2', '2']]",3,3,"2"
58642669,"T9","[['13.5-14.0', '13.5-14.0', '13.5-14.0']]",3,3,"13.5-14.0"
58642669,"T10","[['13.9', '13.9', '13.9']]",3,3,"13.9"
58642670,"T2","[['2', '2', '2']]",3,3,"2"
58642670,"T3","[['5.9-6.9', '5.9-6.9', '5.9-6.9']]",3,3,"5.9-6.9"
58642670,"T4","[['6.4', '6.4', '6.4']]",3,3,"6.4"
58642670,"T8","[['3', '3', '3']]",3,3,"3"
58642670,"T9","[['6.7-11.3', '6.7-11.3', '6.7-11.3']]",3,3,"6.7-11.3"
58642670,"T10","[['9.5', '9.5', '9.5']]",3,3,"9.5"
58642670,"T14","[['1', '1', '1']]",3,3,"1"
58642670,"T15","[['14.7', '14.7', '14.7']]",3,3,"14.7"
58642670,"T16","[['14.7', '14.7', '14.7']]",3,3,"14.7"
58642674,"T2","[['8', '8', '8']]",3,3,"8"
58642674,"T3","[['4.4-5.7', '4.4-5.7', '4.4-5.7']]",3,3,"4.4-5.7"
58642674,"T4","[['5.2', '5.2', '5.2']]",3,3,"5.2"
58642674,"T8","[['7', '7', '7']]",3,3,"7"
58642674,"T9","[['6.1-7.2', '6.1-7.2', '6.1-7.2']]",3,3,"6.1-7.2"
58642674,"T10","[['6.7', '6.7', '6.7']]",3,3,"6.7"
58642674,"T14","[['8', '8', '8']]",3,3,"8"
58642674,"T15","[['7.2-9.2', '7.2-9.2', '7.2-9.2']]",3,3,"7.2-9.2"
58642674,"T16","[['8.4', '8.4', '8.4']]",3,3,"8.4"
58642674,"T20","[['10', '10', '10']]",3,3,"10"
58642674,"T21","[['9.2-11.3', '9.2-11.3', '9.2-11.3']]",3,3,"9.2-11.3"
58642674,"T22","[['10.4', '10.4', '10.4']]",3,3,"10.4"
58642674,"T26","[['1', '1', '1']]",3,3,"1"
58642674,"T28","[['13.7', '13.7', '13.7']]",3,3,"13.7"
58642676,"T2","[['1', '1', '1']]",3,3,"1"
58642676,"T3","[['5.5', '5.5', '5.5']]",3,3,"5.5"
58642676,"T4","[['5.5', '5.5', '5.5']]",3,3,"5.5"
58642676,"T8","[['5', '5', '5']]",3,3,"5"
58642676,"T9","[['7.1-8.1', '7.1-8.1', '7.1-8.1']]",3,3,"7.1-8.1"
58642676,"T10","[['7.6', '7.6', '7.6']]",3,3,"7.6"
58642676,"T14","[['1', '1', '1']]",3,3,"1"
58642676,"T15","[['8.2', '8.2', '8.2']]",3,3,"8.2"
58642676,"T16","[['8.2', '8.2', '8.2']]",3,3,"8.2"
58642677,"T2","[['1', '1', '1']]",3,3,"1"
58642677,"T3","[['16.4', '16.4', '16.4']]",3,3,"16.4"
58642677,"T4","[['16.4', '16.4', '16.4']]",3,3,"16.4"
58642678,"T2","[['6', '6', '6']]",3,3,"6"
58642678,"T3","[['5.2-6.5', '5.2-6.5', '5.2-6.5']]",3,3,"5.2-6.5"
58642678,"T4","[['5.8', '5.8', '5.8']]",3,3,"5.8"
58642678,"T8","[['2', '2', '2']]",3,3,"2"
58642678,"T9","[['7.5-7.9', '7.5-7.9', '7.5-7.9']]",3,3,"7.5-7.9"
58642678,"T10","[['7.7', '7.7', '7.7']]",3,3,"7.7"
58642680,"T2","[['16', '16', '16']]",3,3,"16"
58642680,"T3","[['2.5-4.2', '2.5-4.2', '2.5-4.2']]",3,3,"2.5-4.2"
58642680,"T4","[['3.3', '3.3', '3.3']]",3,3,"3.3"
58642680,"T8","[['25', '25', '25']]",3,3,"25"
58642680,"T9","[['6.5-9.1', '6.5-9.1', '6.5-9.1']]",3,3,"6.5-9.1"
58642680,"T10","[['7.5', '7.5', '7.5']]",3,3,"7.5"
58642680,"T14","[['1', '3', '3']]",3,2,"3"
58642680,"T15","[['14.9', '11.8-12.3', '11.8-12.3']]",3,2,"11.8-12.3"
58642680,"T16","[['14.9', '12.0', '12.0']]",3,2,"12.0"
58642680,"T20","[['1', '1']]",2,2,"1"
58642680,"T21","[['14.9', '14.9']]",2,2,"14.9"
58642680,"T22","[['14.9', '14.9']]",2,2,"14.9"
58642693,"T2","[['4', '4']]",2,2,"4"
58642693,"T3","[['198-245', '198-245']]",2,2,"198-245"
58642693,"T4","[['219', '219']]",2,2,"219"
58642701,"T2","[['1', '1', '1']]",3,3,"1"
58642701,"T4","[['6.4', '14.4', '14.4']]",3,2,"14.4"
58642712,"T2","[['6', '6', '6']]",3,3,"6"
58642712,"T3","[['2.7-3.7', '2.7-3.7', '2.7-3.7']]",3,3,"2.7-3.7"
58642712,"T4","[['3.3', '3.3', '3.3']]",3,3,"3.3"
58642712,"T8","[['2', '5', '2']]",3,2,"2"
58642712,"T9","[['5.7-5.7', '5.7-5.7', '5.7-5.7']]",3,3,"5.7-5.7"
58642712,"T10","[['5.7', '5.7', '5.7']]",3,3,"5.7"
58642712,"T14","[['5', '5', '5']]",3,3,"5"
58642712,"T15","[['5.8-9.0', '5.8-9.0', '5.8-9.0']]",3,3,"5.8-9.0"
58642712,"T16","[['6.7', '6.7', '6.7']]",3,3,"6.7"
58642712,"T20","[['1', '1', '1']]",3,3,"1"
58642712,"T21","[['7.8', '7.8', '7.8']]",3,3,"7.8"
58642712,"T22","[['7.8', '7.8', '7.8']]",3,3,"7.8"
58642712,"T26","[['1', '1', '1']]",3,3,"1"
58642712,"T27","[['16.5', '16.5', '16.5']]",3,3,"16.5"
58642712,"T28","[['16.5', '16.5', '16.5']]",3,3,"16.5"
58642713,"T2","[['35', '35', '35']]",3,3,"35"
58642713,"T3","[['2.3-6.7', '3.2-6.7', '3.2-6.7']]",3,2,"3.2-6.7"
58642713,"T4","[['5.0', '5.0', '5.0']]",3,3,"5.0"
58642713,"T8","[['15', '15', '15']]",3,3,"15"
58642713,"T9","[['7.0-9.9', '7.0-9.9', '7.0-9.9']]",3,3,"7.0-9.9"
58642713,"T10","[['8.0', '8.0', '8.0']]",3,3,"8.0"
58642713,"T14","[['3', '3', '3']]",3,3,"3"
58642713,"T15","[['11.0-11.6', '11.0-11.6', '11.0-11.6']]",3,3,"11.0-11.6"
58642713,"T16","[['11.2', '11.2', '11.2']]",3,3,"11.2"
58642716,"T2","[['6', '6', '6']]",3,3,"6"
58642716,"T3","[['2.7-3.7', '2.7-3.7', '2.7-3.7']]",3,3,"2.7-3.7"
58642716,"T4","[['3.3', '3.3', '3.3']]",3,3,"3.3"
58642716,"T8","[['2', '2', '2']]",3,3,"2"
58642716,"T9","[['5.7-5.7', '5.7-5.7', '5.7-5.7']]",3,3,"5.7-5.7"
58642716,"T10","[['5.7', '5.7', '5.7']]",3,3,"5.7"
58642716,"T14","[['5', '5', '5']]",3,3,"5"
58642716,"T15","[['5.8-9.0', '5.8-9.0', '5.8-9.0']]",3,3,"5.8-9.0"
58642716,"T16","[['6.7', '6.7', '6.7']]",3,3,"6.7"
58642716,"T20","[['1', '1', '1']]",3,3,"1"
58642716,"T21","[['7.8', '7.8', '7.8']]",3,3,"7.8"
58642716,"T22","[['7.8', '7.8', '7.8']]",3,3,"7.8"
58642716,"T26","[['1', '1', '1']]",3,3,"1"
58642716,"T27","[['16.5', '16.5', '16.5']]",3,3,"16.5"
58642716,"T28","[['16.5', '16.5', '16.5']]",3,3,"16.5"
58642717,"T2","[['1', '1', '1']]",3,3,"1"
58642717,"T3","[['9.6', '9.6', '9.6']]",3,3,"9.6"
58642717,"T4","[['9.6', '9.6', '9.6']]",3,3,"9.6"
58642720,"T2","[['1', '1', '1']]",3,3,"1"
58642720,"T3","[['3.8', '3.8', '3.8']]",3,3,"3.8"
58642720,"T4","[['3.8', '3.8', '3.8']]",3,3,"3.8"
58642720,"T8","[['2', '2', '2']]",3,3,"2"
58642720,"T9","[['7.0-7.5', '7.0-7.5', '7.0-7.5']]",3,3,"7.0-7.5"
58642720,"T10","[['7.2', '7.2', '7.2']]",3,3,"7.2"
58642720,"T14","[['3', '3', '3']]",3,3,"3"
58642720,"T15","[['8.6-9.3', '8.6-9.3', '8.6-9.3']]",3,3,"8.6-9.3"
58642720,"T16","[['9.0', '9.0', '9.0']]",3,3,"9.0"
58642720,"T20","[['6', '6', '6']]",3,3,"6"
58642720,"T21","[['10.2-11.5', '10.2-11.5', '10.2-11.5']]",3,3,"10.2-11.5"
58642720,"T22","[['11.0', '11.0', '11.0']]",3,3,"11.0"
58642720,"T26","[['8', '8', '8']]",3,3,"8"
58642720,"T27","[['10.6-12.4', '10.6-12.4', '10.6-12.4']]",3,3,"10.6-12.4"
58642720,"T28","[['11.7', '11.7', '11.7']]",3,3,"11.7"
58642720,"T32","[['10', '10', '10']]",3,3,"10"
58642720,"T33","[['10.4-13.1', '10.4-13.1', '10.4-13.1']]",3,3,"10.4-13.1"
58642720,"T34","[['12.1', '12.1', '12.1']]",3,3,"12.1"
58642733,"T2","[['8', '8', '8']]",3,3,"8"
58642733,"T3","[['7.2']]",1,1,"7.2"
58642733,"T4","[['7.3', '7.2', '7.2']]",3,2,"7.2"
58642766,"T2","[['1', '1', '1']]",3,3,"1"
58642766,"T3","[['8.6', '8.6', '8.6']]",3,3,"8.6"
58642766,"T4","[['8.6', '8.6', '8.6']]",3,3,"8.6"
58642766,"T8","[['1', '1', '1']]",3,3,"1"
58642766,"T9","[['18.4', '18.4', '18.4']]",3,3,"18.4"
58642766,"T10","[['18.4', '18.4', '18.4']]",3,3,"18.4"
58642775,"T2","[['1', '1', '1']]",3,3,"1"
58642775,"T3","[['13.6', '13.6', '13.6']]",3,3,"13.6"
58642775,"T4","[['13.6', '13.6', '13.6']]",3,3,"13.6"
58642775,"T8","[['1', '1', '1']]",3,3,"1"
58642775,"T9","[['14.3', '14.3', '14.3']]",3,3,"14.3"
58642775,"T10","[['14.3', '14.3', '14.3']]",3,3,"14.3"
58642775,"T14","[['1', '1', '1']]",3,3,"1"
58642775,"T15","[['15.0', '15.0', '15.0']]",3,3,"15.0"
58642775,"T16","[['15.0', '15.0', '15.0']]",3,3,"15.0"
58642776,"T2","[['1', '1', '1']]",3,3,"1"
58642776,"T3","[['15.5', '15.5', '15.5']]",3,3,"15.5"
58642776,"T4","[['15.5', '15.5', '15.5']]",3,3,"15.5"
58642777,"T2","[['2', '2', '2']]",3,3,"2"
58642777,"T3","[['9.0-9.5', '9.0-9.5', '9.0-9.5']]",3,3,"9.0-9.5"
58642777,"T4","[['9.3', '9.3', '9.3']]",3,3,"9.3"
58642777,"T8","[['6', '6', '6']]",3,3,"6"
58642777,"T9","[['10.0-12.5', '10.0-12.5', '10.0-12.5']]",3,3,"10.0-12.5"
58642777,"T10","[['11.4', '11.4', '11.4']]",3,3,"11.4"
58642777,"T14","[['7', '7', '7']]",3,3,"7"
58642777,"T15","[['12.7-14.1', '12.7-14.1', '12.7-14.1']]",3,3,"12.7-14.1"
58642777,"T16","[['13.5', '13.5', '13.5']]",3,3,"13.5"
58642777,"T20","[['3', '3', '3']]",3,3,"3"
58642777,"T21","[['14.2-14.9', '14.2-14.9', '14.2-14.9']]",3,3,"14.2-14.9"
58642777,"T22","[['14.5', '14.5', '14.5']]",3,3,"14.5"
58642777,"T26","[['1', '1', '8']]",3,2,"1"
58642777,"T27","[['15.5', '15.5', '15.5']]",3,3,"15.5"
58642777,"T28","[['15.5', '15.5', '15.5']]",3,3,"15.5"
58642780,"T2","[['2', '2', '2']]",3,3,"2"
58642780,"T3","[['7.6', '7.6-8.0', '7.6-8.0']]",3,2,"7.6-8.0"
58642780,"T4","[['8.0', '7.8', '7.8']]",3,2,"7.8"
58642781,"T2","[['1', '1']]",2,2,"1"
58642781,"T3","[['13.6', '13.6']]",2,2,"13.6"
58642781,"T4","[['13.6', '13.6']]",2,2,"13.6"
58642781,"T8","[['1', '1']]",2,2,"1"
58642781,"T9","[['14.3', '14.3']]",2,2,"14.3"
58642781,"T10","[['14.3', '14.3']]",2,2,"14.3"
58642781,"T14","[['1', '1']]",2,2,"1"
58642781,"T15","[['15.0', '15.0']]",2,2,"15.0"
58642781,"T16","[['15.0', '15.0']]",2,2,"15.0"
58642783,"T2","[['6', '6', '6']]",3,3,"6"
58642783,"T3","[['5.9-8.6', '5.9-8.6', '5.9-8.6']]",3,3,"5.9-8.6"
58642783,"T4","[['6.8', '8.8', '6.8']]",3,2,"6.8"
58642783,"T8","[['1', '1', '1']]",3,3,"1"
58642783,"T9","[['12.5', '12.5', '12.5']]",3,3,"12.5"
58642783,"T10","[['12.5', '12.5', '12.5']]",3,3,"12.5"
58642783,"T14","[['1', '1', '1']]",3,3,"1"
58642783,"T15","[['14.8', '14.8', '14.8']]",3,3,"14.8"
58642783,"T16","[['14.8', '14.8', '14.8']]",3,3,"14.8"
58642783,"T20","[['3', '3', '3']]",3,3,"3"
58642783,"T21","[['14-15.7', '14.-15.7', '14-15.7']]",3,2,"14-15.7"
58642783,"T22","[['14.6', '14.6', '14.6']]",3,3,"14.6"
58642784,"T2","[['6', '6', '6']]",3,3,"6"
58642784,"T3","[['5.9-8.6', '5.9-8.6', '5.9-8.6']]",3,3,"5.9-8.6"
58642784,"T4","[['6.8', '6.8', '6.8']]",3,3,"6.8"
58642784,"T8","[['1', '1', '1']]",3,3,"1"
58642784,"T9","[['12.5', '12.5', '12.5']]",3,3,"12.5"
58642784,"T10","[['12.5', '12.5', '12.5']]",3,3,"12.5"
58642784,"T14","[['1', '1', '1']]",3,3,"1"
58642784,"T15","[['14.8', '14.8', '14.8']]",3,3,"14.8"
58642784,"T16","[['14.8', '14.8', '14.8']]",3,3,"14.8"
58642784,"T20","[['3', '3', '3']]",3,3,"3"
58642784,"T21","[['14-15.7', '14-15.7', '14-15.7']]",3,3,"14-15.7"
58642784,"T22","[['14.6', '14.6', '14.6']]",3,3,"14.6"
58642785,"T2","[['3', '3', '3']]",3,3,"3"
58642785,"T3","[['5.1-7.4', '5.1-7.4', '5.1-7.4']]",3,3,"5.1-7.4"
58642785,"T4","[['6.0', '6.0', '6.0']]",3,3,"6.0"
58642786,"T2","[['3', '3', '3']]",3,3,"3"
58642786,"T3","[['6.7-7.1', '6.7-7.1', '6.7-7.1']]",3,3,"6.7-7.1"
58642786,"T4","[['6.9', '6.9', '6.9']]",3,3,"6.9"
58642786,"T8","[['1', '1', '1']]",3,3,"1"
58642786,"T9","[['10.7', '10.7', '10.7']]",3,3,"10.7"
58642786,"T10","[['10.7', '10.7', '10.7']]",3,3,"10.7"
58642786,"T14","[['1', '1', '1']]",3,3,"1"
58642786,"T15","[['12.6', '12.6', '12.6']]",3,3,"12.6"
58642786,"T16","[['12.6', '12.6', '12.6']]",3,3,"12.6"
58642786,"T20","[['1', '1', '1']]",3,3,"1"
58642786,"T21","[['13.6', '13.6', '13.6']]",3,3,"13.6"
58642786,"T22","[['13.6', '13.6', '13.6']]",3,3,"13.6"
58642787,"T2","[['1', '1', '1']]",3,3,"1"
58642787,"T3","[['13.2', '13.2', '13.2']]",3,3,"13.2"
58642787,"T4","[['13.2', '13.2', '13.2']]",3,3,"13.2"
58642787,"T8","[['1', '1', '1']]",3,3,"1"
58642787,"T9","[['18.1', '18.1', '18.1']]",3,3,"18.1"
58642787,"T10","[['18.1', '18.1', '18.1']]",3,3,"18.1"
58642790,"T2","[['3', '3', '3']]",3,3,"3"
58642790,"T3","[['5.1-7.4', '5.1-7.4', '5.1-7.4']]",3,3,"5.1-7.4"
58642790,"T4","[['6.0', '6.0', '6.0']]",3,3,"6.0"
58642792,"T2","[['6', '6', '6']]",3,3,"6"
58642792,"T3","[['3.6-4.7', '3.6-4.7', '3.6-4.7']]",3,3,"3.6-4.7"
58642792,"T4","[['4.2', '4.2', '4.2']]",3,3,"4.2"
58642792,"T8","[['26', '26', '26']]",3,3,"26"
58642792,"T9","[['4.9-9.8', '4.9-9.8', '4.9-9.8']]",3,3,"4.9-9.8"
58642792,"T10","[['6.8', '6.8', '6.8']]",3,3,"6.8"
58642792,"T14","[['10', '10', '10']]",3,3,"10"
58642792,"T15","[['8.2-12.1', '8.2-12.1', '8.2-12.1']]",3,3,"8.2-12.1"
58642792,"T16","[['10.3', '10.3', '10.3']]",3,3,"10.3"
58642792,"T20","[['1', '1', '1']]",3,3,"1"
58642792,"T21","[['13.8', '13.8', '13.8']]",3,3,"13.8"
58642792,"T22","[['13.8', '13.8', '13.8']]",3,3,"13.8"
58642793,"T2","[['2', '2', '2', '2']]",4,4,"2"
58642793,"T3","[['13.2-13.4', '13.2-13.4', '13.2-13.4', '13.2-13.4']]",4,4,"13.2-13.4"
58642793,"T4","[['13.3', '13.3', '13.3', '13.3']]",4,4,"13.3"
58642793,"T8","[['5', '5', '5', '5']]",4,4,"5"
58642793,"T9","[['13.7-14.9', '13.7-14.9', '13.7-14.9', '13.7-14.9']]",4,4,"13.7-14.9"
58642793,"T10","[['14.1', '14.1', '14.1', '14.1']]",4,4,"14.1"
58642793,"T14","[['1', '1', '1', '1']]",4,4,"1"
58642793,"T15","[['15.9', '15.9', '15.9', '15.9']]",4,4,"15.9"
58642793,"T16","[['15.9', '15.9', '15.9', '15.9']]",4,4,"15.9"
58642795,"T2","[['6', '6', '6']]",3,3,"6"
58642795,"T3","[['3.6-4.7', '3.6-4.7', '3.6-4.7']]",3,3,"3.6-4.7"
58642795,"T4","[['4.2', '4.2', '4.2']]",3,3,"4.2"
58642795,"T8","[['26', '26', '26']]",3,3,"26"
58642795,"T9","[['4.9-9.8', '4.9-9.8', '4.9-9.8']]",3,3,"4.9-9.8"
58642795,"T10","[['6.8', '6.8', '6.8']]",3,3,"6.8"
