subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data,column_name,URL_front,URL_back,comments
58746255,T16,"[['19.0', '19.0', '19.0'], ['', '', '(3#8.0'], ['', '', 'oz.)']]",3,1.666666667,19.0 (3#8.0 oz.),19,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Gulliver_GROW_110.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Gulliver_GROW_109.jpeg,
58746258,T16,"[['8.45', '9.45', '9.45'], ['', '', '(7.9)']]",3,1.5,9.45 (7.9),9.45,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Gulliver_GROW_072.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_Gulliver_GROW_071.jpeg,
58746325,T4,"[['8.6', '8.6', '8.6'], ['', '', '(5'], ['', '', 'oz)']]",3,1.666666667,8.6 (5 oz),8.6,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_099.jpeg,
58746325,T10,"[['9.6', '9.6', '9.6'], ['', '', '(6'], ['', '', 'oz)']]",3,1.666666667,9.6 (6 oz),9.6,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_099.jpeg,
58746325,T16,"[['13.4', '13.4', '13.4'], ['', '', '(20'], ['', '', 'oz)']]",3,1.666666667,13.4 (20 oz),13.4,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_099.jpeg,
58746325,T22,"[['15.0', '15.0', '15.0'], ['', '', '(32'], ['', '', 'oz)']]",3,1.666666667,15.0 (32 oz),15,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_099.jpeg,
58746325,T28,"[['16.4', '16.4', '16.4'], ['', '', '(43'], ['', '', 'oz)']]",3,1.666666667,16.4 (43 oz),16.4,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_099.jpeg,
58746325,T34,"[['18.6', '18.6', '18.6'], ['', '', '(62'], ['', '', 'oz)']]",3,1.666666667,18.6 (62 oz),18.6,6th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Schoolcraft_BigIsland_GROW_099.jpeg,
58746394,T2,[['2']],1,1,2,2,First row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_001.jpeg,
58746394,T3,[['8.1-8.6']],1,1,8.1-8.6,8.1-8.6,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_001.jpeg,
58746394,T4,[['8.4']],1,1,8.4,8.4,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_001.jpeg,
58746394,T8,[['1']],1,1,1,1,Second row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_001.jpeg,
58746394,T9,[['10']],1,1,10,10,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_001.jpeg,
58746394,T10,[['10']],1,1,10,10,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Lost_GROW_001.jpeg,
58746414,T39,"[['16.4', '16.4-19.1', '16.4-18.8']]",3,1,16.4,16.4-19.1,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Grand_GROW_114.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Grand_GROW_113.jpeg,
58746414,T40,"[['19.1', '17.7', '17.4']]",3,1,19.1,17.7,7th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Grand_GROW_114.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/PresqueIsle_Grand_GROW_113.jpeg,
58746508,T15,"[['13.3', '13.3-14.5', '13.4-14.5']]",3,1,13.3,13.3-14.5,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Otsego_GROW_068.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Otsego_GROW_067.jpeg,
58753902,T3,"[['14.5-21.5cm', '14.5-12.5', '14.5-21.5']]",3,1,14.5-21.5cm,14.5-21.5,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p3_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p4_GROW.jpg,cm
58753902,T21,"[['27.0-34.4cm', '27.0-37.0', '27.0-34.4']]",3,1,27.0-34.4cm,27.0-34.4,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p3_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p4_GROW.jpg,cm
58753902,T22,"[['30.7cm', '32.1', '30.7']]",3,1,30.7cm,30.7,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p3_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p4_GROW.jpg,cm
58753942,T26,[['1']],1,1,1,NA,5th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Walloon_135_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Walloon_135_GROW_0002.jpg,
58753942,T27,[['16.2']],1,1,16.2,NA,5th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Walloon_135_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Walloon_135_GROW_0002.jpg,
58753942,T28,[['16.2']],1,1,16.2,NA,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Walloon_135_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Walloon_135_GROW_0002.jpg,
58753949,T20,[['1']],1,1,1,1,Fourth row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
58753949,T21,[['16.9']],1,1,16.9,16.9,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
58753949,T22,[['16.9']],1,1,16.9,16.9,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
58753949,T26,[['1']],1,1,1,1,5th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
58753949,T27,[['17.9']],1,1,17.9,17.9,5th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
58753949,T28,[['17.9']],1,1,17.9,17.9,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
58754057,T4,"[['165', '165(6.5)', '165mm']]",3,1,165,165,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_CarpLittle_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_CarpLittle_GROW_011.jpg,mm
58754469,T8,[['2']],1,1,2,2,Second row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T9,[['8.7-9.5']],1,1,8.7-9.5,8.7-9.5,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T10,[['9.1']],1,1,9.1,9.1,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T14,[['5']],1,1,5,5,Third row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T15,[['9.7-11.1']],1,1,9.7-11.1,9.7-11.1,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T16,[['10.5']],1,1,10.5,10.5,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T20,[['5']],1,1,5,5,Fourth row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T21,[['11.5-12.9']],1,1,11.5-12.9,11.5-12.9,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754469,T22,[['12.4']],1,1,12.4,12.4,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_021.jpg,
58754471,T21,[['9.8']],1,1,9.8,9.8,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_027.jpg,
58754572,T3,[['6.1']],1,1,6.1,6.1,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Spider_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Spider_GROW_023.jpg,
58754572,T15,[['15.7']],1,1,15.7,15.7,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Spider_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Spider_GROW_023.jpg,
58754630,T10,[['7.2']],1,1,7.2,7.2,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Roland_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Roland_GROW_031.jpg,
58754784,T2,[['3']],1,1,3,NA,First row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_054.jpg,
58754784,T3,[['11.4-13.4']],1,1,11.4-13.4,11.4-13.4,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_054.jpg,
58754784,T4,[['12.3']],1,1,12.3,12.3,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_054.jpg,
58754847,T38,[['2']],1,1,2,NA,7th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_060.jpg,
58754847,T39,[['15.7-15.8']],1,1,15.7-15.8,NA,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_060.jpg,
58754847,T40,[['15.75']],1,1,15.75,NA,7th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stanley_GROW_060.jpg,
58755008,T3,"[['4.4-5-9', '4.4-5.9']]",2,1,4.4-5-9,4.4-5.9,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_028.jpg,
58755025,T21,"[['3.0-13.3', '13.0-13.3']]",2,1,3.0-13.3,NA,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_117.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_118.jpg,
58755025,T32,[['2']],1,1,2,2,6th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_117.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_118.jpg,
58755025,T33,[['15.3-15.8']],1,1,15.3-15.8,15.3-15.8,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_117.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_118.jpg,
58755025,T34,[['15.5']],1,1,15.5,15.5,6th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_117.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_118.jpg,
58755260,T9,"[['185-245', '185-245mm', '182-245']]",3,1,185-245,185-245,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1980_GROW_002_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1980_GROW_002_02.jpeg,mm
58755260,T21,"[['375-335', '375-385mm', '375-385']]",3,1,375-335,375-385,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1980_GROW_002_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1980_GROW_002_02.jpeg,mm
59073197,T9,"[['16.0-18.9', '26.0-28.9', '26.0-28.9cm']]",3,1,16.0-18.9,26-28.9,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_020.jpg,cm
59073215,T28,"[['16.0', '16.1', '16.9']]",3,1,16,16.9,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_270.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_271.jpg,
59152209,T4,"[['23', '23.0', '23.0cm']]",3,1,23,23,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_020.jpg,cm
59152215,T27,[['13.1']],1,1,13.1,13.1,5th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_058.jpg,
59152215,T33,[['16.1']],1,1,16.1,16.1,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_058.jpg,
59152215,T39,[['17.0']],1,1,17,17,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_058.jpg,
59687855,T4,"[['8.6', '806']]",2,1,8.6,8.6,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Opal_GROW_037.jpeg,
59688011,T3,[['7.2']],1,1,7.2,7.2,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kalkaska_Bear_GROW_003.jpg,NA,
59688110,T4,"[['', '13.9', '13.9'], ['13.9(1#4OZ)', '(1#4oz)', '']]",3,1.5,13.9 13.9(1#4OZ),13.9,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_ForestvilleBasin_GROW_003.jpg,NA,
59688160,T4,[['16.5']],1,1,16.5,16.5,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/NEWAYGO_WOODLAND_GROW_0001.jpeg,NA,
59962360,T4,"[['9.0(5.0', '9.0', '9.0'], ['oz.)', '', '']]",3,1.5,9.0 oz.),9,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_KINGSTON_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_KINGSTON_GROW_0004_2.jpeg,
