subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.value
82941853,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_11.jpeg,20474,T25,5th row age group [Dropdown],[{'VI / 6': 3}]
82941853,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_11.jpeg,20474,T31,6th row age group [Dropdown],[{'VII / 7': 3}]
82941853,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_11.jpeg,20474,T37,7th row age group [Dropdown],[{'VIII / 8': 3}]
82941853,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_11.jpeg,20474,T43,8th row age group [Dropdown],[{'IX / 9 ': 3}]
82941853,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_11.jpeg,20474,T49,9th row age group [Dropdown],[{'X / 10': 3}]
82941853,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_11.jpeg,20474,T55,10th row age group [Dropdown],[{'XI / 11': 3}]
82941854,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_7.jpeg,20474,T1,First row age group [Dropdown],[{'II / 2': 3}]
82941854,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_8.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_7.jpeg,20474,T7,Second row age group [Dropdown],[{'XII / 12 ': 3}]
82941855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_2.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_1.jpeg,20474,T1,First row age group [Dropdown],[{'II / 2': 3}]
82941855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_2.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_1.jpeg,20474,T7,Second row age group [Dropdown],[{'III / 3': 3}]
82941855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_2.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_1.jpeg,20474,T13,Third row age group [Dropdown],[{'IV / 4': 3}]
82941855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_2.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_1.jpeg,20474,T19,Fourth row age group [Dropdown],[{'VI / 6': 3}]
82941858,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20474,T1,First row age group [Dropdown],[{'V / 5': 3}]
